nuts2_id,year,gdp_mio_eur,gdp_eur,gdp_pc,log_gdp_pc,gdp_pc_growth,gdp_pc_pps,log_gdp_pc_pps,gdp_pc_pps_growth,gdp_volume_index,gdp_pc_real,log_gdp_pc_real,gdp_pc_real_growth
AL01,2008,,,,,,5000,8.517193191,,86.7,2562.306938,7.848663279,
AL01,2009,,,,,,5300,8.5754621,5.826890812,90.2,2665.744934,7.888238823,3.957554328
AL01,2010,,,,,,6000,8.699514748,12.40526487,96.3,2846.022585,7.953677714,6.543889174
AL01,2011,,,,,,6100,8.71604405,1.652930195,95.4,2819.424243,7.944287974,-0.938974035
AL01,2012,,,,,,6300,8.748304912,3.226086222,97.5,2881.487041,7.966061773,2.177379955
AL01,2013,,,,,,6200,8.732304571,-1.600034135,97,2866.710184,7.960920374,-0.51413995
AL01,2014,2290.45,2290450000,,,,6400,8.764053269,3.174869831,95.9,2834.2011,7.949515377,-1.140499661
AL01,2015,2418.75,2418750000,,,,6800,8.824677891,6.062462182,100,2955.371324,7.991379581,4.18642041
AL01,2016,2549.18,2549180000,3067.675434,8.028675366,,6900,8.839276691,1.459879942,103.8,3067.675434,8.028675366,3.729578474
AL01,2017,2707.01,2707010000,3273.669011,8.093666657,6.499129044,7200,8.881836305,4.255961442,106.3,3141.559717,8.052474681,2.379931462
AL01,2018,2954.85,2954850000,3604.385497,8.189906577,9.623992009,7400,8.909235279,2.739897419,109,3221.354743,8.077557278,2.508259688
AL01,2019,3165.02,3165020000,3889.387263,8.266006908,7.610033141,7700,8.948975608,3.974032865,111.2,3286.372912,8.097539777,1.998249959
AL01,2020,2996.28,2996280000,3723.525486,8.22242621,-4.358069832,7400,8.909235279,-3.974032865,105.2,3109.050633,8.042072696,-5.546708151
AL01,2021,3390.4,3390400000,4248.861151,8.354406262,13.19800518,8200,9.011889433,10.26541541,114.4,3380.944795,8.125910474,8.383777864
AL02,2008,,,,,,8600,9.059517482,,85.9,3714.872113,8.220099532,
AL02,2009,,,,,,8900,9.093806556,3.428907348,89.5,3870.55942,8.261154328,4.105479629
AL02,2010,,,,,,9300,9.137769679,4.396312342,91.4,3952.72772,8.282161182,2.100685318
AL02,2011,,,,,,9300,9.137769679,0,90.6,3918.130541,8.273369916,-0.8791265411
AL02,2012,,,,,,9300,9.137769679,0,91.5,3957.052368,8.283254675,0.9884759233
AL02,2013,,,,,,9000,9.104979856,-3.278982282,92.9,4017.597431,8.298439349,1.518467354
AL02,2014,4535.08,4535080000,,,,9500,9.159047078,5.406722127,95.3,4121.388969,8.323945514,2.550616484
AL02,2015,4837.09,4837090000,,,,10100,9.220290703,6.124362524,100,4324.647396,8.372085889,4.814037533
AL02,2016,5050.74,5050740000,4467.36076,8.404553079,,10000,9.210340372,-0.9950330853,103.3,4467.36076,8.404553079,3.246719014
AL02,2017,5640.06,5640060000,4920.732553,8.501212691,9.665961201,10700,9.27799902,6.765864847,110.6,4783.06002,8.472835792,6.828271296
AL02,2018,6327.54,6327540000,5442.839153,8.602056107,10.08434155,11100,9.314700387,3.670136685,116,5016.59098,8.520505894,4.767010202
AL02,2019,6789.07,6789070000,5801.919767,8.665944136,6.388802929,11400,9.341368634,2.666824708,118.6,5129.031812,8.54267219,2.216629546
AL02,2020,6628.26,6628260000,5635.125485,8.636774695,-2.916944107,11100,9.314700387,-2.666824708,115.6,4999.29239,8.517051659,-2.562053033
AL02,2021,7646.74,7646740000,6488.894169,8.777847405,14.10727102,12300,9.417354541,10.26541541,127.8,5526.899372,8.617382245,10.03305857
AL03,2008,,,,,,5300,8.5754621,,83.5,2767.174211,7.925581938,
AL03,2009,,,,,,5500,8.612503371,3.704127168,84.6,2803.628003,7.938669573,1.308763476
AL03,2010,,,,,,6200,8.732304571,11.98011998,87.8,2909.675398,7.975796807,3.712723403
AL03,2011,,,,,,7100,8.867850063,13.5545492,97.7,3237.759526,8.082636865,10.68400584
AL03,2012,,,,,,7400,8.909235279,4.138521616,99.2,3287.469242,8.09787332,1.523645524
AL03,2013,,,,,,7400,8.909235279,0,100.5,3330.550996,8.110893034,1.301971321
AL03,2014,3143.06,3143060000,,,,7900,8.974618038,6.538275926,103.2,3420.028486,8.137404159,2.651112555
AL03,2015,3008.27,3008270000,,,,7700,8.948975608,-2.564243061,100,3313.981091,8.105905492,-3.149866706
AL03,2016,3119.93,3119930000,3413.400523,8.135464294,,7700,8.948975608,0,103,3413.400523,8.135464294,2.955880224
AL03,2017,3211.98,3211980000,3555.025766,8.17611759,4.065329581,7800,8.961879013,1.290340484,102.6,3400.144599,8.131573239,-0.3891055493
AL03,2018,3545.66,3545660000,3992.918815,8.292277775,11.6160185,8200,9.011889433,5.001042057,106.4,3526.07588,8.167940883,3.636764417
AL03,2019,3800.1,3800100000,4325.535812,8.372291299,8.001352369,8600,9.059517482,4.762804899,108.4,3592.355502,8.186563395,1.86225121
AL03,2020,3685.89,3685890000,4261.016432,8.35726301,-1.502828894,8400,9.035986985,-2.353049741,105.3,3489.622088,8.157548725,-2.901466987
AL03,2021,4120.24,4120240000,4828.306289,8.48225102,12.49880105,9300,9.137769679,10.17826943,111.6,3698.402897,8.215656356,5.810763081
AT11,2000,,,,,,16200,9.692766521,,79.4,22455.48374,10.01929013,
AT11,2001,,,,,,16300,9.698920387,0.6153865574,80.2,22681.73547,10.02931527,1.002514662
AT11,2002,,,,,,17200,9.752664663,5.374427601,82,23190.80185,10.05151101,2.219573239
AT11,2003,,,,,,17600,9.775654181,2.298951822,81.1,22936.26866,10.04047472,-1.103628614
AT11,2004,,,,,,18600,9.83091686,5.526267868,84.5,23897.83849,10.08154329,4.106857324
AT11,2005,,,,,,18600,9.83091686,0,84.4,23869.55703,10.08035916,-0.1184132761
AT11,2006,,,,,,19300,9.867860375,3.694351519,86,24322.06048,10.09913906,1.877989465
AT11,2007,,,,,,20200,9.913437883,4.55775085,89,25170.50445,10.13342813,3.428907348
AT11,2008,,,,,,20100,9.908475094,-0.4962789342,88.2,24944.25272,10.12439872,-0.9029406719
AT11,2009,,,,,,20100,9.908475094,0,88.1,24915.97126,10.12326429,-0.1134430071
AT11,2010,,,,,,21100,9.957028319,4.855322542,90.4,25566.44497,10.14903603,2.577173446
AT11,2011,,,,,,22000,9.998797732,4.176941288,93,26301.76307,10.17739125,2.835522576
AT11,2012,,,,,,23000,10.04324949,4.445176257,94.2,26641.14066,10.19021194,1.282068843
AT11,2013,,,,,,23400,10.0604913,1.724180643,95.3,26952.23678,10.20182157,1.160962908
AT11,2014,7647.68,7647680000,,,,23800,10.07744086,1.694955831,97,27433.0217,10.21950274,1.768116784
AT11,2015,8061.08,8061080000,,,,25100,10.13062313,5.318226546,100,28281.46567,10.24996195,3.045920748
AT11,2016,8320.75,8320750000,28592.56179,10.26090189,,25500,10.14643373,1.581060603,101.1,28592.56179,10.26090189,1.093994004
AT11,2017,8610.36,8610360000,29493.39252,10.29192153,3.101964915,26100,10.16969059,2.325686216,104,29412.7243,10.28918266,2.828077311
AT11,2018,8832.27,8832270000,30177.73981,10.31485984,2.293830434,26700,10.19241884,2.272825108,105.2,29752.10189,10.30065506,1.147240116
AT11,2019,9066.41,9066410000,30897.71771,10.3384376,2.357776023,27200,10.21097225,1.85534079,106,29978.35361,10.30823085,0.7575793808
AT11,2020,8773.9,8773900000,29799.00556,10.3022303,-3.620729821,26100,10.16969059,-4.128165897,99.8,28224.90274,10.24795994,-6.027091079
AT11,2021,9439.31,9439310000,31888.4835,10.3700002,6.776990335,28200,10.24707726,7.738666362,105.1,29723.82042,10.29970404,5.174409457
AT11,2022,10316.95,1.031695e+10,34669.15113,10.45360555,8.360534934,30800,10.33526997,8.819271204,109.2,30883.36051,10.33797282,3.826878543
AT11,2023,10992.74,1.099274e+10,36490.42324,10.50480513,5.119957403,32200,10.37972173,4.445176257,107.8,30487.41999,10.32506942,-1.290340484
AT12,2000,,,,,,20000,9.903487553,,80.5,26611.58552,10.18910195,
AT12,2001,,,,,,19700,9.888373915,-1.511363781,79.5,26281.00681,10.17660178,-1.250016276
AT12,2002,,,,,,20300,9.918376165,3.00022503,79.6,26314.06468,10.17785885,0.125707119
AT12,2003,,,,,,21000,9.952277717,3.390155168,80.4,26578.52765,10.18785894,1.000008333
AT12,2004,,,,,,22500,10.02127059,6.899287149,84.9,28066.1318,10.24231885,5.445991713
AT12,2005,,,,,,23200,10.05190756,3.063696946,86.6,28628.1156,10.26214458,1.982572225
AT12,2006,,,,,,24100,10.08996712,3.805956182,89.3,29520.67809,10.29284625,3.070167231
AT12,2007,,,,,,25300,10.13855967,4.859255524,93.3,30842.9929,10.33666487,4.381861997
AT12,2008,,,,,,26100,10.16969059,3.11309186,96.8,32000.01836,10.37349176,3.682688643
AT12,2009,,,,,,25100,10.13062313,-3.906746819,94.6,31272.74521,10.35050224,-2.298951822
AT12,2010,,,,,,25800,10.15812977,2.750664579,94.8,31338.86096,10.35261417,0.2111933203
AT12,2011,,,,,,26900,10.19988157,4.175179468,97.8,32330.59706,10.38376934,3.115516778
AT12,2012,,,,,,28000,10.23995979,4.007822357,97.9,32363.65493,10.38479131,0.1021972496
AT12,2013,,,,,,28200,10.24707726,0.7117467769,97.6,32264.48132,10.38172225,-0.3069056117
AT12,2014,52041.13,5.204113e+10,,,,28600,10.261162,1.408473988,98.9,32694.23363,10.394954,1.323174521
AT12,2015,53778.42,5.377842e+10,,,,29500,10.29214554,3.098354552,100,33057.87021,10.40601495,1.106094736
AT12,2016,56034.19,5.603419e+10,33884.31696,10.43070756,,30200,10.3155972,2.345166104,102.5,33884.31696,10.43070756,2.469261259
AT12,2017,58226.59,5.822659e+10,34955.11639,10.46182013,3.111256898,30900,10.33851146,2.291425952,105.7,34942.16881,10.46144965,3.07420943
AT12,2018,60404.56,6.040456e+10,36155.93284,10.49559633,3.377620252,32000,10.37349118,3.49797189,108,35702.49982,10.48297599,2.152633425
AT12,2019,63210.19,6.321019e+10,37680.24288,10.53689117,4.12948432,33100,10.40728856,3.379737958,111.2,36760.35167,10.51217514,2.919915469
AT12,2020,59310.96,5.931096e+10,35214.28355,10.46920706,-6.768411252,30800,10.33526997,-7.20185924,102.7,33950.4327,10.43265688,-7.951826488
AT12,2021,63413.92,6.341392e+10,37503.52332,10.53219016,6.298310063,33100,10.40728856,7.20185924,107.3,35471.09473,10.47647341,4.38165327
AT12,2022,69749.6,6.97496e+10,41058.25538,10.6227472,9.055703743,36500,10.50506754,9.777897821,110.7,36595.06232,10.5076686,3.119519008
AT12,2023,73205.49,7.320549e+10,42601.62956,10.65964778,3.690058417,37500,10.53209621,2.702867239,109.2,36099.19427,10.49402582,-1.36427764
AT13,2000,,,,,,33300,10.41331268,,85,40677.80979,10.61343801,
AT13,2001,,,,,,33500,10.41930072,0.5988041845,86.3,41299.941,10.62861635,1.51783416
AT13,2002,,,,,,34900,10.46024211,4.094139038,89.1,42639.91591,10.66054609,3.192973639
AT13,2003,,,,,,35400,10.4744671,1.422499093,89,42592.05966,10.65942312,-0.1122964745
AT13,2004,,,,,,36100,10.49404814,1.95810452,90,43070.62213,10.67059642,1.11733006
AT13,2005,,,,,,37400,10.52942598,3.537783908,92,44027.74706,10.69257533,2.197890672
AT13,2006,,,,,,38700,10.56359488,3.416889562,95.1,45511.29072,10.72571572,3.31403925
AT13,2007,,,,,,39700,10.58910647,2.551158766,98,46899.12187,10.75575423,3.003850912
AT13,2008,,,,,,41000,10.62132735,3.222087901,98.8,47281.97185,10.76388436,0.8130126083
AT13,2009,,,,,,39900,10.5941316,-2.719574281,97.6,46707.69689,10.75166425,-1.222011133
AT13,2010,,,,,,40800,10.61643736,2.230575751,99.5,47616.96557,10.7709444,1.928015075
AT13,2011,,,,,,41600,10.63585545,1.941808586,101.2,48430.52177,10.78788551,1.694111269
AT13,2012,,,,,,42400,10.65490364,1.904819497,100.9,48286.95303,10.78491668,-0.2968829494
AT13,2013,,,,,,42300,10.65254237,-0.2361276186,100.4,48047.6718,10.77994896,-0.4967720102
AT13,2014,83467.6,8.34676e+10,,,,42100,10.64780302,-0.4739345364,99.6,47664.82182,10.77194892,-0.8000042667
AT13,2015,86162.34,8.616234e+10,,,,42700,10.6619542,1.415117955,100,47856.24681,10.77595694,0.4008021398
AT13,2016,90444.1,9.04441e+10,49148.36547,10.80259887,,43600,10.68281243,2.085823012,102.7,49148.36547,10.80259887,2.664193095
AT13,2017,91606.81,9.160681e+10,49051.02427,10.80061635,-0.1982522275,43200,10.67359577,-0.9216655105,102.7,49148.36547,10.80259887,0
AT13,2018,95891.94,9.589194e+10,50769.35539,10.83504821,3.443186438,44900,10.71219307,3.85972995,105.8,50631.90912,10.83233727,2.973840249
AT13,2019,98542.48,9.854248e+10,51933.04211,10.85771052,2.26623048,45600,10.727663,1.546992177,106.6,51014.7591,10.83987026,0.7532992308
AT13,2020,95759.07,9.575907e+10,50104.39564,10.82186402,-3.584649556,43800,10.6873891,-4.027389914,100.4,48047.6718,10.77994896,-5.992130447
AT13,2021,103425.65,1.0342565e+11,53840.91405,10.89378894,7.192492083,47600,10.77058804,8.319894385,105.9,50679.76537,10.833282,5.333304535
AT13,2022,110702.62,1.1070262e+11,57311.56615,10.95625773,6.246879362,50500,10.82972862,5.914057504,109.7,52498.30275,10.86853612,3.525411467
AT13,2023,118679.71,1.1867971e+11,59875.83352,11.00002826,4.377052077,52500,10.86856845,3.883983332,112.4,53790.42141,10.89285069,2.431457018
AT21,2000,,,,,,20500,9.928180165,,87.2,30032.72639,10.31004295,
AT21,2001,,,,,,20600,9.933046355,0.4866189651,88,30308.25599,10.31917543,0.9132483563
AT21,2002,,,,,,21500,9.975808214,4.276185934,89.1,30687.10919,10.33159795,1.242252
AT21,2003,,,,,,22300,10.01234196,3.653374333,90,30997.07999,10.34164829,1.005033585
AT21,2004,,,,,,23500,10.0647557,5.241374268,92.5,31858.10999,10.36904726,2.739897419
AT21,2005,,,,,,24200,10.09410791,2.935221201,92.7,31926.99239,10.37120709,0.2159828053
AT21,2006,,,,,,25400,10.14250445,4.839654086,95.6,32925.78719,10.40201144,3.080434749
AT21,2007,,,,,,26900,10.19988157,5.737711258,100,34441.19999,10.4470088,4.499736593
AT21,2008,,,,,,27700,10.22918769,2.930612659,101.4,34923.37679,10.46091171,1.390290517
AT21,2009,,,,,,26100,10.16969059,-5.949709886,95.1,32753.58119,10.39676758,-6.414412161
AT21,2010,,,,,,27000,10.20359214,3.390155168,97,33407.96399,10.41654959,1.978200895
AT21,2011,,,,,,28300,10.25061708,4.702493864,99.6,34303.43519,10.44300078,2.645118609
AT21,2012,,,,,,29200,10.28192399,3.130690463,99.2,34165.67039,10.43897663,-0.40241503
AT21,2013,,,,,,29200,10.28192399,0,97.9,33717.93479,10.42578516,-1.319146475
AT21,2014,18654.09,1.865409e+10,,,,30100,10.31228045,3.035646248,100.2,34510.08239,10.4490068,2.322163911
AT21,2015,18935.65,1.893565e+10,,,,30500,10.32548196,1.320151186,100,34441.19999,10.4470088,-0.1998002663
AT21,2016,19342.28,1.934228e+10,34510.08239,10.4490068,,30800,10.33526997,0.9788006366,100.2,34510.08239,10.4490068,0.1998002663
AT21,2017,20107.36,2.010736e+10,35837.07762,10.48673832,3.773152054,31800,10.36722157,3.195159981,103.6,35681.08319,10.48237594,3.336914117
AT21,2018,21056.21,2.105621e+10,37540.17665,10.53316702,4.64286915,33300,10.41331268,4.60911072,106.9,36817.64279,10.51373243,3.135648821
AT21,2019,21722.58,2.172258e+10,38725.38725,10.56425067,3.108364965,34100,10.43705266,2.37399873,108.3,37299.81959,10.52674377,1.301133598
AT21,2020,21178.66,2.117866e+10,37731.91542,10.53826158,-2.598908722,33100,10.40728856,-2.976410191,102.8,35405.55359,10.47462397,-5.211980099
AT21,2021,22576.35,2.257635e+10,40165.08062,10.60075326,6.249167772,35500,10.47728798,6.99994141,108,37196.49599,10.52396984,4.93458741
AT21,2022,25123.21,2.512321e+10,44504.21868,10.70333927,10.25860097,39600,10.5865844,10.92964218,113.9,39228.52679,10.57715949,5.318964333
AT21,2023,26638.91,2.663891e+10,46818.38154,10.75403117,5.069190719,41300,10.62861778,4.203338171,112.5,38746.34999,10.56479184,-1.236764881
AT22,2000,,,,,,21200,9.961756461,,84.3,30539.0275,10.32676073,
AT22,2001,,,,,,21500,9.975808214,1.405175346,85.6,31009.97336,10.34206415,1.530341814
AT22,2002,,,,,,22000,9.998797732,2.298951822,85.6,31009.97336,10.34206415,0
AT22,2003,,,,,,23100,10.0475879,4.879016417,87.7,31770.73205,10.36630077,2.423661623
AT22,2004,,,,,,24400,10.10233841,5.475051477,90.6,32821.30358,10.39883308,3.253231367
AT22,2005,,,,,,25200,10.13459927,3.226086222,91.5,33147.34302,10.40871784,0.9884759233
AT22,2006,,,,,,26500,10.18490001,5.030073847,94.5,34234.14115,10.4409787,3.226086222
AT22,2007,,,,,,27900,10.23638197,5.148195584,98.6,35719.43193,10.48345013,4.247142711
AT22,2008,,,,,,28600,10.261162,2.4780029,99.7,36117.92458,10.49454455,1.109441536
AT22,2009,,,,,,27400,10.21829829,-4.286370443,93.7,33944.32831,10.43247706,-6.206748772
AT22,2010,,,,,,28100,10.24352486,2.522656295,95,34415.27417,10.44625576,1.377870236
AT22,2011,,,,,,29600,10.29552964,5.200478499,98.5,35683.20532,10.48243542,3.617965658
AT22,2012,,,,,,31000,10.34174248,4.621284316,99.9,36190.37779,10.49654856,1.411313748
AT22,2013,,,,,,30800,10.33526997,-0.6472514506,97.9,35465.8457,10.47632542,-2.022313612
AT22,2014,42745.58,4.274558e+10,,,,31500,10.35774282,2.247285585,99.4,36009.24476,10.49153098,1.520556413
AT22,2015,43716.71,4.371671e+10,,,,32100,10.37661131,1.88684843,100,36226.60439,10.49754906,0.6018072326
AT22,2016,45702.77,4.570277e+10,37096.0429,10.52126558,,33100,10.40728856,3.067725225,102.4,37096.0429,10.52126558,2.371652662
AT22,2017,47880.87,4.788087e+10,38697.92887,10.56354136,4.227577771,34300,10.44290063,3.561207179,106.3,38508.88047,10.55864416,3.737857274
AT22,2018,49180.94,4.918094e+10,39655.20467,10.58797748,2.443612356,35100,10.46595641,2.30557763,107.6,38979.82632,10.57079952,1.215536238
AT22,2019,51158.67,5.115867e+10,41155.69582,10.62511761,3.714012888,36200,10.4968144,3.085798836,110,39849.26483,10.59285924,2.205971806
AT22,2020,48992.47,4.899247e+10,39307.33836,10.57916651,-4.595110532,34400,10.44581184,-5.100255445,102.2,37023.58969,10.51931055,-7.354868802
AT22,2021,52163.84,5.216384e+10,41828.88466,10.6413424,6.217589329,37000,10.51867319,7.286134826,107.7,39016.05293,10.57172845,5.241790639
AT22,2022,57583.13,5.758313e+10,45959.07008,10.7355065,9.416409793,40900,10.61888534,10.02121504,112.9,40899.83636,10.61888134,4.715288699
AT22,2023,61223.94,6.122394e+10,48390.79733,10.78706494,5.155843835,42600,10.65960953,4.072419023,111.7,40465.1171,10.60819558,-1.068576508
AT31,2000,,,,,,23400,10.0604913,,77.5,32051.33804,10.37509421,
AT31,2001,,,,,,24000,10.08580911,2.531780798,80,33085.25217,10.40684291,3.174869831
AT31,2002,,,,,,24800,10.11859893,3.278982282,80.8,33416.10469,10.41679324,0.9950330853
AT31,2003,,,,,,25900,10.16199825,4.339931553,82.6,34160.52286,10.43882595,2.2032715
AT31,2004,,,,,,26900,10.19988157,3.78833179,84.1,34780.87134,10.45682284,1.799688645
AT31,2005,,,,,,28400,10.25414442,5.426285856,87.2,36062.92486,10.4930206,3.619776394
AT31,2006,,,,,,29700,10.29890232,4.475790064,90,37220.90869,10.52462594,3.160533942
AT31,2007,,,,,,31000,10.34174248,4.284015868,93.6,38709.74504,10.56384666,3.922071315
AT31,2008,,,,,,32400,10.3859137,4.417121831,96.2,39785.01573,10.59124563,2.739897419
AT31,2009,,,,,,30800,10.33526997,-5.064373282,89.6,37055.48243,10.52017159,-7.107403769
AT31,2010,,,,,,31700,10.36407196,2.88019909,91.2,37717.18747,10.53787117,1.76995771
AT31,2011,,,,,,33600,10.42228135,5.820938609,95.2,39371.45008,10.58079622,4.292504472
AT31,2012,,,,,,34700,10.45449497,3.221361998,95.9,39660.94604,10.58812226,0.7326040092
AT31,2013,,,,,,35400,10.4744671,1.997213319,97,40115.86825,10.59952725,1.140499661
AT31,2014,57092.71,5.709271e+10,,,,35800,10.48570317,1.123607327,98.2,40612.14704,10.61182249,1.229523686
AT31,2015,59137.46,5.913746e+10,,,,36900,10.51596683,3.026365764,100,41356.56521,10.62998646,1.816397063
AT31,2016,61092.38,6.109238e+10,42018.27025,10.64585981,,37400,10.52942598,1.345915337,101.6,42018.27025,10.64585981,1.587334916
AT31,2017,63441.65,6.344165e+10,43303.5504,10.67598991,3.013009734,38300,10.55320518,2.377919177,104.5,43217.61065,10.67400334,2.814353626
AT31,2018,66564.81,6.656481e+10,45172.29515,10.71823924,4.224933269,39900,10.5941316,4.092642771,107.8,44582.3773,10.70509393,3.109058707
AT31,2019,68767.6,6.87676e+10,46398.91505,10.74503136,2.679211662,40800,10.61643736,2.230575751,109.6,45326.79547,10.72165365,1.655971604
AT31,2020,66531.34,6.653134e+10,44643.54661,10.70646504,-3.856631231,39000,10.57131693,-4.512043528,104,43010.82782,10.66920717,-5.244647537
AT31,2021,71148.91,7.114891e+10,47571.89718,10.76999747,6.353242745,42000,10.6454249,7.410797215,111,45905.78738,10.73434647,6.513930217
AT31,2022,77403.32,7.740332e+10,51425.9936,10.84789904,7.790156506,45700,10.72985358,8.442867962,115.5,47766.83282,10.7740868,3.974032865
AT31,2023,81776.31,8.177631e+10,53700.39893,10.89117571,4.327667374,47300,10.76426557,3.44119976,113.6,46981.05808,10.75749978,-1.658702367
AT32,2000,,,,,,26600,10.18866649,,78.9,36735.8381,10.51150807,
AT32,2001,,,,,,26800,10.19615717,0.7490671729,79.7,37108.31808,10.52159643,1.008835794
AT32,2002,,,,,,27900,10.23638197,4.022480131,80.9,37667.03805,10.53654067,1.494423827
AT32,2003,,,,,,29200,10.28192399,4.554202045,82.4,38365.43801,10.55491228,1.837161285
AT32,2004,,,,,,30800,10.33526997,5.334598071,85.4,39762.23794,10.59067295,3.576066388
AT32,2005,,,,,,32100,10.37661131,4.134134016,87.2,40600.3179,10.61153118,2.085823012
AT32,2006,,,,,,33800,10.42821608,5.160477235,90.4,42090.23782,10.64757111,3.603993648
AT32,2007,,,,,,35600,10.48010092,5.188483537,94.6,44045.75772,10.69298432,4.541320866
AT32,2008,,,,,,36100,10.49404814,1.394722748,94.1,43812.95773,10.68768489,-0.5299429466
AT32,2009,,,,,,34800,10.45737267,-3.667547856,90.7,42229.91781,10.6508842,-3.680068947
AT32,2010,,,,,,36800,10.51325312,5.588045839,94.9,44185.43771,10.69615055,4.526634849
AT32,2011,,,,,,38200,10.55059079,3.733767044,97.7,45489.11764,10.7252284,2.907785343
AT32,2012,,,,,,40100,10.59913161,4.85408187,99.6,46373.7576,10.74448901,1.926060554
AT32,2013,,,,,,39600,10.5865844,-1.254721605,97.5,45395.99765,10.72317922,-2.130978659
AT32,2014,23829.41,2.382941e+10,,,,39900,10.5941316,0.7547205635,97.6,45442.55764,10.72420434,0.1025115415
AT32,2015,24928.54,2.492854e+10,,,,41400,10.63103616,3.690455694,100,46559.99759,10.74849703,2.429269257
AT32,2016,26099.3,2.60993e+10,47817.11752,10.77513896,,42600,10.65960953,2.857337244,102.7,47817.11752,10.77513896,2.664193095
AT32,2017,26911.47,2.691147e+10,48995.59956,10.79948577,2.43468066,43300,10.67590791,1.629838173,105.2,48981.11746,10.79919014,2.405118337
AT32,2018,27984.39,2.798439e+10,50643.23834,10.832561,3.307523496,44800,10.70996342,3.405550441,107.5,50051.99741,10.82081769,2.162754726
AT32,2019,29028.88,2.902888e+10,52283.46911,10.86443552,3.187451871,45900,10.7342204,2.425697765,109.7,51076.31735,10.84107621,2.025851971
AT32,2020,28079.62,2.807962e+10,50284.95192,10.82546114,-3.897437712,44000,10.69194491,-4.227548315,103.8,48329.27749,10.78579282,-5.528339655
AT32,2021,29478.79,2.947879e+10,52574.04006,10.86997774,4.451659718,46500,10.74720759,5.526267868,107.7,50145.1174,10.82267643,3.688361343
AT32,2022,33801.58,3.380158e+10,60080.37596,11.00343854,13.34608023,53500,10.88743693,14.02293413,119.7,55732.31711,10.92831546,10.56390284
AT32,2023,36289.85,3.628985e+10,63851.68542,11.06431826,6.087971347,56200,10.93667204,4.9235103,119.7,55732.31711,10.92831546,0
AT33,2000,,,,,,24300,10.09823163,,78.9,33048.99927,10.40574657,
AT33,2001,,,,,,24800,10.11859893,2.036730282,80.8,33844.85604,10.4295423,2.379573768
AT33,2002,,,,,,25800,10.15812977,3.953083876,82,34347.50241,10.44428459,1.474228174
AT33,2003,,,,,,26900,10.19988157,4.175179468,83.2,34850.14879,10.45881269,1.452810056
AT33,2004,,,,,,27600,10.22557105,2.568948612,83.8,35101.47198,10.46599835,0.7185659661
AT33,2005,,,,,,29400,10.28874995,6.317890162,87.7,36735.0727,10.51148724,4.548889189
AT33,2006,,,,,,30700,10.33201793,4.326798025,90.4,37866.02705,10.54180961,3.032236802
AT33,2007,,,,,,31500,10.35774282,2.572489124,92.4,38703.77101,10.56369232,2.188271125
AT33,2008,,,,,,31900,10.37036129,1.261846396,91.9,38494.33502,10.55826637,-0.5425949286
AT33,2009,,,,,,31300,10.35137338,-1.898791224,90,37698.47826,10.53737501,-2.089135903
AT33,2010,,,,,,32100,10.37661131,2.523793259,91.7,38410.56062,10.55608772,1.871270893
AT33,2011,,,,,,33300,10.41331268,3.670136685,93.9,39332.07898,10.57979572,2.370800695
AT33,2012,,,,,,35000,10.46310334,4.97906645,96.1,40253.59734,10.60295465,2.315892976
AT33,2013,,,,,,35600,10.48010092,1.699757637,96.8,40546.80773,10.61021233,0.7257678306
AT33,2014,28847.25,2.884725e+10,,,,35700,10.48290597,0.2805050928,96.9,40588.69492,10.61124486,0.1032524614
AT33,2015,30368.65,3.036865e+10,,,,37300,10.52674861,4.384263786,100,41887.19806,10.64273552,3.149066709
AT33,2016,31517.75,3.151775e+10,42641.16763,10.66057544,,37900,10.54270639,1.595778544,101.8,42641.16763,10.66057544,1.783991813
AT33,2017,32602.57,3.260257e+10,43694.21553,10.684971,2.43955627,38600,10.56100756,1.830116438,104.4,43730.23478,10.68579501,2.521957133
AT33,2018,34043.59,3.404359e+10,45322.56304,10.72156027,3.658926319,40100,10.59913161,3.812405784,107.4,44986.85072,10.71412552,2.833050663
AT33,2019,35333.41,3.533341e+10,46817.51148,10.75401259,3.245232103,41200,10.62619354,2.706192204,109.4,45824.59468,10.73257623,1.845070791
AT33,2020,33361.16,3.336116e+10,44033.34592,10.69270249,-6.13101012,38500,10.55841352,-6.778001506,100,41887.19806,10.64273552,-8.9840704
AT33,2021,33858.93,3.385893e+10,44545.06943,10.70425675,1.155426423,39400,10.5815211,2.310757501,99.1,41510.21328,10.63369478,-0.9040744652
AT33,2022,39345.7,3.93457e+10,51492.73265,10.84919596,14.49392112,45900,10.7342204,15.26993008,110.6,46327.24106,10.74348543,10.97906478
AT33,2023,41953.24,4.195324e+10,54392.61303,10.90398363,5.47876707,47900,10.77687078,4.265038735,109.8,45992.14347,10.73622587,-0.7259560013
AT34,2000,,,,,,25100,10.13062313,,75.1,32789.60597,10.39786685,
AT34,2001,,,,,,25200,10.13459927,0.397614838,75.9,33138.89605,10.40846298,1.059612563
AT34,2002,,,,,,26200,10.17351469,3.891541625,77.2,33706.49242,10.42544575,1.698277263
AT34,2003,,,,,,26900,10.19988157,2.636687584,77.6,33881.13746,10.43061372,0.5167970158
AT34,2004,,,,,,28200,10.24707726,4.719569134,80,34929.00769,10.46107293,3.045920748
AT34,2005,,,,,,29400,10.28874995,4.16726964,82.1,35845.89414,10.48698431,2.591138178
