nuts2_id,year,gdp_mio_eur,gdp_eur,gdp_pc,log_gdp_pc,gdp_pc_growth,gdp_pc_pps,log_gdp_pc_pps,gdp_pc_pps_growth,gdp_volume_index,gdp_pc_real,log_gdp_pc_real,gdp_pc_real_growth
FRF1,2005,,,,,,23500,10.0647557,3.463549666,93.8,28673.75465,10.26373751,-0.2129926258
FRF1,2006,,,,,,24200,10.09410791,2.935221201,95.9,29315.70439,10.28587864,2.214112588
FRF1,2007,,,,,,25400,10.14250445,4.839654086,99.1,30293.9135,10.3187021,3.282345945
FRF1,2008,,,,,,25900,10.16199825,1.949379468,100.2,30630.17288,10.32974084,1.103874731
FRF1,2009,,,,,,25000,10.1266311,-3.536714384,97.4,29774.23991,10.30139887,-2.8341978
FRF1,2010,,,,,,25300,10.13855967,1.192857087,96.3,29437.98052,10.29004097,-1.135789184
FRF1,2011,,,,,,26100,10.16969059,3.11309186,99.1,30293.9135,10.3187021,2.866112253
FRF1,2012,,,,,,25600,10.15034763,-1.934296284,97.7,29865.94701,10.30447421,-1.422788229
FRF1,2013,,,,,,26500,10.18490001,3.455238151,98.8,30202.2064,10.31567026,1.119604571
FRF1,2014,56502.4,5.65024e+10,,,,26800,10.19615717,1.125715452,99.8,30507.89674,10.32574084,1.007057856
FRF1,2015,57293.5,5.72935e+10,,,,27200,10.21097225,1.481508579,100,30569.03481,10.32774284,0.2002002671
FRF1,2016,58403,5.8403e+10,30997.0013,10.34164575,,27600,10.22557105,1.459879942,101.4,30997.0013,10.34164575,1.390290517
FRF1,2017,59952.2,5.99522e+10,31727.64024,10.36494351,2.329776538,28300,10.25061708,2.504603193,103.4,31608.382,10.36117762,1.953187092
FRF1,2018,61837.5,6.18375e+10,32571.20103,10.39118377,2.624026093,29200,10.28192399,3.130690463,105.5,32250.33173,10.38128361,2.010599084
FRF1,2019,63317.5,6.33175e+10,33200.18478,10.41031072,1.912694767,30500,10.32548196,4.355797434,106.7,32617.16015,10.39259381,1.131020539
FRF1,2020,60552.1,6.05521e+10,31604.79458,10.36106412,-4.924660537,29100,10.27849345,-4.698850944,99.1,30293.9135,10.3187021,-7.389171697
FRF1,2021,65135.7,6.51357e+10,33929.34999,10.4320357,7.097158511,30700,10.33201793,5.352448042,107.2,32770.00532,10.3972689,7.85668073
FRF1,2022,68833.1,6.88331e+10,35761.85743,10.48463717,5.260146934,32200,10.37972173,4.770379796,106.9,32678.29822,10.39446647,-0.2802430606
FRF1,2023,71590.4,7.15904e+10,37134.10738,10.52229116,3.765399293,33800,10.42821608,4.849434994,106.4,32525.45304,10.38977823,-0.4688241123
FRF2,2000,,,,,,20100,9.908475094,,100.7,28315.89557,10.25117861,
FRF2,2001,,,,,,20400,9.92329018,1.481508579,98.9,27809.75245,10.23314205,-1.80365611
FRF2,2002,,,,,,20900,9.947504438,2.421425812,98.5,27697.2762,10.22908936,-0.4052690451
FRF2,2003,,,,,,20400,9.92329018,-2.421425812,97.5,27416.08558,10.21888519,-1.020417017
FRF2,2004,,,,,,21700,9.98506754,6.17773597,103,28962.634,10.2737618,5.487661023
FRF2,2005,,,,,,22500,10.02127059,3.620304866,102.3,28765.80056,10.26694248,-0.6819315272
FRF2,2006,,,,,,23100,10.0475879,2.631730832,103.4,29075.11025,10.27763777,1.069528912
FRF2,2007,,,,,,24300,10.09823163,5.064373282,106.5,29946.80117,10.30717779,2.954002308
FRF2,2008,,,,,,24400,10.10233841,0.4106781953,105.5,29665.61055,10.29774376,-0.9434032233
FRF2,2009,,,,,,22900,10.03889219,-6.344622174,99.4,27950.34776,10.23818492,-5.955883925
FRF2,2010,,,,,,23500,10.0647557,2.586351059,99.6,28006.58588,10.24019497,0.2010050928
FRF2,2011,,,,,,25000,10.1266311,6.187540372,104.9,29496.89618,10.29204032,5.184535081
FRF2,2012,,,,,,24000,10.08580911,-4.082199452,101.1,28428.37182,10.25514293,-3.689738938
FRF2,2013,,,,,,24700,10.11455852,2.874941329,101.3,28484.60994,10.25711922,0.1976285228
FRF2,2014,37042,3.7042e+10,,,,24700,10.11455852,0,100.5,28259.65744,10.24919053,-0.7928683756
FRF2,2015,37279.5,3.72795e+10,,,,24900,10.12262308,0.8064559837,100,28119.06213,10.24420299,-0.4987541511
FRF2,2016,36702.4,3.67024e+10,27528.56183,10.22297936,,24600,10.11050172,-1.212136053,97.9,27528.56183,10.22297936,-2.122363645
FRF2,2017,38030,3.803e+10,28634.1589,10.26235565,3.937629475,25600,10.15034763,3.984590855,100.8,28344.01463,10.25217116,2.91918061
FRF2,2018,39023.4,3.90234e+10,29487.31899,10.29171559,2.935993377,26500,10.18490001,3.455238151,102.3,28765.80056,10.26694248,1.477131732
FRF2,2019,39449.1,3.94491e+10,29881.35808,10.30499009,1.327450411,27500,10.22194128,3.704127168,102.2,28737.6815,10.26596448,-0.0977995188
FRF2,2020,37622.9,3.76229e+10,28510.98786,10.25804483,-4.694525841,26300,10.17732422,-4.461706549,94.6,26600.63278,10.18869028,-7.727420171
FRF2,2021,41510.4,4.15104e+10,31530.35042,10.35870587,10.06610356,28500,10.25765937,8.033514809,102.9,28934.51493,10.27279045,8.410016678
FRF2,2022,46545.1,4.65451e+10,35469.63541,10.47643227,11.77264023,31900,10.37036129,11.27019225,111.4,31324.63522,10.35216013,7.936968465
FRF2,2023,48908,4.8908e+10,37383.54904,10.52898602,5.255375256,34100,10.43705266,6.66913745,111.7,31408.9924,10.35484951,0.2689378582
FRF3,2000,,,,,,17600,9.775654181,,98,24384.12601,10.10168763,
FRF3,2001,,,,,,18400,9.820105944,4.445176257,99.3,24707.5889,10.11486572,1.317809238
FRF3,2002,,,,,,18900,9.846917201,2.681125745,99.6,24782.23419,10.11788231,0.3016593539
FRF3,2003,,,,,,18800,9.841612149,-0.530505223,100.3,24956.40652,10.12488584,0.7003530377
FRF3,2004,,,,,,19400,9.873028345,3.141619623,103.3,25702.85935,10.15435752,2.947168116
FRF3,2005,,,,,,20200,9.913437883,4.040953834,103.5,25752.62288,10.15629176,0.193423658
FRF3,2006,,,,,,20800,9.942708266,2.92703823,105.2,26175.61282,10.17258345,1.62916876
FRF3,2007,,,,,,21500,9.975808214,3.309994843,106.4,26474.19395,10.18392572,1.13422766
FRF3,2008,,,,,,21300,9.966462352,-0.9345862418,104.2,25926.7952,10.16303228,-2.089344759
FRF3,2009,,,,,,20500,9.928180165,-3.828218657,100.7,25055.93356,10.12886595,-3.416632959
FRF3,2010,,,,,,20700,9.937888979,0.9708814127,99.4,24732.47067,10.11587226,-1.299368606
FRF3,2011,,,,,,21200,9.961756461,2.386748141,100.9,25105.69708,10.13085007,1.49778137
FRF3,2012,,,,,,20800,9.942708266,-1.904819497,99,24632.94362,10.11184,-1.901007722
FRF3,2013,,,,,,21400,9.971146201,2.843793532,99.2,24682.70714,10.11385816,0.2018164156
FRF3,2014,57249,5.7249e+10,,,,21800,9.989665249,1.851904777,100.1,24906.64299,10.12288983,0.903167203
FRF3,2015,57837.6,5.78376e+10,,,,22000,9.998797732,0.9132483563,100,24881.76123,10.12189033,-0.09995003331
FRF3,2016,57586.6,5.75866e+10,24632.94362,10.11184,,22000,9.998797732,0,99,24632.94362,10.11184,-1.005033585
FRF3,2017,58941.3,5.89413e+10,25276.48494,10.13762979,2.578979589,22600,10.02570519,2.690745292,100.7,25055.93356,10.12886595,1.702594959
FRF3,2018,59687.6,5.96876e+10,25633.93831,10.15167247,1.404267429,23000,10.04324949,1.754430965,100.9,25105.69708,10.13085007,0.1984127635
FRF3,2019,60768.7,6.07687e+10,26093.47392,10.16944052,1.776805274,24000,10.08580911,4.255961442,101.5,25254.98765,10.13677895,0.5928871122
FRF3,2020,58563.3,5.85633e+10,25165.32074,10.13322216,-3.621835594,23200,10.05190756,-3.390155168,94.9,23612.79141,10.06954385,-6.723509287
FRF3,2021,61946.1,6.19461e+10,26643.25468,10.19029129,5.706912537,24100,10.08996712,3.805956182,100.4,24981.28828,10.12588235,5.633850164
FRF3,2022,65373.9,6.53739e+10,28141.23933,10.24499137,5.47000813,25400,10.14250445,5.253733353,100.3,24956.40652,10.12488584,-0.09965122897
FRF3,2023,68606.4,6.86064e+10,29593.30684,10.29530349,5.031212333,27000,10.20359214,6.108769198,101,25130.57884,10.13184066,0.6954821873
FRG0,2000,,,,,,19100,9.857443614,,79.7,23388.32357,10.05999218,
FRG0,2001,,,,,,20200,9.913437883,5.599426935,82.2,24121.95981,10.0908779,3.088571627
FRG0,2002,,,,,,20800,9.942708266,2.92703823,83.3,24444.75976,10.10417115,1.329324711
FRG0,2003,,,,,,20600,9.933046355,-0.9661910912,84.6,24826.25061,10.11965686,1.548571744
FRG0,2004,,,,,,21100,9.957028319,2.398196469,86.7,25442.50506,10.14417648,2.451961717
FRG0,2005,,,,,,22200,10.00784757,5.08192484,88.4,25941.37771,10.16359457,1.941808586
FRG0,2006,,,,,,22800,10.03451581,2.666824708,90.4,26528.2867,10.18596687,2.237229775
FRG0,2007,,,,,,23800,10.07744086,4.292504472,93,27291.2684,10.21432209,2.835522576
FRG0,2008,,,,,,24400,10.10233841,2.489755162,94.8,27819.4865,10.23349201,1.916991611
FRG0,2009,,,,,,23300,10.05620864,-4.612977173,91.8,26939.123,10.2013349,-3.215711163
FRG0,2010,,,,,,23600,10.06900199,1.279335146,91.7,26909.77755,10.20024498,-0.1089918364
FRG0,2011,,,,,,24800,10.11859893,4.959694114,96.1,28200.97735,10.24711191,4.686693671
FRG0,2012,,,,,,24500,10.1064284,-1.217053562,96.1,28200.97735,10.24711191,0
FRG0,2013,,,,,,25200,10.13459927,2.817087697,97.1,28494.43185,10.25746397,1.035205932
FRG0,2014,106208.3,1.062083e+11,,,,25500,10.14643373,1.183445765,98.5,28905.26815,10.27177915,1.431517288
FRG0,2015,109116.8,1.091168e+11,,,,26100,10.16969059,2.325686216,100,29345.44989,10.28689278,1.511363781
FRG0,2016,110889,1.10889e+11,29668.24984,10.29783272,,26400,10.18111929,1.142869582,101.1,29668.24984,10.29783272,1.093994004
FRG0,2017,114062.5,1.140625e+11,30355.1469,10.32072137,2.288864289,27000,10.20359214,2.247285585,103.3,30313.84974,10.31935997,2.15272501
FRG0,2018,117118.4,1.171184e+11,30972.04412,10.34084027,2.011890705,27700,10.22918769,2.559554719,104.9,30783.37694,10.33473011,1.537013928
FRG0,2019,121575.8,1.215758e+11,31939.32632,10.37159333,3.075305539,29300,10.2853428,5.615510283,107.6,31575.70409,10.36014325,2.541313233
FRG0,2020,119751.1,1.197511e+11,31249.30848,10.34975253,-2.18408033,28700,10.2646524,-2.069039326,102.9,30196.46794,10.31548024,-4.466300489
FRG0,2021,128511.7,1.285117e+11,33345.02682,10.41466392,6.491139306,30200,10.3155972,5.094480162,109.6,32162.61308,10.37855997,6.307973167
FRG0,2022,134797.6,1.347976e+11,34748.67087,10.4558966,4.123268255,31300,10.35137338,3.577617317,109.6,32162.61308,10.37855997,0
FRG0,2023,143616.6,1.436166e+11,36839.65623,10.51433016,5.843355712,33600,10.42228135,7.090796942,112.1,32896.24933,10.40111393,2.255395556
FRH0,2000,,,,,,18400,9.820105944,,82.5,22933.27219,10.04034407,
FRH0,2001,,,,,,19300,9.867860375,4.77544313,84.1,23378.03868,10.05955234,1.920827364
FRH0,2002,,,,,,19700,9.888373915,2.051353983,84.8,23572.62402,10.06784132,0.8288975819
FRH0,2003,,,,,,19600,9.883284845,-0.5089069507,86.3,23989.5926,10.08537537,1.753405529
FRH0,2004,,,,,,20600,9.933046355,4.976150956,91,25296.09417,10.13840528,5.302990843
FRH0,2005,,,,,,21900,9.994241916,6.119556103,93.3,25935.446,10.16336588,2.496060134
FRH0,2006,,,,,,22600,10.02570519,3.146326946,95.9,26658.19155,10.19085176,2.748587404
FRH0,2007,,,,,,23200,10.05190756,2.620237239,97.1,26991.76642,10.20328715,1.243539341
FRH0,2008,,,,,,22900,10.03889219,-1.301536811,95.3,26491.40412,10.18457559,-1.871156464
FRH0,2009,,,,,,21900,9.994241916,-4.465027374,92.3,25657.46695,10.15258992,-3.198566915
FRH0,2010,,,,,,22300,10.01234196,1.810004164,92.3,25657.46695,10.15258992,0
FRH0,2011,,,,,,23200,10.05190756,3.956560021,95.7,26602.59574,10.18876407,3.617415695
FRH0,2012,,,,,,23000,10.04324949,-0.8658062743,95.9,26658.19155,10.19085176,0.208768343
FRH0,2013,,,,,,23700,10.07323033,2.998083221,96.9,26936.17061,10.20122529,1.037353701
FRH0,2014,89152.8,8.91528e+10,,,,24200,10.09410791,2.087758502,98.6,27408.735,10.21861704,1.739174271
FRH0,2015,91444.9,9.14449e+10,,,,24700,10.11455852,2.045061047,100,27797.90568,10.23271596,1.409892438
FRH0,2016,93293.3,9.32933e+10,28214.87427,10.24760457,,25100,10.13062313,1.60646025,101.5,28214.87427,10.24760457,1.488861249
FRH0,2017,96579.7,9.65797e+10,29099.87755,10.27848925,3.088467105,25900,10.16199825,3.137512257,104.4,29021.01353,10.27577545,2.817087697
FRH0,2018,98258.8,9.82588e+10,29459.25154,10.29076328,1.227403831,26300,10.17732422,1.532597048,105,29187.80097,10.28150613,0.5730674709
FRH0,2019,101787.1,1.017871e+11,30340.2473,10.3202304,2.946712012,27900,10.23638197,5.905774964,107.5,29882.74861,10.30503662,2.353049741
FRH0,2020,99719.9,9.97199e+10,29556.83962,10.29407046,-2.615994839,27100,10.20728901,-2.909296094,102.2,28409.45961,10.25447745,-5.05591698
FRH0,2021,105564,1.05564e+11,31097.92795,10.34489647,5.082601538,28100,10.24352486,3.623584845,109.3,30383.11091,10.32164217,6.716471741
FRH0,2022,112204.1,1.122041e+11,32780.94684,10.39760274,5.270626602,29600,10.29552964,5.200478499,109.5,30438.70672,10.32347032,0.1828154074
FRH0,2023,119169.1,1.191691e+11,34639.68295,10.45275521,5.515247332,31700,10.36407196,6.854231955,111,30855.67531,10.33707598,1.360565206
FRI1,2000,,,,,,19100,9.857443614,,79.9,23213.15579,10.05247446,
FRI1,2001,,,,,,20400,9.92329018,6.58465658,83.4,24230.00241,10.09534691,4.287245659
FRI1,2002,,,,,,21100,9.957028319,3.373813963,84.9,24665.79382,10.1131727,1.782578395
FRI1,2003,,,,,,20700,9.937888979,-1.913934021,85.5,24840.11038,10.12021498,0.7042282625
FRI1,2004,,,,,,21100,9.957028319,1.913934021,87.4,25392.11284,10.14219389,2.197890672
FRI1,2005,,,,,,22300,10.01234196,5.531363798,89.5,26002.22081,10.16593723,2.374334262
FRI1,2006,,,,,,23300,10.05620864,4.386668211,93,27019.06744,10.2042981,3.836086787
FRI1,2007,,,,,,24100,10.08996712,3.375847992,94.8,27542.01713,10.22346801,1.916991611
FRI1,2008,,,,,,23800,10.07744086,-1.252625982,93.3,27106.22572,10.20751871,-1.594930141
FRI1,2009,,,,,,23300,10.05620864,-2.123222011,92.5,26873.80363,10.19890725,-0.8611463335
FRI1,2010,,,,,,24100,10.08996712,3.375847992,94.2,27367.70056,10.21711879,1.821153706
FRI1,2011,,,,,,25000,10.1266311,3.666398437,97.6,28355.49443,10.2525761,3.545731184
FRI1,2012,,,,,,24700,10.11455852,-1.207258123,97.6,28355.49443,10.2525761,0
FRI1,2013,,,,,,25000,10.1266311,1.207258123,97.2,28239.28338,10.24846932,-0.4106781953
FRI1,2014,95692.4,9.56924e+10,,,,25400,10.14250445,1.587334916,98.7,28675.07479,10.26378355,1.531423497
FRI1,2015,98041.9,9.80419e+10,,,,25900,10.16199825,1.949379468,100,29052.76068,10.27686879,1.308523955
FRI1,2016,100162,1.00162e+11,29517.60485,10.29274214,,26300,10.17732422,1.532597048,101.6,29517.60485,10.29274214,1.587334916
FRI1,2017,102462.8,1.024628e+11,30007.39475,10.30919912,1.645698286,26700,10.19241884,1.509462622,103.3,30011.50179,10.30933598,1.659384098
FRI1,2018,105819.7,1.058197e+11,30784.8262,10.33477719,2.557806971,27500,10.22194128,2.952243927,105.5,30650.66252,10.33040956,2.107357679
FRI1,2019,109208.2,1.092082e+11,31521.57536,10.35842752,2.365033079,28900,10.27159687,4.965559045,107.6,31260.7705,10.35011925,1.970969481
FRI1,2020,105411.7,1.054117e+11,30243.75367,10.31704495,-4.138257069,27700,10.22918769,-4.240918193,100.8,29285.18277,10.28483696,-6.528229209
FRI1,2021,113995.5,1.139955e+11,32422.55539,10.38660961,6.95646617,29300,10.2853428,5.615510283,109.6,31841.82571,10.36853598,8.369901888
FRI1,2022,120212.9,1.202129e+11,33849.14419,10.429669,4.305938216,30600,10.32875529,4.341249294,110.6,32132.35332,10.37761869,0.9082714574
FRI1,2023,128727,1.28727e+11,36004.97419,10.49141238,6.174338422,33000,10.40426284,7.550755251,111.8,32480.98644,10.38841016,1.079147163
FRI2,2000,,,,,,17200,9.752664663,,93.1,23327.92766,10.05740653,
FRI2,2001,,,,,,18000,9.798127037,4.546237408,94.5,23678.72357,10.07233218,1.492565022
FRI2,2002,,,,,,18800,9.841612149,4.348511194,97,24305.14483,10.09844333,2.6111144
FRI2,2003,,,,,,18600,9.83091686,-1.069528912,97.5,24430.42908,10.10358473,0.51413995
FRI2,2004,,,,,,18700,9.836278803,0.5361943141,97.7,24480.54278,10.10563391,0.2049181045
FRI2,2005,,,,,,19900,9.898475011,6.219620787,100.3,25132.02089,10.13189804,2.626413592
FRI2,2006,,,,,,20500,9.928180165,2.970515441,102.4,25658.21475,10.15261906,2.072101764
FRI2,2007,,,,,,21200,9.961756461,3.357629553,103.9,26034.0675,10.16716125,1.45421855
FRI2,2008,,,,,,20900,9.947504438,-1.425202271,101.5,25432.70309,10.14379115,-2.337009962
FRI2,2009,,,,,,20300,9.918376165,-2.912827292,99.2,24856.39553,10.12087036,-2.292078419
FRI2,2010,,,,,,20100,9.908475094,-0.9901070983,96.1,24079.63317,10.08912167,-3.174869831
FRI2,2011,,,,,,20700,9.937888979,2.941388521,97.8,24505.59963,10.10665693,1.753526106
FRI2,2012,,,,,,20600,9.933046355,-0.4842624476,97,24305.14483,10.09844333,-0.8213598537
FRI2,2013,,,,,,21400,9.971146201,3.809984623,98.6,24706.05443,10.11480361,1.636028311
FRI2,2014,18045.8,1.80458e+10,,,,21800,9.989665249,1.851904777,99.6,24956.62294,10.12489451,1.009090298
FRI2,2015,18339.8,1.83398e+10,,,,22200,10.00784757,1.818231908,100,25056.85034,10.12890254,0.4008021398
FRI2,2016,18128.7,1.81287e+10,24630.88388,10.11175638,,22000,9.998797732,-0.904983552,98.3,24630.88388,10.11175638,-1.714615883
FRI2,2017,18567.8,1.85678e+10,25278.54622,10.13771134,2.595496275,22600,10.02570519,2.690745292,100.1,25081.90719,10.12990204,1.814565917
FRI2,2018,18746.6,1.87466e+10,25635.14909,10.1517197,1.400836036,23000,10.04324949,1.754430965,99.9,25031.79349,10.12790204,-0.2000000667
FRI2,2019,19611.9,1.96119e+10,26900.661,10.19990614,4.818643775,24800,10.11859893,7.534943724,103.3,25883.7264,10.16136973,3.346769047
FRI2,2020,19136.4,1.91364e+10,26311.2739,10.17775279,-2.215334587,24200,10.09410791,-2.449102001,97.8,24505.59963,10.10665693,-5.471279908
FRI2,2021,20820.7,2.08207e+10,28632.23122,10.26228833,8.453553607,25900,10.16199825,6.789033554,104.5,26184.4086,10.17291942,6.626249436
FRI2,2022,21067.5,2.10675e+10,28935.41569,10.27282158,1.053325217,26200,10.17351469,1.151644206,100.8,25257.30514,10.13687071,-3.604871577
FRI2,2023,22045,2.2045e+10,30325.99933,10.31976069,4.693910733,27800,10.2327913,5.927660993,102.3,25633.15789,10.15164202,1.477131732
FRI3,2000,,,,,,17600,9.775654181,,84.1,22533.02541,10.02273731,
FRI3,2001,,,,,,18400,9.820105944,4.445176257,85.8,22988.50868,10.04274975,2.001243952
FRI3,2002,,,,,,19100,9.857443614,3.733767044,87.6,23470.78509,10.06351174,2.076199145
FRI3,2003,,,,,,19000,9.852194258,-0.5249355886,88.8,23792.30269,10.07711739,1.360565206
FRI3,2004,,,,,,19500,9.878169745,2.59754864,91.4,24488.92417,10.10597622,2.885882846
FRI3,2005,,,,,,20300,9.918376165,4.020642048,92,24649.68297,10.11251932,0.6543098589
FRI3,2006,,,,,,20900,9.947504438,2.912827292,94,25185.54564,10.13402552,2.150620522
FRI3,2007,,,,,,21900,9.994241916,4.673747785,96.9,25962.54652,10.16441026,3.038473663
FRI3,2008,,,,,,21700,9.98506754,-0.9174376276,95.3,25533.85638,10.14776055,-1.664970824
FRI3,2009,,,,,,21000,9.952277717,-3.278982282,93.2,24971.20057,10.12547846,-2.228208897
FRI3,2010,,,,,,21600,9.980448594,2.817087697,94,25185.54564,10.13402552,0.8547060578
FRI3,2011,,,,,,22500,10.02127059,4.082199452,97.3,26069.71905,10.16852973,3.450420692
FRI3,2012,,,,,,22600,10.02570519,0.4434597068,98.4,26364.44352,10.17977155,1.124181487
FRI3,2013,,,,,,23200,10.05190756,2.620237239,98.7,26444.82292,10.18281569,0.3044142381
FRI3,2014,47637,4.7637e+10,,,,23600,10.06900199,1.709443336,100.1,26819.9268,10.19690043,1.408473988
FRI3,2015,48141.1,4.81411e+10,,,,23800,10.07744086,0.8438868646,100,26793.13366,10.19590093,-0.09995003331
FRI3,2016,48347.8,4.83478e+10,26766.34053,10.19490043,,23900,10.08163374,0.419287826,99.9,26766.34053,10.19490043,-0.1000500334
FRI3,2017,49635.5,4.96355e+10,27455.31331,10.22031499,2.541456476,24500,10.1064284,2.479465861,101.9,27302.2032,10.21472268,1.982225457
FRI3,2018,51033.5,5.10335e+10,28178.2568,10.24630592,2.599093261,25200,10.13459927,2.817087697,103.6,27757.68647,10.23126807,1.65453896
FRI3,2019,52665.6,5.26656e+10,28989.93002,10.27470381,2.839788374,26700,10.19241884,5.781957089,105.7,28320.34228,10.25133563,2.006756305
FRI3,2020,51230.4,5.12304e+10,28129.40634,10.2445708,-3.013301077,25900,10.16199825,-3.04205967,99.8,26739.5474,10.19389892,-5.743670956
FRI3,2021,55420.6,5.54206e+10,30346.78299,10.32044579,7.587499664,27400,10.21829829,5.630004469,107.2,28722.23929,10.26542699,7.152806532
FRI3,2022,58379.8,5.83798e+10,31834.27797,10.36829891,4.785311806,28700,10.2646524,4.635410937,107.2,28722.23929,10.26542699,0
FRI3,2023,62890.4,6.28904e+10,34242.39256,10.4412197,7.292079235,31300,10.35137338,8.672097478,111.2,29793.96463,10.30206112,3.663413318
FRJ1,2000,,,,,,16500,9.71111566,,77.8,19330.15141,9.869421405,
FRJ1,2001,,,,,,17400,9.764225485,5.310982531,80.4,19976.14619,9.90229415,3.2872745
FRJ1,2002,,,,,,17800,9.786953736,2.272825108,81.6,20274.29763,9.917109236,1.481508579
FRJ1,2003,,,,,,18000,9.798127037,1.11733006,84.4,20969.98431,9.950847376,3.373813963
FRJ1,2004,,,,,,18400,9.820105944,2.197890672,87.5,21740.20885,9.986918767,3.607139176
FRJ1,2005,,,,,,19400,9.873028345,5.292240145,89.6,22261.97386,10.01063529,2.371652662
FRJ1,2006,,,,,,20200,9.913437883,4.040953834,93.1,23131.58222,10.04895416,3.83188643
FRJ1,2007,,,,,,21000,9.952277717,3.883983332,95.2,23653.34723,10.07125992,2.230575751
FRJ1,2008,,,,,,21200,9.961756461,0.9478743955,95.9,23827.2689,10.07858596,0.7326040092
FRJ1,2009,,,,,,20600,9.933046355,-2.871010588,94.7,23529.11746,10.06599397,-1.25919817
FRJ1,2010,,,,,,21100,9.957028319,2.398196469,95.8,23802.42295,10.07754266,1.154868478
FRJ1,2011,,,,,,21700,9.98506754,2.803922006,99,24597.49344,10.11039982,3.285716516
FRJ1,2012,,,,,,21400,9.971146201,-1.392133852,98.5,24473.26368,10.10533652,-0.5063301957
FRJ1,2013,,,,,,21600,9.980448594,0.9302392662,98.1,24373.87987,10.10126734,-0.4069181607
FRJ1,2014,67661.2,6.76612e+10,,,,21800,9.989665249,0.9216655105,99.2,24647.18535,10.11241799,1.115064772
FRJ1,2015,69030.7,6.90307e+10,,,,22100,10.00333289,1.366763873,100,24845.95297,10.12045016,0.8032171697
FRJ1,2016,70165.7,7.01657e+10,25119.25845,10.1313901,,22300,10.01234196,0.9009069942,101.1,25119.25845,10.1313901,1.093994004
FRJ1,2017,71917.7,7.19177e+10,25589.99965,10.14995692,1.856681563,22800,10.03451581,2.217385749,103,25591.33156,10.15000896,1.86188622
FRJ1,2018,73797.4,7.37974e+10,26073.49381,10.16867451,1.871759859,23300,10.05620864,2.169282461,104.5,25964.02086,10.16446705,1.445808318
FRJ1,2019,76484.3,7.64843e+10,26792.2905,10.19586946,2.719494307,24600,10.11050172,5.429308237,107,26585.16968,10.18810881,2.364176306
FRJ1,2020,74991,7.4991e+10,26083.41782,10.16905506,-2.681439832,23900,10.08163374,-2.8867984,101.8,25293.18013,10.13829008,-4.981873035
FRJ1,2021,82426.4,8.24264e+10,28439.76427,10.2555436,8.648853633,25700,10.15424627,7.261253296,111.4,27678.39161,10.2284073,9.011722338
FRJ1,2022,86639.4,8.66394e+10,29584.08868,10.29499195,3.944835572,26700,10.19241884,3.817257351,114.7,28498.30806,10.2576,2.919269664
FRJ1,2023,95383.8,9.53838e+10,32345.5087,10.38423046,8.923850473,29600,10.29552964,10.31107959,117.6,29218.8407,10.28256901,2.496901133
FRJ2,2000,,,,,,18400,9.820105944,,73.3,22172.87656,10.00662504,
FRJ2,2001,,,,,,19800,9.893437217,7.333127309,77.1,23322.3572,10.05716772,5.054267168
FRJ2,2002,,,,,,20400,9.92329018,2.985296315,78.5,23745.85007,10.07516306,1.799534422
FRJ2,2003,,,,,,20200,9.913437883,-0.9852296443,79.5,24048.34498,10.08782146,1.265839687
FRJ2,2004,,,,,,20700,9.937888979,2.445109586,82.2,24865.08122,10.12121974,3.33982804
FRJ2,2005,,,,,,22200,10.00784757,6.995858861,85.4,25833.06492,10.15941054,3.819079873
FRJ2,2006,,,,,,23500,10.0647557,5.690813227,90.3,27315.28995,10.2152019,5.579135963
FRJ2,2007,,,,,,23700,10.07323033,0.8474626991,89.8,27164.0425,10.20964941,-0.5552485115
FRJ2,2008,,,,,,23900,10.08163374,0.8403410796,90.2,27285.04046,10.21409386,0.444445176
FRJ2,2009,,,,,,23400,10.0604913,-2.114243657,89.3,27012.79505,10.20406592,-1.002793919
FRJ2,2010,,,,,,23600,10.06900199,0.8510689668,88.9,26891.79709,10.19957658,-0.4489345363
FRJ2,2011,,,,,,24600,10.11050172,4.149973091,92.5,27980.77875,10.23927308,3.9696502
FRJ2,2012,,,,,,24900,10.12262308,1.212136053,94.5,28585.76856,10.26066427,2.139118998
FRJ2,2013,,,,,,25700,10.15424627,3.162318843,96,29039.51091,10.27641263,1.574835697
FRJ2,2014,88248.5,8.82485e+10,,,,26300,10.17732422,2.307794728,98.4,29765.49869,10.30110524,2.469261259
FRJ2,2015,90737.8,9.07378e+10,,,,26900,10.19988157,2.255734742,100,30249.49054,10.31723462,1.612938193
FRJ2,2016,92574.3,9.25743e+10,30703.23289,10.33212323,,27300,10.21464198,1.476041558,101.5,30703.23289,10.33212323,1.488861249
FRJ2,2017,94621.6,9.46216e+10,31179.69077,10.34752223,1.539899105,27800,10.2327913,1.814931851,103.1,31187.22474,10.34776383,1.564059254
FRJ2,2018,98201.2,9.82012e+10,32142.99859,10.37794993,3.042770767,28700,10.2646524,3.186110207,105.8,32003.96099,10.37361495,2.58511284
FRJ2,2019,101436.2,1.014362e+11,32950.17788,10.40275194,2.480200569,30200,10.3155972,5.094480162,108,32669.44978,10.39419566,2.05807077
FRJ2,2020,94860.8,9.48608e+10,30610.883,10.32911088,-7.364106,28100,10.24352486,-7.207234804,98,29644.50072,10.29703191,-9.716374845
FRJ2,2021,102902.1,1.029021e+11,32940.30915,10.40245239,7.334151059,29800,10.30226367,5.873881717,106.2,32124.95895,10.37738854,8.035663014
