nuts2_id,year,country
EL23,2005,EL
EL23,2006,EL
EL23,2007,EL
EL23,2008,EL
EL23,2009,EL
EL23,2010,EL
EL23,2011,EL
EL23,2012,EL
EL23,2013,EL
EL23,2014,EL
EL23,2015,EL
EL23,2016,EL
EL23,2017,EL
EL23,2018,EL
EL23,2019,EL
EL23,2020,EL
EL23,2021,EL
EL23,2022,EL
EL23,2023,EL
EL23,2024,EL
EL23,2025,EL
EL24,1986,EL
EL24,1987,EL
EL24,1988,EL
EL24,1989,EL
EL24,1990,EL
EL24,1991,EL
EL24,1992,EL
EL24,1993,EL
EL24,1994,EL
EL24,1995,EL
EL24,1996,EL
EL24,1997,EL
EL24,1998,EL
EL24,1999,EL
EL24,2000,EL
EL24,2001,EL
EL24,2002,EL
EL24,2003,EL
EL24,2004,EL
EL24,2005,EL
EL24,2006,EL
EL24,2007,EL
EL24,2008,EL
EL24,2009,EL
EL24,2010,EL
EL24,2011,EL
EL24,2012,EL
EL24,2013,EL
EL24,2014,EL
EL24,2015,EL
EL24,2016,EL
EL24,2017,EL
EL24,2018,EL
EL24,2019,EL
EL24,2020,EL
EL24,2021,EL
EL24,2022,EL
EL24,2023,EL
EL24,2024,EL
EL24,2025,EL
EL25,1986,EL
EL25,1987,EL
EL25,1988,EL
EL25,1989,EL
EL25,1990,EL
EL25,1991,EL
EL25,1992,EL
EL25,1993,EL
EL25,1994,EL
EL25,1995,EL
EL25,1996,EL
EL25,1997,EL
EL25,1998,EL
EL25,1999,EL
EL25,2000,EL
EL25,2001,EL
EL25,2002,EL
EL25,2003,EL
EL25,2004,EL
EL25,2005,EL
EL25,2006,EL
EL25,2007,EL
EL25,2008,EL
EL25,2009,EL
EL25,2010,EL
EL25,2011,EL
EL25,2012,EL
EL25,2013,EL
EL25,2014,EL
EL25,2015,EL
EL25,2016,EL
EL25,2017,EL
EL25,2018,EL
EL25,2019,EL
EL25,2020,EL
EL25,2021,EL
EL25,2022,EL
EL25,2023,EL
EL25,2024,EL
EL25,2025,EL
EL30,1986,EL
EL30,1987,EL
EL30,1988,EL
EL30,1989,EL
EL30,1990,EL
EL30,1991,EL
EL30,1992,EL
EL30,1993,EL
EL30,1994,EL
EL30,1995,EL
EL30,1996,EL
EL30,1997,EL
EL30,1998,EL
EL30,1999,EL
EL30,2000,EL
EL30,2001,EL
EL30,2002,EL
EL30,2003,EL
EL30,2004,EL
EL30,2005,EL
EL30,2006,EL
EL30,2007,EL
EL30,2008,EL
EL30,2009,EL
EL30,2010,EL
EL30,2011,EL
EL30,2012,EL
EL30,2013,EL
EL30,2014,EL
EL30,2015,EL
EL30,2016,EL
EL30,2017,EL
EL30,2018,EL
EL30,2019,EL
EL30,2020,EL
EL30,2021,EL
EL30,2022,EL
EL30,2023,EL
EL30,2024,EL
EL30,2025,EL
EL41,1986,EL
EL41,1987,EL
EL41,1988,EL
EL41,1989,EL
EL41,1990,EL
EL41,1991,EL
EL41,1992,EL
EL41,1993,EL
EL41,1994,EL
EL41,1995,EL
EL41,1996,EL
EL41,1997,EL
EL41,1998,EL
EL41,1999,EL
EL41,2000,EL
EL41,2001,EL
EL41,2002,EL
EL41,2003,EL
EL41,2004,EL
EL41,2005,EL
EL41,2006,EL
EL41,2007,EL
EL41,2008,EL
EL41,2009,EL
EL41,2010,EL
EL41,2011,EL
EL41,2012,EL
EL41,2013,EL
EL41,2014,EL
EL41,2015,EL
EL41,2016,EL
EL41,2017,EL
EL41,2018,EL
EL41,2019,EL
EL41,2020,EL
EL41,2021,EL
EL41,2022,EL
EL41,2023,EL
EL41,2024,EL
EL41,2025,EL
EL42,1986,EL
EL42,1987,EL
EL42,1988,EL
EL42,1989,EL
EL42,1990,EL
EL42,1991,EL
EL42,1992,EL
EL42,1993,EL
EL42,1994,EL
EL42,1995,EL
EL42,1996,EL
EL42,1997,EL
EL42,1998,EL
EL42,1999,EL
EL42,2000,EL
EL42,2001,EL
EL42,2002,EL
EL42,2003,EL
EL42,2004,EL
EL42,2005,EL
EL42,2006,EL
EL42,2007,EL
EL42,2008,EL
EL42,2009,EL
EL42,2010,EL
EL42,2011,EL
EL42,2012,EL
EL42,2013,EL
EL42,2014,EL
EL42,2015,EL
EL42,2016,EL
EL42,2017,EL
EL42,2018,EL
EL42,2019,EL
EL42,2020,EL
EL42,2021,EL
EL42,2022,EL
EL42,2023,EL
EL42,2024,EL
EL42,2025,EL
EL43,1986,EL
EL43,1987,EL
EL43,1988,EL
EL43,1989,EL
EL43,1990,EL
EL43,1991,EL
EL43,1992,EL
EL43,1993,EL
EL43,1994,EL
EL43,1995,EL
EL43,1996,EL
EL43,1997,EL
EL43,1998,EL
EL43,1999,EL
EL43,2000,EL
EL43,2001,EL
EL43,2002,EL
EL43,2003,EL
EL43,2004,EL
EL43,2005,EL
EL43,2006,EL
EL43,2007,EL
EL43,2008,EL
EL43,2009,EL
EL43,2010,EL
EL43,2011,EL
EL43,2012,EL
EL43,2013,EL
EL43,2014,EL
EL43,2015,EL
EL43,2016,EL
EL43,2017,EL
EL43,2018,EL
EL43,2019,EL
EL43,2020,EL
EL43,2021,EL
EL43,2022,EL
EL43,2023,EL
EL43,2024,EL
EL43,2025,EL
EL51,1986,EL
EL51,1987,EL
EL51,1988,EL
EL51,1989,EL
EL51,1990,EL
EL51,1991,EL
EL51,1992,EL
EL51,1993,EL
EL51,1994,EL
EL51,1995,EL
EL51,1996,EL
EL51,1997,EL
EL51,1998,EL
EL51,1999,EL
EL51,2000,EL
EL51,2001,EL
EL51,2002,EL
EL51,2003,EL
EL51,2004,EL
EL51,2005,EL
EL51,2006,EL
EL51,2007,EL
EL51,2008,EL
EL51,2009,EL
EL51,2010,EL
EL51,2011,EL
EL51,2012,EL
EL51,2013,EL
EL51,2014,EL
EL51,2015,EL
EL51,2016,EL
EL51,2017,EL
EL51,2018,EL
EL51,2019,EL
EL51,2020,EL
EL51,2021,EL
EL51,2022,EL
EL51,2023,EL
EL51,2024,EL
EL51,2025,EL
EL52,1986,EL
EL52,1987,EL
EL52,1988,EL
EL52,1989,EL
EL52,1990,EL
EL52,1991,EL
EL52,1992,EL
EL52,1993,EL
EL52,1994,EL
EL52,1995,EL
EL52,1996,EL
EL52,1997,EL
EL52,1998,EL
EL52,1999,EL
EL52,2000,EL
EL52,2001,EL
EL52,2002,EL
EL52,2003,EL
EL52,2004,EL
EL52,2005,EL
EL52,2006,EL
EL52,2007,EL
EL52,2008,EL
EL52,2009,EL
EL52,2010,EL
EL52,2011,EL
EL52,2012,EL
EL52,2013,EL
EL52,2014,EL
EL52,2015,EL
EL52,2016,EL
EL52,2017,EL
EL52,2018,EL
EL52,2019,EL
EL52,2020,EL
EL52,2021,EL
EL52,2022,EL
EL52,2023,EL
EL52,2024,EL
EL52,2025,EL
EL53,1986,EL
EL53,1987,EL
EL53,1988,EL
EL53,1989,EL
EL53,1990,EL
EL53,1991,EL
EL53,1992,EL
EL53,1993,EL
EL53,1994,EL
EL53,1995,EL
EL53,1996,EL
EL53,1997,EL
EL53,1998,EL
EL53,1999,EL
EL53,2000,EL
EL53,2001,EL
EL53,2002,EL
EL53,2003,EL
EL53,2004,EL
EL53,2005,EL
EL53,2006,EL
EL53,2007,EL
EL53,2008,EL
EL53,2009,EL
EL53,2010,EL
EL53,2011,EL
EL53,2012,EL
EL53,2013,EL
EL53,2014,EL
EL53,2015,EL
EL53,2016,EL
EL53,2017,EL
EL53,2018,EL
EL53,2019,EL
EL53,2020,EL
EL53,2021,EL
EL53,2022,EL
EL53,2023,EL
EL53,2024,EL
EL53,2025,EL
EL54,1986,EL
EL54,1987,EL
EL54,1988,EL
EL54,1989,EL
EL54,1990,EL
EL54,1991,EL
EL54,1992,EL
EL54,1993,EL
EL54,1994,EL
EL54,1995,EL
EL54,1996,EL
EL54,1997,EL
EL54,1998,EL
EL54,1999,EL
EL54,2000,EL
EL54,2001,EL
EL54,2002,EL
EL54,2003,EL
EL54,2004,EL
EL54,2005,EL
EL54,2006,EL
EL54,2007,EL
EL54,2008,EL
EL54,2009,EL
EL54,2010,EL
EL54,2011,EL
EL54,2012,EL
EL54,2013,EL
EL54,2014,EL
EL54,2015,EL
EL54,2016,EL
EL54,2017,EL
EL54,2018,EL
EL54,2019,EL
EL54,2020,EL
EL54,2021,EL
EL54,2022,EL
EL54,2023,EL
EL54,2024,EL
EL54,2025,EL
EL61,1986,EL
EL61,1987,EL
EL61,1988,EL
EL61,1989,EL
EL61,1990,EL
EL61,1991,EL
EL61,1992,EL
EL61,1993,EL
EL61,1994,EL
EL61,1995,EL
EL61,1996,EL
EL61,1997,EL
EL61,1998,EL
EL61,1999,EL
EL61,2000,EL
EL61,2001,EL
EL61,2002,EL
EL61,2003,EL
EL61,2004,EL
EL61,2005,EL
EL61,2006,EL
EL61,2007,EL
EL61,2008,EL
EL61,2009,EL
EL61,2010,EL
EL61,2011,EL
EL61,2012,EL
EL61,2013,EL
EL61,2014,EL
EL61,2015,EL
EL61,2016,EL
EL61,2017,EL
EL61,2018,EL
EL61,2019,EL
EL61,2020,EL
EL61,2021,EL
EL61,2022,EL
EL61,2023,EL
EL61,2024,EL
EL61,2025,EL
EL62,1986,EL
EL62,1987,EL
EL62,1988,EL
EL62,1989,EL
EL62,1990,EL
EL62,1991,EL
EL62,1992,EL
EL62,1993,EL
EL62,1994,EL
EL62,1995,EL
EL62,1996,EL
EL62,1997,EL
EL62,1998,EL
EL62,1999,EL
EL62,2000,EL
EL62,2001,EL
EL62,2002,EL
EL62,2003,EL
EL62,2004,EL
EL62,2005,EL
EL62,2006,EL
EL62,2007,EL
EL62,2008,EL
EL62,2009,EL
EL62,2010,EL
EL62,2011,EL
EL62,2012,EL
EL62,2013,EL
EL62,2014,EL
EL62,2015,EL
EL62,2016,EL
EL62,2017,EL
EL62,2018,EL
EL62,2019,EL
EL62,2020,EL
EL62,2021,EL
EL62,2022,EL
EL62,2023,EL
EL62,2024,EL
EL62,2025,EL
EL63,1986,EL
EL63,1987,EL
EL63,1988,EL
EL63,1989,EL
EL63,1990,EL
EL63,1991,EL
EL63,1992,EL
EL63,1993,EL
EL63,1994,EL
EL63,1995,EL
EL63,1996,EL
EL63,1997,EL
EL63,1998,EL
EL63,1999,EL
EL63,2000,EL
EL63,2001,EL
EL63,2002,EL
EL63,2003,EL
EL63,2004,EL
EL63,2005,EL
EL63,2006,EL
EL63,2007,EL
EL63,2008,EL
EL63,2009,EL
EL63,2010,EL
EL63,2011,EL
EL63,2012,EL
EL63,2013,EL
EL63,2014,EL
EL63,2015,EL
EL63,2016,EL
EL63,2017,EL
EL63,2018,EL
EL63,2019,EL
EL63,2020,EL
EL63,2021,EL
EL63,2022,EL
EL63,2023,EL
EL63,2024,EL
EL63,2025,EL
EL64,1986,EL
EL64,1987,EL
EL64,1988,EL
EL64,1989,EL
EL64,1990,EL
EL64,1991,EL
EL64,1992,EL
EL64,1993,EL
EL64,1994,EL
EL64,1995,EL
EL64,1996,EL
EL64,1997,EL
EL64,1998,EL
EL64,1999,EL
EL64,2000,EL
EL64,2001,EL
EL64,2002,EL
EL64,2003,EL
EL64,2004,EL
EL64,2005,EL
EL64,2006,EL
EL64,2007,EL
EL64,2008,EL
EL64,2009,EL
EL64,2010,EL
EL64,2011,EL
EL64,2012,EL
EL64,2013,EL
EL64,2014,EL
EL64,2015,EL
EL64,2016,EL
EL64,2017,EL
EL64,2018,EL
EL64,2019,EL
EL64,2020,EL
EL64,2021,EL
EL64,2022,EL
EL64,2023,EL
EL64,2024,EL
EL64,2025,EL
EL65,1986,EL
EL65,1987,EL
EL65,1988,EL
EL65,1989,EL
EL65,1990,EL
EL65,1991,EL
EL65,1992,EL
EL65,1993,EL
EL65,1994,EL
EL65,1995,EL
EL65,1996,EL
EL65,1997,EL
EL65,1998,EL
EL65,1999,EL
EL65,2000,EL
EL65,2001,EL
EL65,2002,EL
EL65,2003,EL
EL65,2004,EL
EL65,2005,EL
EL65,2006,EL
EL65,2007,EL
EL65,2008,EL
EL65,2009,EL
EL65,2010,EL
EL65,2011,EL
EL65,2012,EL
EL65,2013,EL
EL65,2014,EL
EL65,2015,EL
EL65,2016,EL
EL65,2017,EL
EL65,2018,EL
EL65,2019,EL
EL65,2020,EL
EL65,2021,EL
EL65,2022,EL
EL65,2023,EL
EL65,2024,EL
EL65,2025,EL
ES11,1986,ES
ES11,1987,ES
ES11,1988,ES
ES11,1989,ES
ES11,1990,ES
ES11,1991,ES
ES11,1992,ES
ES11,1993,ES
ES11,1994,ES
ES11,1995,ES
ES11,1996,ES
ES11,1997,ES
ES11,1998,ES
ES11,1999,ES
ES11,2000,ES
ES11,2001,ES
ES11,2002,ES
ES11,2003,ES
ES11,2004,ES
ES11,2005,ES
ES11,2006,ES
ES11,2007,ES
ES11,2008,ES
ES11,2009,ES
ES11,2010,ES
ES11,2011,ES
ES11,2012,ES
ES11,2013,ES
ES11,2014,ES
ES11,2015,ES
ES11,2016,ES
ES11,2017,ES
ES11,2018,ES
ES11,2019,ES
ES11,2020,ES
ES11,2021,ES
ES11,2022,ES
ES11,2023,ES
ES11,2024,ES
ES11,2025,ES
ES12,1986,ES
ES12,1987,ES
ES12,1988,ES
ES12,1989,ES
ES12,1990,ES
ES12,1991,ES
ES12,1992,ES
ES12,1993,ES
ES12,1994,ES
ES12,1995,ES
ES12,1996,ES
ES12,1997,ES
ES12,1998,ES
ES12,1999,ES
ES12,2000,ES
ES12,2001,ES
ES12,2002,ES
ES12,2003,ES
ES12,2004,ES
ES12,2005,ES
ES12,2006,ES
ES12,2007,ES
ES12,2008,ES
ES12,2009,ES
ES12,2010,ES
ES12,2011,ES
ES12,2012,ES
ES12,2013,ES
ES12,2014,ES
ES12,2015,ES
ES12,2016,ES
ES12,2017,ES
ES12,2018,ES
ES12,2019,ES
ES12,2020,ES
ES12,2021,ES
ES12,2022,ES
ES12,2023,ES
ES12,2024,ES
ES12,2025,ES
ES13,1986,ES
ES13,1987,ES
ES13,1988,ES
ES13,1989,ES
ES13,1990,ES
ES13,1991,ES
ES13,1992,ES
ES13,1993,ES
ES13,1994,ES
ES13,1995,ES
ES13,1996,ES
ES13,1997,ES
ES13,1998,ES
ES13,1999,ES
ES13,2000,ES
ES13,2001,ES
ES13,2002,ES
ES13,2003,ES
ES13,2004,ES
ES13,2005,ES
ES13,2006,ES
ES13,2007,ES
ES13,2008,ES
ES13,2009,ES
ES13,2010,ES
ES13,2011,ES
ES13,2012,ES
ES13,2013,ES
ES13,2014,ES
ES13,2015,ES
ES13,2016,ES
ES13,2017,ES
ES13,2018,ES
ES13,2019,ES
ES13,2020,ES
ES13,2021,ES
ES13,2022,ES
ES13,2023,ES
ES13,2024,ES
ES13,2025,ES
ES21,1986,ES
ES21,1987,ES
ES21,1988,ES
ES21,1989,ES
ES21,1990,ES
ES21,1991,ES
ES21,1992,ES
ES21,1993,ES
ES21,1994,ES
ES21,1995,ES
ES21,1996,ES
ES21,1997,ES
ES21,1998,ES
ES21,1999,ES
ES21,2000,ES
ES21,2001,ES
ES21,2002,ES
ES21,2003,ES
ES21,2004,ES
ES21,2005,ES
ES21,2006,ES
ES21,2007,ES
ES21,2008,ES
ES21,2009,ES
ES21,2010,ES
ES21,2011,ES
ES21,2012,ES
ES21,2013,ES
ES21,2014,ES
ES21,2015,ES
ES21,2016,ES
ES21,2017,ES
ES21,2018,ES
ES21,2019,ES
ES21,2020,ES
ES21,2021,ES
ES21,2022,ES
ES21,2023,ES
ES21,2024,ES
ES21,2025,ES
ES22,1986,ES
ES22,1987,ES
ES22,1988,ES
ES22,1989,ES
ES22,1990,ES
ES22,1991,ES
ES22,1992,ES
ES22,1993,ES
ES22,1994,ES
ES22,1995,ES
ES22,1996,ES
ES22,1997,ES
ES22,1998,ES
ES22,1999,ES
ES22,2000,ES
ES22,2001,ES
ES22,2002,ES
ES22,2003,ES
ES22,2004,ES
ES22,2005,ES
ES22,2006,ES
ES22,2007,ES
ES22,2008,ES
ES22,2009,ES
ES22,2010,ES
ES22,2011,ES
ES22,2012,ES
ES22,2013,ES
ES22,2014,ES
ES22,2015,ES
ES22,2016,ES
ES22,2017,ES
ES22,2018,ES
ES22,2019,ES
ES22,2020,ES
ES22,2021,ES
ES22,2022,ES
ES22,2023,ES
ES22,2024,ES
ES22,2025,ES
ES23,1986,ES
ES23,1987,ES
ES23,1988,ES
ES23,1989,ES
ES23,1990,ES
ES23,1991,ES
ES23,1992,ES
ES23,1993,ES
ES23,1994,ES
ES23,1995,ES
ES23,1996,ES
ES23,1997,ES
ES23,1998,ES
ES23,1999,ES
ES23,2000,ES
ES23,2001,ES
ES23,2002,ES
ES23,2003,ES
ES23,2004,ES
ES23,2005,ES
ES23,2006,ES
ES23,2007,ES
ES23,2008,ES
ES23,2009,ES
ES23,2010,ES
ES23,2011,ES
ES23,2012,ES
ES23,2013,ES
ES23,2014,ES
ES23,2015,ES
ES23,2016,ES
ES23,2017,ES
ES23,2018,ES
ES23,2019,ES
ES23,2020,ES
ES23,2021,ES
ES23,2022,ES
ES23,2023,ES
ES23,2024,ES
ES23,2025,ES
ES24,1986,ES
ES24,1987,ES
ES24,1988,ES
ES24,1989,ES
ES24,1990,ES
ES24,1991,ES
ES24,1992,ES
ES24,1993,ES
ES24,1994,ES
ES24,1995,ES
ES24,1996,ES
ES24,1997,ES
ES24,1998,ES
ES24,1999,ES
ES24,2000,ES
ES24,2001,ES
ES24,2002,ES
ES24,2003,ES
ES24,2004,ES
ES24,2005,ES
ES24,2006,ES
ES24,2007,ES
ES24,2008,ES
ES24,2009,ES
ES24,2010,ES
ES24,2011,ES
ES24,2012,ES
ES24,2013,ES
ES24,2014,ES
ES24,2015,ES
ES24,2016,ES
ES24,2017,ES
ES24,2018,ES
ES24,2019,ES
ES24,2020,ES
ES24,2021,ES
ES24,2022,ES
ES24,2023,ES
ES24,2024,ES
ES24,2025,ES
ES30,1986,ES
ES30,1987,ES
ES30,1988,ES
ES30,1989,ES
ES30,1990,ES
ES30,1991,ES
ES30,1992,ES
ES30,1993,ES
ES30,1994,ES
ES30,1995,ES
ES30,1996,ES
ES30,1997,ES
ES30,1998,ES
ES30,1999,ES
ES30,2000,ES
ES30,2001,ES
ES30,2002,ES
ES30,2003,ES
ES30,2004,ES
ES30,2005,ES
ES30,2006,ES
ES30,2007,ES
ES30,2008,ES
ES30,2009,ES
ES30,2010,ES
ES30,2011,ES
ES30,2012,ES
ES30,2013,ES
ES30,2014,ES
ES30,2015,ES
ES30,2016,ES
ES30,2017,ES
ES30,2018,ES
ES30,2019,ES
ES30,2020,ES
ES30,2021,ES
ES30,2022,ES
ES30,2023,ES
ES30,2024,ES
ES30,2025,ES
ES41,1986,ES
ES41,1987,ES
ES41,1988,ES
ES41,1989,ES
ES41,1990,ES
ES41,1991,ES
ES41,1992,ES
ES41,1993,ES
ES41,1994,ES
ES41,1995,ES
ES41,1996,ES
ES41,1997,ES
ES41,1998,ES
ES41,1999,ES
ES41,2000,ES
ES41,2001,ES
ES41,2002,ES
ES41,2003,ES
ES41,2004,ES
ES41,2005,ES
ES41,2006,ES
ES41,2007,ES
ES41,2008,ES
ES41,2009,ES
ES41,2010,ES
ES41,2011,ES
ES41,2012,ES
ES41,2013,ES
ES41,2014,ES
ES41,2015,ES
ES41,2016,ES
ES41,2017,ES
ES41,2018,ES
ES41,2019,ES
ES41,2020,ES
ES41,2021,ES
ES41,2022,ES
ES41,2023,ES
ES41,2024,ES
ES41,2025,ES
ES42,1986,ES
ES42,1987,ES
ES42,1988,ES
ES42,1989,ES
ES42,1990,ES
ES42,1991,ES
ES42,1992,ES
ES42,1993,ES
ES42,1994,ES
ES42,1995,ES
ES42,1996,ES
ES42,1997,ES
ES42,1998,ES
ES42,1999,ES
ES42,2000,ES
ES42,2001,ES
ES42,2002,ES
ES42,2003,ES
ES42,2004,ES
ES42,2005,ES
ES42,2006,ES
ES42,2007,ES
ES42,2008,ES
ES42,2009,ES
ES42,2010,ES
ES42,2011,ES
ES42,2012,ES
ES42,2013,ES
ES42,2014,ES
ES42,2015,ES
ES42,2016,ES
ES42,2017,ES
ES42,2018,ES
ES42,2019,ES
ES42,2020,ES
ES42,2021,ES
ES42,2022,ES
ES42,2023,ES
ES42,2024,ES
ES42,2025,ES
ES43,1986,ES
ES43,1987,ES
ES43,1988,ES
ES43,1989,ES
ES43,1990,ES
ES43,1991,ES
ES43,1992,ES
ES43,1993,ES
ES43,1994,ES
ES43,1995,ES
ES43,1996,ES
ES43,1997,ES
ES43,1998,ES
ES43,1999,ES
ES43,2000,ES
ES43,2001,ES
ES43,2002,ES
ES43,2003,ES
ES43,2004,ES
ES43,2005,ES
ES43,2006,ES
ES43,2007,ES
ES43,2008,ES
ES43,2009,ES
ES43,2010,ES
ES43,2011,ES
ES43,2012,ES
ES43,2013,ES
ES43,2014,ES
ES43,2015,ES
ES43,2016,ES
ES43,2017,ES
ES43,2018,ES
ES43,2019,ES
ES43,2020,ES
ES43,2021,ES
ES43,2022,ES
ES43,2023,ES
ES43,2024,ES
ES43,2025,ES
ES51,1986,ES
ES51,1987,ES
ES51,1988,ES
ES51,1989,ES
ES51,1990,ES
ES51,1991,ES
ES51,1992,ES
ES51,1993,ES
ES51,1994,ES
ES51,1995,ES
ES51,1996,ES
ES51,1997,ES
ES51,1998,ES
ES51,1999,ES
ES51,2000,ES
ES51,2001,ES
ES51,2002,ES
ES51,2003,ES
ES51,2004,ES
ES51,2005,ES
ES51,2006,ES
ES51,2007,ES
ES51,2008,ES
ES51,2009,ES
ES51,2010,ES
ES51,2011,ES
ES51,2012,ES
ES51,2013,ES
ES51,2014,ES
ES51,2015,ES
ES51,2016,ES
ES51,2017,ES
ES51,2018,ES
ES51,2019,ES
ES51,2020,ES
ES51,2021,ES
ES51,2022,ES
ES51,2023,ES
ES51,2024,ES
ES51,2025,ES
ES52,1986,ES
ES52,1987,ES
ES52,1988,ES
ES52,1989,ES
ES52,1990,ES
ES52,1991,ES
ES52,1992,ES
ES52,1993,ES
ES52,1994,ES
ES52,1995,ES
ES52,1996,ES
ES52,1997,ES
ES52,1998,ES
ES52,1999,ES
ES52,2000,ES
ES52,2001,ES
ES52,2002,ES
ES52,2003,ES
ES52,2004,ES
ES52,2005,ES
ES52,2006,ES
ES52,2007,ES
ES52,2008,ES
ES52,2009,ES
ES52,2010,ES
ES52,2011,ES
ES52,2012,ES
ES52,2013,ES
ES52,2014,ES
ES52,2015,ES
ES52,2016,ES
ES52,2017,ES
ES52,2018,ES
ES52,2019,ES
ES52,2020,ES
ES52,2021,ES
ES52,2022,ES
ES52,2023,ES
ES52,2024,ES
ES52,2025,ES
ES53,1986,ES
ES53,1987,ES
ES53,1988,ES
ES53,1989,ES
ES53,1990,ES
ES53,1991,ES
ES53,1992,ES
ES53,1993,ES
ES53,1994,ES
ES53,1995,ES
ES53,1996,ES
ES53,1997,ES
ES53,1998,ES
ES53,1999,ES
ES53,2000,ES
ES53,2001,ES
ES53,2002,ES
ES53,2003,ES
ES53,2004,ES
ES53,2005,ES
ES53,2006,ES
ES53,2007,ES
ES53,2008,ES
ES53,2009,ES
ES53,2010,ES
ES53,2011,ES
ES53,2012,ES
ES53,2013,ES
ES53,2014,ES
ES53,2015,ES
ES53,2016,ES
ES53,2017,ES
ES53,2018,ES
ES53,2019,ES
ES53,2020,ES
ES53,2021,ES
ES53,2022,ES
ES53,2023,ES
ES53,2024,ES
ES53,2025,ES
ES61,1986,ES
ES61,1987,ES
ES61,1988,ES
ES61,1989,ES
ES61,1990,ES
ES61,1991,ES
ES61,1992,ES
ES61,1993,ES
ES61,1994,ES
ES61,1995,ES
ES61,1996,ES
ES61,1997,ES
ES61,1998,ES
ES61,1999,ES
ES61,2000,ES
ES61,2001,ES
ES61,2002,ES
ES61,2003,ES
ES61,2004,ES
ES61,2005,ES
ES61,2006,ES
ES61,2007,ES
ES61,2008,ES
ES61,2009,ES
ES61,2010,ES
ES61,2011,ES
ES61,2012,ES
ES61,2013,ES
ES61,2014,ES
ES61,2015,ES
ES61,2016,ES
ES61,2017,ES
ES61,2018,ES
ES61,2019,ES
ES61,2020,ES
ES61,2021,ES
ES61,2022,ES
ES61,2023,ES
ES61,2024,ES
ES61,2025,ES
ES62,1986,ES
ES62,1987,ES
ES62,1988,ES
ES62,1989,ES
ES62,1990,ES
ES62,1991,ES
ES62,1992,ES
ES62,1993,ES
ES62,1994,ES
ES62,1995,ES
ES62,1996,ES
ES62,1997,ES
ES62,1998,ES
ES62,1999,ES
ES62,2000,ES
ES62,2001,ES
ES62,2002,ES
ES62,2003,ES
ES62,2004,ES
ES62,2005,ES
ES62,2006,ES
ES62,2007,ES
ES62,2008,ES
ES62,2009,ES
ES62,2010,ES
ES62,2011,ES
ES62,2012,ES
ES62,2013,ES
ES62,2014,ES
ES62,2015,ES
ES62,2016,ES
ES62,2017,ES
ES62,2018,ES
ES62,2019,ES
ES62,2020,ES
ES62,2021,ES
ES62,2022,ES
ES62,2023,ES
ES62,2024,ES
ES62,2025,ES
ES63,1986,ES
ES63,1987,ES
ES63,1988,ES
ES63,1989,ES
ES63,1990,ES
ES63,1991,ES
ES63,1992,ES
ES63,1993,ES
ES63,1994,ES
ES63,1995,ES
ES63,1996,ES
ES63,1997,ES
ES63,1998,ES
ES63,1999,ES
ES63,2000,ES
ES63,2001,ES
ES63,2002,ES
ES63,2003,ES
ES63,2004,ES
ES63,2005,ES
ES63,2006,ES
ES63,2007,ES
ES63,2008,ES
ES63,2009,ES
ES63,2010,ES
ES63,2011,ES
ES63,2012,ES
ES63,2013,ES
ES63,2014,ES
ES63,2015,ES
ES63,2016,ES
ES63,2017,ES
ES63,2018,ES
ES63,2019,ES
ES63,2020,ES
ES63,2021,ES
ES63,2022,ES
ES63,2023,ES
ES63,2024,ES
ES63,2025,ES
ES64,1986,ES
ES64,1987,ES
ES64,1988,ES
ES64,1989,ES
ES64,1990,ES
ES64,1991,ES
ES64,1992,ES
ES64,1993,ES
ES64,1994,ES
ES64,1995,ES
ES64,1996,ES
ES64,1997,ES
ES64,1998,ES
ES64,1999,ES
ES64,2000,ES
ES64,2001,ES
ES64,2002,ES
ES64,2003,ES
ES64,2004,ES
ES64,2005,ES
ES64,2006,ES
ES64,2007,ES
ES64,2008,ES
ES64,2009,ES
ES64,2010,ES
ES64,2011,ES
ES64,2012,ES
ES64,2013,ES
ES64,2014,ES
ES64,2015,ES
ES64,2016,ES
ES64,2017,ES
ES64,2018,ES
ES64,2019,ES
ES64,2020,ES
ES64,2021,ES
ES64,2022,ES
ES64,2023,ES
ES64,2024,ES
ES64,2025,ES
ES70,1986,ES
ES70,1987,ES
ES70,1988,ES
ES70,1989,ES
ES70,1990,ES
ES70,1991,ES
ES70,1992,ES
ES70,1993,ES
ES70,1994,ES
ES70,1995,ES
ES70,1996,ES
ES70,1997,ES
ES70,1998,ES
ES70,1999,ES
ES70,2000,ES
ES70,2001,ES
ES70,2002,ES
ES70,2003,ES
ES70,2004,ES
ES70,2005,ES
ES70,2006,ES
ES70,2007,ES
ES70,2008,ES
ES70,2009,ES
ES70,2010,ES
ES70,2011,ES
ES70,2012,ES
ES70,2013,ES
ES70,2014,ES
ES70,2015,ES
ES70,2016,ES
ES70,2017,ES
ES70,2018,ES
ES70,2019,ES
ES70,2020,ES
ES70,2021,ES
ES70,2022,ES
ES70,2023,ES
ES70,2024,ES
ES70,2025,ES
EU28,1986,EU
EU28,1987,EU
EU28,1988,EU
EU28,1989,EU
EU28,1990,EU
EU28,1991,EU
EU28,1992,EU
EU28,1993,EU
EU28,1994,EU
EU28,1995,EU
EU28,1996,EU
EU28,1997,EU
EU28,1998,EU
EU28,1999,EU
EU28,2000,EU
EU28,2001,EU
EU28,2002,EU
