nuts2_id,year,country
HU12,2016,HU
HU12,2017,HU
HU12,2018,HU
HU12,2019,HU
HU12,2020,HU
HU12,2021,HU
HU12,2022,HU
HU12,2023,HU
HU12,2024,HU
HU12,2025,HU
HU21,1986,HU
HU21,1987,HU
HU21,1988,HU
HU21,1989,HU
HU21,1990,HU
HU21,1991,HU
HU21,1992,HU
HU21,1993,HU
HU21,1994,HU
HU21,1995,HU
HU21,1996,HU
HU21,1997,HU
HU21,1998,HU
HU21,1999,HU
HU21,2000,HU
HU21,2001,HU
HU21,2002,HU
HU21,2003,HU
HU21,2004,HU
HU21,2005,HU
HU21,2006,HU
HU21,2007,HU
HU21,2008,HU
HU21,2009,HU
HU21,2010,HU
HU21,2011,HU
HU21,2012,HU
HU21,2013,HU
HU21,2014,HU
HU21,2015,HU
HU21,2016,HU
HU21,2017,HU
HU21,2018,HU
HU21,2019,HU
HU21,2020,HU
HU21,2021,HU
HU21,2022,HU
HU21,2023,HU
HU21,2024,HU
HU21,2025,HU
HU22,1986,HU
HU22,1987,HU
HU22,1988,HU
HU22,1989,HU
HU22,1990,HU
HU22,1991,HU
HU22,1992,HU
HU22,1993,HU
HU22,1994,HU
HU22,1995,HU
HU22,1996,HU
HU22,1997,HU
HU22,1998,HU
HU22,1999,HU
HU22,2000,HU
HU22,2001,HU
HU22,2002,HU
HU22,2003,HU
HU22,2004,HU
HU22,2005,HU
HU22,2006,HU
HU22,2007,HU
HU22,2008,HU
HU22,2009,HU
HU22,2010,HU
HU22,2011,HU
HU22,2012,HU
HU22,2013,HU
HU22,2014,HU
HU22,2015,HU
HU22,2016,HU
HU22,2017,HU
HU22,2018,HU
HU22,2019,HU
HU22,2020,HU
HU22,2021,HU
HU22,2022,HU
HU22,2023,HU
HU22,2024,HU
HU22,2025,HU
HU23,1986,HU
HU23,1987,HU
HU23,1988,HU
HU23,1989,HU
HU23,1990,HU
HU23,1991,HU
HU23,1992,HU
HU23,1993,HU
HU23,1994,HU
HU23,1995,HU
HU23,1996,HU
HU23,1997,HU
HU23,1998,HU
HU23,1999,HU
HU23,2000,HU
HU23,2001,HU
HU23,2002,HU
HU23,2003,HU
HU23,2004,HU
HU23,2005,HU
HU23,2006,HU
HU23,2007,HU
HU23,2008,HU
HU23,2009,HU
HU23,2010,HU
HU23,2011,HU
HU23,2012,HU
HU23,2013,HU
HU23,2014,HU
HU23,2015,HU
HU23,2016,HU
HU23,2017,HU
HU23,2018,HU
HU23,2019,HU
HU23,2020,HU
HU23,2021,HU
HU23,2022,HU
HU23,2023,HU
HU23,2024,HU
HU23,2025,HU
HU31,1986,HU
HU31,1987,HU
HU31,1988,HU
HU31,1989,HU
HU31,1990,HU
HU31,1991,HU
HU31,1992,HU
HU31,1993,HU
HU31,1994,HU
HU31,1995,HU
HU31,1996,HU
HU31,1997,HU
HU31,1998,HU
HU31,1999,HU
HU31,2000,HU
HU31,2001,HU
HU31,2002,HU
HU31,2003,HU
HU31,2004,HU
HU31,2005,HU
HU31,2006,HU
HU31,2007,HU
HU31,2008,HU
HU31,2009,HU
HU31,2010,HU
HU31,2011,HU
HU31,2012,HU
HU31,2013,HU
HU31,2014,HU
HU31,2015,HU
HU31,2016,HU
HU31,2017,HU
HU31,2018,HU
HU31,2019,HU
HU31,2020,HU
HU31,2021,HU
HU31,2022,HU
HU31,2023,HU
HU31,2024,HU
HU31,2025,HU
HU32,1986,HU
HU32,1987,HU
HU32,1988,HU
HU32,1989,HU
HU32,1990,HU
HU32,1991,HU
HU32,1992,HU
HU32,1993,HU
HU32,1994,HU
HU32,1995,HU
HU32,1996,HU
HU32,1997,HU
HU32,1998,HU
HU32,1999,HU
HU32,2000,HU
HU32,2001,HU
HU32,2002,HU
HU32,2003,HU
HU32,2004,HU
HU32,2005,HU
HU32,2006,HU
HU32,2007,HU
HU32,2008,HU
HU32,2009,HU
HU32,2010,HU
HU32,2011,HU
HU32,2012,HU
HU32,2013,HU
HU32,2014,HU
HU32,2015,HU
HU32,2016,HU
HU32,2017,HU
HU32,2018,HU
HU32,2019,HU
HU32,2020,HU
HU32,2021,HU
HU32,2022,HU
HU32,2023,HU
HU32,2024,HU
HU32,2025,HU
HU33,1986,HU
HU33,1987,HU
HU33,1988,HU
HU33,1989,HU
HU33,1990,HU
HU33,1991,HU
HU33,1992,HU
HU33,1993,HU
HU33,1994,HU
HU33,1995,HU
HU33,1996,HU
HU33,1997,HU
HU33,1998,HU
HU33,1999,HU
HU33,2000,HU
HU33,2001,HU
HU33,2002,HU
HU33,2003,HU
HU33,2004,HU
HU33,2005,HU
HU33,2006,HU
HU33,2007,HU
HU33,2008,HU
HU33,2009,HU
HU33,2010,HU
HU33,2011,HU
HU33,2012,HU
HU33,2013,HU
HU33,2014,HU
HU33,2015,HU
HU33,2016,HU
HU33,2017,HU
HU33,2018,HU
HU33,2019,HU
HU33,2020,HU
HU33,2021,HU
HU33,2022,HU
HU33,2023,HU
HU33,2024,HU
HU33,2025,HU
IE01,1986,IE
IE01,1987,IE
IE01,1988,IE
IE01,1989,IE
IE01,1990,IE
IE01,1991,IE
IE01,1992,IE
IE01,1993,IE
IE01,1994,IE
IE01,1995,IE
IE01,1996,IE
IE01,1997,IE
IE01,1998,IE
IE01,1999,IE
IE01,2000,IE
IE01,2001,IE
IE01,2002,IE
IE01,2003,IE
IE01,2004,IE
IE01,2005,IE
IE01,2006,IE
IE01,2007,IE
IE01,2008,IE
IE01,2009,IE
IE01,2010,IE
IE01,2011,IE
IE01,2012,IE
IE01,2013,IE
IE01,2014,IE
IE01,2015,IE
IE01,2016,IE
IE01,2017,IE
IE01,2018,IE
IE01,2019,IE
IE01,2020,IE
IE01,2021,IE
IE01,2022,IE
IE01,2023,IE
IE01,2024,IE
IE01,2025,IE
IE02,1986,IE
IE02,1987,IE
IE02,1988,IE
IE02,1989,IE
IE02,1990,IE
IE02,1991,IE
IE02,1992,IE
IE02,1993,IE
IE02,1994,IE
IE02,1995,IE
IE02,1996,IE
IE02,1997,IE
IE02,1998,IE
IE02,1999,IE
IE02,2000,IE
IE02,2001,IE
IE02,2002,IE
IE02,2003,IE
IE02,2004,IE
IE02,2005,IE
IE02,2006,IE
IE02,2007,IE
IE02,2008,IE
IE02,2009,IE
IE02,2010,IE
IE02,2011,IE
IE02,2012,IE
IE02,2013,IE
IE02,2014,IE
IE02,2015,IE
IE02,2016,IE
IE02,2017,IE
IE02,2018,IE
IE02,2019,IE
IE02,2020,IE
IE02,2021,IE
IE02,2022,IE
IE02,2023,IE
IE02,2024,IE
IE02,2025,IE
IE04,1986,IE
IE04,1987,IE
IE04,1988,IE
IE04,1989,IE
IE04,1990,IE
IE04,1991,IE
IE04,1992,IE
IE04,1993,IE
IE04,1994,IE
IE04,1995,IE
IE04,1996,IE
IE04,1997,IE
IE04,1998,IE
IE04,1999,IE
IE04,2000,IE
IE04,2001,IE
IE04,2002,IE
IE04,2003,IE
IE04,2004,IE
IE04,2005,IE
IE04,2006,IE
IE04,2007,IE
IE04,2008,IE
IE04,2009,IE
IE04,2010,IE
IE04,2011,IE
IE04,2012,IE
IE04,2013,IE
IE04,2014,IE
IE04,2015,IE
IE04,2016,IE
IE04,2017,IE
IE04,2018,IE
IE04,2019,IE
IE04,2020,IE
IE04,2021,IE
IE04,2022,IE
IE04,2023,IE
IE04,2024,IE
IE04,2025,IE
IE05,1986,IE
IE05,1987,IE
IE05,1988,IE
IE05,1989,IE
IE05,1990,IE
IE05,1991,IE
IE05,1992,IE
IE05,1993,IE
IE05,1994,IE
IE05,1995,IE
IE05,1996,IE
IE05,1997,IE
IE05,1998,IE
IE05,1999,IE
IE05,2000,IE
IE05,2001,IE
IE05,2002,IE
IE05,2003,IE
IE05,2004,IE
IE05,2005,IE
IE05,2006,IE
IE05,2007,IE
IE05,2008,IE
IE05,2009,IE
IE05,2010,IE
IE05,2011,IE
IE05,2012,IE
IE05,2013,IE
IE05,2014,IE
IE05,2015,IE
IE05,2016,IE
IE05,2017,IE
IE05,2018,IE
IE05,2019,IE
IE05,2020,IE
IE05,2021,IE
IE05,2022,IE
IE05,2023,IE
IE05,2024,IE
IE05,2025,IE
IE06,1986,IE
IE06,1987,IE
IE06,1988,IE
IE06,1989,IE
IE06,1990,IE
IE06,1991,IE
IE06,1992,IE
IE06,1993,IE
IE06,1994,IE
IE06,1995,IE
IE06,1996,IE
IE06,1997,IE
IE06,1998,IE
IE06,1999,IE
IE06,2000,IE
IE06,2001,IE
IE06,2002,IE
IE06,2003,IE
IE06,2004,IE
IE06,2005,IE
IE06,2006,IE
IE06,2007,IE
IE06,2008,IE
IE06,2009,IE
IE06,2010,IE
IE06,2011,IE
IE06,2012,IE
IE06,2013,IE
IE06,2014,IE
IE06,2015,IE
IE06,2016,IE
IE06,2017,IE
IE06,2018,IE
IE06,2019,IE
IE06,2020,IE
IE06,2021,IE
IE06,2022,IE
IE06,2023,IE
IE06,2024,IE
IE06,2025,IE
IS00,1986,IS
IS00,1987,IS
IS00,1988,IS
IS00,1989,IS
IS00,1990,IS
IS00,1991,IS
IS00,1992,IS
IS00,1993,IS
IS00,1994,IS
IS00,1995,IS
IS00,1996,IS
IS00,1997,IS
IS00,1998,IS
IS00,1999,IS
IS00,2000,IS
IS00,2001,IS
IS00,2002,IS
IS00,2003,IS
IS00,2004,IS
IS00,2005,IS
IS00,2006,IS
IS00,2007,IS
IS00,2008,IS
IS00,2009,IS
IS00,2010,IS
IS00,2011,IS
IS00,2012,IS
IS00,2013,IS
IS00,2014,IS
IS00,2015,IS
IS00,2016,IS
IS00,2017,IS
IS00,2018,IS
IS00,2019,IS
IS00,2020,IS
IS00,2021,IS
IS00,2022,IS
IS00,2023,IS
IS00,2024,IS
IS00,2025,IS
ITC1,1986,IT
ITC1,1987,IT
ITC1,1988,IT
ITC1,1989,IT
ITC1,1990,IT
ITC1,1991,IT
ITC1,1992,IT
ITC1,1993,IT
ITC1,1994,IT
ITC1,1995,IT
ITC1,1996,IT
ITC1,1997,IT
ITC1,1998,IT
ITC1,1999,IT
ITC1,2000,IT
ITC1,2001,IT
ITC1,2002,IT
ITC1,2003,IT
ITC1,2004,IT
ITC1,2005,IT
ITC1,2006,IT
ITC1,2007,IT
ITC1,2008,IT
ITC1,2009,IT
ITC1,2010,IT
ITC1,2011,IT
ITC1,2012,IT
ITC1,2013,IT
ITC1,2014,IT
ITC1,2015,IT
ITC1,2016,IT
ITC1,2017,IT
ITC1,2018,IT
ITC1,2019,IT
ITC1,2020,IT
ITC1,2021,IT
ITC1,2022,IT
ITC1,2023,IT
ITC1,2024,IT
ITC1,2025,IT
ITC2,1986,IT
ITC2,1987,IT
ITC2,1988,IT
ITC2,1989,IT
ITC2,1990,IT
ITC2,1991,IT
ITC2,1992,IT
ITC2,1993,IT
ITC2,1994,IT
ITC2,1995,IT
ITC2,1996,IT
ITC2,1997,IT
ITC2,1998,IT
ITC2,1999,IT
ITC2,2000,IT
ITC2,2001,IT
ITC2,2002,IT
ITC2,2003,IT
ITC2,2004,IT
ITC2,2005,IT
ITC2,2006,IT
ITC2,2007,IT
ITC2,2008,IT
ITC2,2009,IT
ITC2,2010,IT
ITC2,2011,IT
ITC2,2012,IT
ITC2,2013,IT
ITC2,2014,IT
ITC2,2015,IT
ITC2,2016,IT
ITC2,2017,IT
ITC2,2018,IT
ITC2,2019,IT
ITC2,2020,IT
ITC2,2021,IT
ITC2,2022,IT
ITC2,2023,IT
ITC2,2024,IT
ITC2,2025,IT
ITC3,1986,IT
ITC3,1987,IT
ITC3,1988,IT
ITC3,1989,IT
ITC3,1990,IT
ITC3,1991,IT
ITC3,1992,IT
ITC3,1993,IT
ITC3,1994,IT
ITC3,1995,IT
ITC3,1996,IT
ITC3,1997,IT
ITC3,1998,IT
ITC3,1999,IT
ITC3,2000,IT
ITC3,2001,IT
ITC3,2002,IT
ITC3,2003,IT
ITC3,2004,IT
ITC3,2005,IT
ITC3,2006,IT
ITC3,2007,IT
ITC3,2008,IT
ITC3,2009,IT
ITC3,2010,IT
ITC3,2011,IT
ITC3,2012,IT
ITC3,2013,IT
ITC3,2014,IT
ITC3,2015,IT
ITC3,2016,IT
ITC3,2017,IT
ITC3,2018,IT
ITC3,2019,IT
ITC3,2020,IT
ITC3,2021,IT
ITC3,2022,IT
ITC3,2023,IT
ITC3,2024,IT
ITC3,2025,IT
ITC4,1986,IT
ITC4,1987,IT
ITC4,1988,IT
ITC4,1989,IT
ITC4,1990,IT
ITC4,1991,IT
ITC4,1992,IT
ITC4,1993,IT
ITC4,1994,IT
ITC4,1995,IT
ITC4,1996,IT
ITC4,1997,IT
ITC4,1998,IT
ITC4,1999,IT
ITC4,2000,IT
ITC4,2001,IT
ITC4,2002,IT
ITC4,2003,IT
ITC4,2004,IT
ITC4,2005,IT
ITC4,2006,IT
ITC4,2007,IT
ITC4,2008,IT
ITC4,2009,IT
ITC4,2010,IT
ITC4,2011,IT
ITC4,2012,IT
ITC4,2013,IT
ITC4,2014,IT
ITC4,2015,IT
ITC4,2016,IT
ITC4,2017,IT
ITC4,2018,IT
ITC4,2019,IT
ITC4,2020,IT
ITC4,2021,IT
ITC4,2022,IT
ITC4,2023,IT
ITC4,2024,IT
ITC4,2025,IT
ITF1,1986,IT
ITF1,1987,IT
ITF1,1988,IT
ITF1,1989,IT
ITF1,1990,IT
ITF1,1991,IT
ITF1,1992,IT
ITF1,1993,IT
ITF1,1994,IT
ITF1,1995,IT
ITF1,1996,IT
ITF1,1997,IT
ITF1,1998,IT
ITF1,1999,IT
ITF1,2000,IT
ITF1,2001,IT
ITF1,2002,IT
ITF1,2003,IT
ITF1,2004,IT
ITF1,2005,IT
ITF1,2006,IT
ITF1,2007,IT
ITF1,2008,IT
ITF1,2009,IT
ITF1,2010,IT
ITF1,2011,IT
ITF1,2012,IT
ITF1,2013,IT
ITF1,2014,IT
ITF1,2015,IT
ITF1,2016,IT
ITF1,2017,IT
ITF1,2018,IT
ITF1,2019,IT
ITF1,2020,IT
ITF1,2021,IT
ITF1,2022,IT
ITF1,2023,IT
ITF1,2024,IT
ITF1,2025,IT
ITF2,1986,IT
ITF2,1987,IT
ITF2,1988,IT
ITF2,1989,IT
ITF2,1990,IT
ITF2,1991,IT
ITF2,1992,IT
ITF2,1993,IT
ITF2,1994,IT
ITF2,1995,IT
ITF2,1996,IT
ITF2,1997,IT
ITF2,1998,IT
ITF2,1999,IT
ITF2,2000,IT
ITF2,2001,IT
ITF2,2002,IT
ITF2,2003,IT
ITF2,2004,IT
ITF2,2005,IT
ITF2,2006,IT
ITF2,2007,IT
ITF2,2008,IT
ITF2,2009,IT
ITF2,2010,IT
ITF2,2011,IT
ITF2,2012,IT
ITF2,2013,IT
ITF2,2014,IT
ITF2,2015,IT
ITF2,2016,IT
ITF2,2017,IT
ITF2,2018,IT
ITF2,2019,IT
ITF2,2020,IT
ITF2,2021,IT
ITF2,2022,IT
ITF2,2023,IT
ITF2,2024,IT
ITF2,2025,IT
ITF3,1986,IT
ITF3,1987,IT
ITF3,1988,IT
ITF3,1989,IT
ITF3,1990,IT
ITF3,1991,IT
ITF3,1992,IT
ITF3,1993,IT
ITF3,1994,IT
ITF3,1995,IT
ITF3,1996,IT
ITF3,1997,IT
ITF3,1998,IT
ITF3,1999,IT
ITF3,2000,IT
ITF3,2001,IT
ITF3,2002,IT
ITF3,2003,IT
ITF3,2004,IT
ITF3,2005,IT
ITF3,2006,IT
ITF3,2007,IT
ITF3,2008,IT
ITF3,2009,IT
ITF3,2010,IT
ITF3,2011,IT
ITF3,2012,IT
ITF3,2013,IT
ITF3,2014,IT
ITF3,2015,IT
ITF3,2016,IT
ITF3,2017,IT
ITF3,2018,IT
ITF3,2019,IT
ITF3,2020,IT
ITF3,2021,IT
ITF3,2022,IT
ITF3,2023,IT
ITF3,2024,IT
ITF3,2025,IT
ITF4,1986,IT
ITF4,1987,IT
ITF4,1988,IT
ITF4,1989,IT
ITF4,1990,IT
ITF4,1991,IT
ITF4,1992,IT
ITF4,1993,IT
ITF4,1994,IT
ITF4,1995,IT
ITF4,1996,IT
ITF4,1997,IT
ITF4,1998,IT
ITF4,1999,IT
ITF4,2000,IT
ITF4,2001,IT
ITF4,2002,IT
ITF4,2003,IT
ITF4,2004,IT
ITF4,2005,IT
ITF4,2006,IT
ITF4,2007,IT
ITF4,2008,IT
ITF4,2009,IT
ITF4,2010,IT
ITF4,2011,IT
ITF4,2012,IT
ITF4,2013,IT
ITF4,2014,IT
ITF4,2015,IT
ITF4,2016,IT
ITF4,2017,IT
ITF4,2018,IT
ITF4,2019,IT
ITF4,2020,IT
ITF4,2021,IT
ITF4,2022,IT
ITF4,2023,IT
ITF4,2024,IT
ITF4,2025,IT
ITF5,1986,IT
ITF5,1987,IT
ITF5,1988,IT
ITF5,1989,IT
ITF5,1990,IT
ITF5,1991,IT
ITF5,1992,IT
ITF5,1993,IT
ITF5,1994,IT
ITF5,1995,IT
ITF5,1996,IT
ITF5,1997,IT
ITF5,1998,IT
ITF5,1999,IT
ITF5,2000,IT
ITF5,2001,IT
ITF5,2002,IT
ITF5,2003,IT
ITF5,2004,IT
ITF5,2005,IT
ITF5,2006,IT
ITF5,2007,IT
ITF5,2008,IT
ITF5,2009,IT
ITF5,2010,IT
ITF5,2011,IT
ITF5,2012,IT
ITF5,2013,IT
ITF5,2014,IT
ITF5,2015,IT
ITF5,2016,IT
ITF5,2017,IT
ITF5,2018,IT
ITF5,2019,IT
ITF5,2020,IT
ITF5,2021,IT
ITF5,2022,IT
ITF5,2023,IT
ITF5,2024,IT
ITF5,2025,IT
ITF6,1986,IT
ITF6,1987,IT
ITF6,1988,IT
ITF6,1989,IT
ITF6,1990,IT
ITF6,1991,IT
ITF6,1992,IT
ITF6,1993,IT
ITF6,1994,IT
ITF6,1995,IT
ITF6,1996,IT
ITF6,1997,IT
ITF6,1998,IT
ITF6,1999,IT
ITF6,2000,IT
ITF6,2001,IT
ITF6,2002,IT
ITF6,2003,IT
ITF6,2004,IT
ITF6,2005,IT
ITF6,2006,IT
ITF6,2007,IT
ITF6,2008,IT
ITF6,2009,IT
ITF6,2010,IT
ITF6,2011,IT
ITF6,2012,IT
ITF6,2013,IT
ITF6,2014,IT
ITF6,2015,IT
ITF6,2016,IT
ITF6,2017,IT
ITF6,2018,IT
ITF6,2019,IT
ITF6,2020,IT
ITF6,2021,IT
ITF6,2022,IT
ITF6,2023,IT
ITF6,2024,IT
ITF6,2025,IT
ITG1,1986,IT
ITG1,1987,IT
ITG1,1988,IT
ITG1,1989,IT
ITG1,1990,IT
ITG1,1991,IT
ITG1,1992,IT
ITG1,1993,IT
ITG1,1994,IT
ITG1,1995,IT
ITG1,1996,IT
ITG1,1997,IT
ITG1,1998,IT
ITG1,1999,IT
ITG1,2000,IT
ITG1,2001,IT
ITG1,2002,IT
ITG1,2003,IT
ITG1,2004,IT
ITG1,2005,IT
ITG1,2006,IT
ITG1,2007,IT
ITG1,2008,IT
ITG1,2009,IT
ITG1,2010,IT
ITG1,2011,IT
ITG1,2012,IT
ITG1,2013,IT
ITG1,2014,IT
ITG1,2015,IT
ITG1,2016,IT
ITG1,2017,IT
ITG1,2018,IT
ITG1,2019,IT
ITG1,2020,IT
ITG1,2021,IT
ITG1,2022,IT
ITG1,2023,IT
ITG1,2024,IT
ITG1,2025,IT
ITG2,1986,IT
ITG2,1987,IT
ITG2,1988,IT
ITG2,1989,IT
ITG2,1990,IT
ITG2,1991,IT
ITG2,1992,IT
ITG2,1993,IT
ITG2,1994,IT
ITG2,1995,IT
ITG2,1996,IT
ITG2,1997,IT
ITG2,1998,IT
ITG2,1999,IT
ITG2,2000,IT
ITG2,2001,IT
ITG2,2002,IT
ITG2,2003,IT
ITG2,2004,IT
ITG2,2005,IT
ITG2,2006,IT
ITG2,2007,IT
ITG2,2008,IT
ITG2,2009,IT
ITG2,2010,IT
ITG2,2011,IT
ITG2,2012,IT
ITG2,2013,IT
ITG2,2014,IT
ITG2,2015,IT
ITG2,2016,IT
ITG2,2017,IT
ITG2,2018,IT
ITG2,2019,IT
ITG2,2020,IT
ITG2,2021,IT
ITG2,2022,IT
ITG2,2023,IT
ITG2,2024,IT
ITG2,2025,IT
ITH1,1986,IT
ITH1,1987,IT
ITH1,1988,IT
ITH1,1989,IT
ITH1,1990,IT
ITH1,1991,IT
ITH1,1992,IT
ITH1,1993,IT
ITH1,1994,IT
ITH1,1995,IT
ITH1,1996,IT
ITH1,1997,IT
ITH1,1998,IT
ITH1,1999,IT
ITH1,2000,IT
ITH1,2001,IT
ITH1,2002,IT
ITH1,2003,IT
ITH1,2004,IT
ITH1,2005,IT
ITH1,2006,IT
ITH1,2007,IT
ITH1,2008,IT
ITH1,2009,IT
ITH1,2010,IT
ITH1,2011,IT
ITH1,2012,IT
ITH1,2013,IT
ITH1,2014,IT
ITH1,2015,IT
ITH1,2016,IT
ITH1,2017,IT
ITH1,2018,IT
ITH1,2019,IT
ITH1,2020,IT
ITH1,2021,IT
ITH1,2022,IT
ITH1,2023,IT
ITH1,2024,IT
ITH1,2025,IT
ITH2,1986,IT
ITH2,1987,IT
ITH2,1988,IT
ITH2,1989,IT
ITH2,1990,IT
ITH2,1991,IT
ITH2,1992,IT
ITH2,1993,IT
ITH2,1994,IT
ITH2,1995,IT
ITH2,1996,IT
ITH2,1997,IT
ITH2,1998,IT
ITH2,1999,IT
ITH2,2000,IT
ITH2,2001,IT
ITH2,2002,IT
ITH2,2003,IT
ITH2,2004,IT
ITH2,2005,IT
ITH2,2006,IT
ITH2,2007,IT
ITH2,2008,IT
ITH2,2009,IT
ITH2,2010,IT
ITH2,2011,IT
ITH2,2012,IT
ITH2,2013,IT
ITH2,2014,IT
ITH2,2015,IT
ITH2,2016,IT
ITH2,2017,IT
ITH2,2018,IT
ITH2,2019,IT
ITH2,2020,IT
ITH2,2021,IT
ITH2,2022,IT
ITH2,2023,IT
ITH2,2024,IT
ITH2,2025,IT
ITH3,1986,IT
ITH3,1987,IT
ITH3,1988,IT
ITH3,1989,IT
ITH3,1990,IT
ITH3,1991,IT
ITH3,1992,IT
ITH3,1993,IT
ITH3,1994,IT
ITH3,1995,IT
ITH3,1996,IT
ITH3,1997,IT
ITH3,1998,IT
ITH3,1999,IT
ITH3,2000,IT
ITH3,2001,IT
ITH3,2002,IT
ITH3,2003,IT
ITH3,2004,IT
ITH3,2005,IT
ITH3,2006,IT
ITH3,2007,IT
ITH3,2008,IT
ITH3,2009,IT
ITH3,2010,IT
ITH3,2011,IT
ITH3,2012,IT
ITH3,2013,IT
ITH3,2014,IT
ITH3,2015,IT
ITH3,2016,IT
ITH3,2017,IT
ITH3,2018,IT
ITH3,2019,IT
ITH3,2020,IT
ITH3,2021,IT
ITH3,2022,IT
ITH3,2023,IT
ITH3,2024,IT
ITH3,2025,IT
ITH4,1986,IT
ITH4,1987,IT
ITH4,1988,IT
ITH4,1989,IT
ITH4,1990,IT
ITH4,1991,IT
ITH4,1992,IT
ITH4,1993,IT
ITH4,1994,IT
ITH4,1995,IT
ITH4,1996,IT
ITH4,1997,IT
ITH4,1998,IT
ITH4,1999,IT
ITH4,2000,IT
ITH4,2001,IT
ITH4,2002,IT
ITH4,2003,IT
ITH4,2004,IT
ITH4,2005,IT
ITH4,2006,IT
ITH4,2007,IT
ITH4,2008,IT
ITH4,2009,IT
ITH4,2010,IT
ITH4,2011,IT
ITH4,2012,IT
ITH4,2013,IT
ITH4,2014,IT
ITH4,2015,IT
ITH4,2016,IT
ITH4,2017,IT
ITH4,2018,IT
ITH4,2019,IT
ITH4,2020,IT
ITH4,2021,IT
ITH4,2022,IT
ITH4,2023,IT
ITH4,2024,IT
ITH4,2025,IT
ITH5,1986,IT
ITH5,1987,IT
ITH5,1988,IT
ITH5,1989,IT
ITH5,1990,IT
ITH5,1991,IT
ITH5,1992,IT
ITH5,1993,IT
ITH5,1994,IT
ITH5,1995,IT
ITH5,1996,IT
ITH5,1997,IT
ITH5,1998,IT
ITH5,1999,IT
ITH5,2000,IT
ITH5,2001,IT
ITH5,2002,IT
ITH5,2003,IT
ITH5,2004,IT
ITH5,2005,IT
ITH5,2006,IT
ITH5,2007,IT
ITH5,2008,IT
ITH5,2009,IT
ITH5,2010,IT
ITH5,2011,IT
ITH5,2012,IT
ITH5,2013,IT
ITH5,2014,IT
ITH5,2015,IT
ITH5,2016,IT
ITH5,2017,IT
ITH5,2018,IT
ITH5,2019,IT
ITH5,2020,IT
ITH5,2021,IT
ITH5,2022,IT
ITH5,2023,IT
ITH5,2024,IT
ITH5,2025,IT
ITI1,1986,IT
ITI1,1987,IT
ITI1,1988,IT
ITI1,1989,IT
ITI1,1990,IT
ITI1,1991,IT
ITI1,1992,IT
ITI1,1993,IT
ITI1,1994,IT
ITI1,1995,IT
ITI1,1996,IT
ITI1,1997,IT
ITI1,1998,IT
ITI1,1999,IT
ITI1,2000,IT
ITI1,2001,IT
ITI1,2002,IT
ITI1,2003,IT
ITI1,2004,IT
ITI1,2005,IT
ITI1,2006,IT
ITI1,2007,IT
ITI1,2008,IT
ITI1,2009,IT
ITI1,2010,IT
ITI1,2011,IT
ITI1,2012,IT
ITI1,2013,IT
ITI1,2014,IT
ITI1,2015,IT
ITI1,2016,IT
ITI1,2017,IT
ITI1,2018,IT
ITI1,2019,IT
ITI1,2020,IT
ITI1,2021,IT
ITI1,2022,IT
ITI1,2023,IT
ITI1,2024,IT
ITI1,2025,IT
ITI2,1986,IT
ITI2,1987,IT
ITI2,1988,IT
ITI2,1989,IT
ITI2,1990,IT
ITI2,1991,IT
ITI2,1992,IT
ITI2,1993,IT
ITI2,1994,IT
ITI2,1995,IT
ITI2,1996,IT
ITI2,1997,IT
ITI2,1998,IT
ITI2,1999,IT
ITI2,2000,IT
ITI2,2001,IT
ITI2,2002,IT
ITI2,2003,IT
ITI2,2004,IT
ITI2,2005,IT
ITI2,2006,IT
ITI2,2007,IT
ITI2,2008,IT
ITI2,2009,IT
ITI2,2010,IT
ITI2,2011,IT
ITI2,2012,IT
ITI2,2013,IT
ITI2,2014,IT
ITI2,2015,IT
ITI2,2016,IT
ITI2,2017,IT
ITI2,2018,IT
ITI2,2019,IT
ITI2,2020,IT
ITI2,2021,IT
ITI2,2022,IT
ITI2,2023,IT
ITI2,2024,IT
ITI2,2025,IT
ITI3,1986,IT
ITI3,1987,IT
ITI3,1988,IT
ITI3,1989,IT
ITI3,1990,IT
ITI3,1991,IT
ITI3,1992,IT
ITI3,1993,IT
ITI3,1994,IT
ITI3,1995,IT
ITI3,1996,IT
ITI3,1997,IT
ITI3,1998,IT
ITI3,1999,IT
ITI3,2000,IT
ITI3,2001,IT
ITI3,2002,IT
ITI3,2003,IT
ITI3,2004,IT
ITI3,2005,IT
ITI3,2006,IT
ITI3,2007,IT
ITI3,2008,IT
ITI3,2009,IT
ITI3,2010,IT
ITI3,2011,IT
ITI3,2012,IT
ITI3,2013,IT
ITI3,2014,IT
ITI3,2015,IT
ITI3,2016,IT
ITI3,2017,IT
ITI3,2018,IT
ITI3,2019,IT
ITI3,2020,IT
ITI3,2021,IT
ITI3,2022,IT
ITI3,2023,IT
ITI3,2024,IT
ITI3,2025,IT
ITI4,1986,IT
ITI4,1987,IT
ITI4,1988,IT
ITI4,1989,IT
ITI4,1990,IT
ITI4,1991,IT
ITI4,1992,IT
ITI4,1993,IT
ITI4,1994,IT
ITI4,1995,IT
ITI4,1996,IT
ITI4,1997,IT
ITI4,1998,IT
ITI4,1999,IT
ITI4,2000,IT
ITI4,2001,IT
ITI4,2002,IT
ITI4,2003,IT
ITI4,2004,IT
ITI4,2005,IT
ITI4,2006,IT
ITI4,2007,IT
ITI4,2008,IT
ITI4,2009,IT
ITI4,2010,IT
ITI4,2011,IT
