nuts2_id,year,unemp_rate,emp_rate,tertiary_share_25_64,rd_gerd,gva
FRJ1,2017,12.3,59.8,32,,102.9
FRJ1,2018,11.7,59.7,33.3,,104.4
FRJ1,2019,10.4,59.8,34.5,,107
FRJ1,2020,9.2,61.9,41,,102.2
FRJ1,2021,11.4,61.3,38.4,2.59,111.3
FRJ1,2022,9,64.6,37.6,,114.9
FRJ1,2023,9.2,63.2,38.9,2.3,118.5
FRJ1,2024,9,64.2,41.6,,
FRJ2,2013,8.6,67.4,39.9,,
FRJ2,2014,9.1,66,41.8,,98.4
FRJ2,2015,8.6,65.3,39.9,,100
FRJ2,2016,8.5,65.8,38.8,,101.5
FRJ2,2017,7.2,66.4,38.6,,103.1
FRJ2,2018,7.7,68.2,44.2,,106
FRJ2,2019,6.7,68,44.6,,108.3
FRJ2,2020,5.6,66.8,43.3,,98.6
FRJ2,2021,6.1,69.1,44.2,4.44,106.4
FRJ2,2022,6.2,70.9,44.3,,108.7
FRJ2,2023,6.1,70,46.3,4.14,111.7
FRJ2,2024,6.2,71,47.8,,
FRK1,2013,8.9,64.5,26.6,,
FRK1,2014,7.3,64.6,25.9,,99.1
FRK1,2015,8.6,65,28.8,,100
FRK1,2016,7.2,67.3,31.1,,100
FRK1,2017,8.4,64.2,27.8,,104.4
FRK1,2018,7.8,67.9,29.6,,105.7
FRK1,2019,5.6,67.4,31.1,,107.5
FRK1,2020,5.5,67.5,31.2,,101.3
FRK1,2021,7,67.9,30.2,2.15,106.1
FRK1,2022,7.1,68.6,33.8,,105.6
FRK1,2023,7.1,71.6,34.9,2.13,104.9
FRK1,2024,7.8,69.1,35.9,,
FRK2,2013,8.4,66.5,34.4,,
FRK2,2014,8.8,66.1,37.1,,99
FRK2,2015,9.1,66.5,37.5,,100
FRK2,2016,8.1,67.8,38.3,,101.7
FRK2,2017,7.3,68.6,39.2,,103.9
FRK2,2018,7.3,69.1,40.7,,106.7
FRK2,2019,7,69.1,41.8,,108.8
FRK2,2020,7.5,67.8,43.2,,102.2
FRK2,2021,7.2,69.8,44.6,3,108.6
FRK2,2022,6.6,71.2,46.8,,109.5
FRK2,2023,6.5,70.8,46.9,3.08,114.1
FRK2,2024,6.8,71.3,47,,
FRL0,2013,10.9,62,33.2,,
FRL0,2014,10.1,63.4,35,,99.2
FRL0,2015,11,61.9,35.3,,100
FRL0,2016,10.6,62.7,35.8,,100.7
FRL0,2017,10.3,62.7,36.2,,103
FRL0,2018,9.3,63.6,37.9,,104.8
FRL0,2019,8.8,63.4,38.8,,106.7
FRL0,2020,8,65,40,,99.7
FRL0,2021,8.1,65.7,40.8,2.16,108.7
FRL0,2022,6.7,66,41.9,,117.1
FRL0,2023,7.1,65.8,42.1,2.25,110
FRL0,2024,6.9,66.3,42.3,,
FRM0,2013,12.3,58.2,23.1,,
FRM0,2014,9.8,58.5,24.1,,96.7
FRM0,2015,11.9,55.3,23.3,,100
FRM0,2016,8.3,64.1,36,,102
FRM0,2017,9.8,68.3,35.5,,106.6
FRM0,2018,5,65.6,27.5,,111
FRM0,2019,6.3,67.3,26.2,,114.6
FRM0,2020,8.1,67.4,39.3,,106.7
FRM0,2021,9.1,62.1,27.8,0.37,121.9
FRM0,2022,6.1,63.5,32.2,,125.5
FRM0,2023,6.9,63.8,32.5,0.39,116.7
FRM0,2024,7.2,63.3,30.3,,
FRY1,2013,26.2,48.5,,,
FRY1,2014,23.9,48.2,18.7,,132.1
FRY1,2015,23.6,48.5,21.6,,100
FRY1,2016,23.8,47.7,21.5,,76.6
FRY1,2017,22.4,49.8,22,,57.8
FRY1,2018,22.6,48.5,22.3,,44
FRY1,2019,20.6,49.8,24.5,,33.7
FRY1,2020,17.5,50.9,23.3,,22.6
FRY1,2021,17.1,51.9,23.4,,22.9
FRY1,2022,18.6,50.7,24.2,,23.7
FRY1,2023,18.6,51.7,27.5,,23.7
FRY1,2024,16.8,54.3,29,,
FRY2,2013,22.9,51.8,,,
FRY2,2014,19.4,52.6,23.3,,99.9
FRY2,2015,18,53.7,26,,100
FRY2,2016,17.8,53.7,24.1,,98.1
FRY2,2017,17.8,53.7,24.2,,97.9
FRY2,2018,17.3,54.8,26.5,,96.5
FRY2,2019,14.8,57.7,25.6,,96.6
FRY2,2020,12.4,56.4,27.1,,88.1
FRY2,2021,12.8,56.4,29.4,,90.9
FRY2,2022,12.5,57,29.3,,94.3
FRY2,2023,10.8,59.9,29.2,,94.1
FRY2,2024,12.3,61,29.1,,
FRY3,2013,21.3,45.7,,,
FRY3,2014,22.2,46.5,18.4,,100.4
FRY3,2015,21.9,45.3,20.1,,100
FRY3,2016,23,43.9,18.4,,101.6
FRY3,2017,21.9,43.2,19.6,,100
FRY3,2018,19,44.2,21.1,,103.5
FRY3,2019,19.3,43.3,22.1,,102.8
FRY3,2020,16.1,42,18.7,,85.6
FRY3,2021,14.6,41.4,18.2,,88.2
FRY3,2022,13.1,42.4,22,,88.3
FRY3,2023,14,43.8,23.7,,85.9
FRY3,2024,17,42.4,21.3,,
FRY4,2013,28.9,44.5,,,
FRY4,2014,26.4,46.1,19.6,,100.1
FRY4,2015,23.5,48.2,21.4,,100
FRY4,2016,22.3,48.2,20.9,,100.7
FRY4,2017,22.7,47.7,21.2,,101.7
FRY4,2018,24,46.5,22.7,,100.7
FRY4,2019,21.3,46.5,22.6,,100.9
FRY4,2020,17.4,48.1,22.9,,94.8
FRY4,2021,17.9,48.6,24.4,,101.2
FRY4,2022,18.1,48.8,24,,103.9
FRY4,2023,19,50,24.4,,105.7
FRY4,2024,17.3,51.7,24.2,,
FRY5,2013,19.4,34.1,,,
FRY5,2014,20.3,34.3,,,90.5
FRY5,2015,25.3,35.5,,,100
FRY5,2016,29.7,35.2,,,104.7
FRY5,2017,29.6,35.5,,,113.5
FRY5,2018,35.1,33.3,,,114
FRY5,2019,30.1,35.2,,,123.2
FRY5,2020,27.8,32.2,,,132.2
FRY5,2021,,,,,149.6
FRY5,2022,,,,,160.9
FRY5,2023,,,,,166.9
HR02,2014,,,,,97.7
HR02,2015,,,,,100
HR02,2016,17.1,51.1,16.4,,102.5
HR02,2017,16,51,15,,102.6
HR02,2018,12.1,54.2,14.2,,103.9
HR02,2019,9.5,55.2,14.9,,107.3
HR02,2020,11.9,54.5,17,0.31,103.1
HR02,2021,9.5,58.9,17.8,0.42,113.7
HR02,2022,10.6,58.5,17.4,0.46,120.2
HR02,2023,10.1,58.2,17.1,0.47,123.9
HR02,2024,7.1,62.2,17.9,,
HR03,2013,14.9,51.5,21.6,0.41,
HR03,2014,16.7,54.6,22.7,0.36,98.1
HR03,2015,16.7,55.2,24.7,0.33,100
HR03,2016,13.9,55.6,22.8,0.34,103.9
HR03,2017,10.8,58.7,23.7,0.42,107.3
HR03,2018,9.2,58.5,26.7,0.45,108.7
HR03,2019,6.4,60.3,27.1,0.59,110.4
HR03,2020,7.4,60.3,26.5,0.62,96.2
HR03,2021,9.2,61.5,24.9,0.65,111.8
HR03,2022,6.8,64.8,25.1,0.57,125.7
HR03,2023,6,65.8,28.8,0.68,129.2
HR03,2024,6.4,67.9,31,,
HR04,2013,18.3,53.1,20.5,0.99,
HR04,2014,17.5,54.5,21.3,0.98,
HR04,2015,15.9,56.3,22,1.08,
HR04,2016,,,,1.11,
HR04,2017,,,,1.07,
HR04,2018,,,,1.21,
HR04,2019,,,,1.35,
HR05,2014,,,,,97.6
HR05,2015,,,,,100
HR05,2016,9.5,64,38.9,,103.3
HR05,2017,8.2,66.9,41.4,,106.5
HR05,2018,5.1,69.2,43.8,,110.4
HR05,2019,5.4,70,42.8,,114.9
HR05,2020,4.7,72.1,43.1,2.39,107.8
HR05,2021,5.3,72.5,43.9,2.24,118.1
HR05,2022,5.3,72.2,44.5,2.67,125
HR05,2023,3.8,72.4,48.9,2.26,131.4
HR05,2024,2.6,74,51.3,,
HR06,2014,,,,,97.6
HR06,2015,,,,,100
HR06,2016,10,60.2,17.2,,104.4
HR06,2017,8.7,62,18,,108.8
HR06,2018,5.8,64,18.8,,113.1
HR06,2019,4.6,65.9,18,,118.6
HR06,2020,5,65.5,17.4,0.99,115.8
HR06,2021,4.6,65.5,18.1,1.15,127.1
HR06,2022,4,67.8,20.1,1.64,138.2
HR06,2023,4.4,68.5,22.3,2.03,141
HR06,2024,3.1,70.5,23.5,,
HU10,2013,,,,1.76,
HU10,2014,,,,1.83,
HU10,2015,,,,1.87,
HU10,2016,,,,1.77,
HU11,2013,8.5,64.2,40.4,,
HU11,2014,6,67.5,42.5,,98.7
HU11,2015,5.1,69.2,44.7,,100
HU11,2016,4.3,72.7,41.9,,102.1
HU11,2017,2.9,74,41.7,2.22,107.4
HU11,2018,3,73.4,46.5,2.5,114.2
HU11,2019,2.4,74.4,47.5,2.39,123.8
HU11,2020,3.3,75.1,49.8,2.52,118.1
HU11,2021,2.9,78.2,55.6,2.76,127.2
HU11,2022,2.3,79.6,55.8,2.29,134.7
HU11,2023,2.3,79.2,56.2,2.24,136.9
HU11,2024,2.6,79.8,59.1,,
HU12,2013,9.1,60.6,22.9,,
HU12,2014,6.5,63.9,24.8,,94.1
HU12,2015,5.7,65.4,26.2,,100
HU12,2016,3.1,68.1,26.2,,100
HU12,2017,2.6,69.2,26.9,0.59,103.9
HU12,2018,2.2,70.8,26,0.91,110.9
HU12,2019,2.4,72,27.1,0.92,118.7
HU12,2020,3.3,71.6,30,0.83,117.2
HU12,2021,2.9,75.6,33,0.62,131.6
HU12,2022,2.2,76.1,32.3,0.51,145.6
HU12,2023,3.2,76.2,33.3,0.41,142.2
HU12,2024,3.1,77,34.1,,
HU21,2013,8.7,60.7,19,1.2,
HU21,2014,5.6,64.3,17.6,1.1,93.5
HU21,2015,4.4,67.9,19.4,0.93,100
HU21,2016,3,68.4,19.1,0.82,106.1
HU21,2017,2.2,70.5,20.1,1.03,107.5
HU21,2018,2.2,71.2,19.7,1.31,113
HU21,2019,2,72,21.2,1.04,117.9
HU21,2020,2.8,71.7,22.2,1.77,109.1
HU21,2021,2.1,76,23.2,1.26,121.8
HU21,2022,1.7,77.4,22.6,1.21,127.3
HU21,2023,2.2,78.1,23,1.07,121.9
HU21,2024,2.8,78.3,23.6,,
HU22,2013,7.7,61.8,17.8,0.73,
HU22,2014,4.6,65.8,19.7,0.64,94.6
HU22,2015,3.8,67.5,20.1,0.57,100
HU22,2016,2.7,68.9,19,0.54,102.9
HU22,2017,2.4,71,20.8,0.62,105
HU22,2018,2,73.2,20.3,0.74,107.9
HU22,2019,1.7,74,22.1,0.73,109.4
HU22,2020,2.4,73.3,25,0.78,101
HU22,2021,2.3,76.5,25.3,1.13,105.3
HU22,2022,2.4,77,22.8,0.83,110.9
HU22,2023,2.7,77.8,22.9,1.06,109.7
HU22,2024,3.3,77.4,24.6,,
HU23,2013,9.3,54.8,18.3,0.75,
HU23,2014,7.8,58.6,17.9,0.59,98.3
HU23,2015,8.1,60.2,18.5,0.41,100
HU23,2016,6.2,62.2,18.9,0.35,103.8
HU23,2017,6.3,63,18.4,0.67,108.6
HU23,2018,5.4,64.8,18,0.64,114.9
HU23,2019,4.8,65.6,18.3,0.71,116.3
HU23,2020,5.3,64.5,18.4,0.85,110.4
HU23,2021,4.7,67.9,20.4,0.86,116.5
HU23,2022,4.6,70.2,22,0.56,118.9
HU23,2023,6,70.4,22.3,0.56,115.9
HU23,2024,7.3,69.2,22.1,,
HU31,2013,12.6,51.6,16.7,0.72,
HU31,2014,10.4,55.7,17.1,0.71,93.5
HU31,2015,8.7,59,17.9,0.48,100
HU31,2016,6.3,61.8,17.2,0.37,103.2
HU31,2017,5.8,63.5,17.5,0.47,109.3
HU31,2018,4.8,65.6,17.5,0.61,114.4
HU31,2019,4.4,66.3,17.1,0.65,114.5
HU31,2020,5.1,65.5,16.9,0.76,110.6
HU31,2021,6.2,67.7,18.8,0.65,117.5
HU31,2022,6.2,69.5,20,0.68,116.1
HU31,2023,6.4,70.2,20.4,0.75,111.8
HU31,2024,6.9,69.8,21,,
HU32,2013,14.2,53.2,17.8,1.27,
HU32,2014,11.8,57.3,17.7,1.11,98.3
HU32,2015,10.9,58.9,17.1,1.06,100
HU32,2016,9.3,62,17.1,0.88,101.6
HU32,2017,7.4,64.4,17.4,0.93,106.2
HU32,2018,6.6,66,18.5,0.95,113
HU32,2019,6.3,66.5,19.4,0.94,116.7
HU32,2020,7.3,65.6,19.3,0.92,112.5
HU32,2021,7,68.8,20.1,0.96,118.5
HU32,2022,6.2,70.5,20.8,0.92,120.1
HU32,2023,6.7,72,21.6,0.86,122.6
HU32,2024,7.1,71.7,21.9,,
HU33,2013,11,56.3,18.2,1.17,
HU33,2014,9,59.7,18.9,1.11,95.6
HU33,2015,7.9,62.2,18.8,1.59,100
HU33,2016,5.6,65.7,20,0.93,102.8
HU33,2017,4.1,67.4,19.6,1.06,105.3
HU33,2018,3.4,69,20.8,1.16,113.4
HU33,2019,3.4,69.9,21.5,1.27,115.5
HU33,2020,4.6,69.2,21.6,1.22,111.1
HU33,2021,4.4,72.8,22.1,1.37,116.8
HU33,2022,4,73.1,22.8,1.17,117.7
HU33,2023,4.6,72.9,22.2,1.21,117.5
HU33,2024,4.8,74,23.5,,
IE01,2013,,,,1.74,
IE01,2015,,,,1.87,
IE02,2013,,,,1.49,
IE02,2015,,,,1.1,
IE04,2013,13.2,61.3,38.6,,
IE04,2014,11.6,62.3,38.4,,100.9
IE04,2015,10.1,64,39.2,,100
IE04,2016,8.6,65.5,39.9,,102.3
IE04,2017,6.2,67,41.5,,103.2
IE04,2018,5.6,67.4,41.2,,108.9
IE04,2019,4.8,68.4,42.5,1.59,112
IE04,2020,5,66.7,46.4,,127.5
IE04,2021,5,69.5,48.7,1.73,144
IE04,2022,4,72.4,49.6,,154.7
IE04,2023,3.8,73.4,52,1.53,159.1
IE04,2024,4.2,73.1,54,,
IE05,2013,14.3,61.5,39.1,,
IE05,2014,12.7,62.2,38.9,,59
IE05,2015,10.7,64.1,40.3,,100
IE05,2016,8.6,66.2,40.9,,95.4
IE05,2017,7,67.2,42.6,,103.9
IE05,2018,6.2,66.9,42.5,,109.2
IE05,2019,5.5,67.4,43.2,0.72,116
IE05,2020,5.8,66.6,45.6,,128.6
IE05,2021,6.5,68.2,49.4,0.8,156.1
IE05,2022,4.3,72.1,50.5,,173.8
IE05,2023,4.2,73,50.4,0.61,154.7
IE05,2024,4.1,73.6,53.3,,
IE06,2013,13.6,62.1,46.4,,
IE06,2014,11.5,64.1,47.9,,94
IE06,2015,9.4,65.4,49.2,,100
IE06,2016,8.2,66.9,49.6,,104.9
IE06,2017,6.7,68.2,50.7,,113.3
IE06,2018,5.6,70.2,51.7,,127.5
IE06,2019,4.7,71.3,51.5,1.45,134.2
IE06,2020,5.8,68.8,53.9,,141.1
IE06,2021,6.5,71,56.5,1.3,160.2
IE06,2022,4.7,74.3,57,,174.9
IE06,2023,4.5,74.9,58,2.19,169.4
IE06,2024,4.4,75.5,59.6,,
IS00,2013,5.4,81.1,36.1,1.68,
IS00,2014,4.9,82.9,37.3,1.92,
IS00,2015,4,84.7,39,2.16,
IS00,2016,3,86.6,40.5,2.08,
IS00,2017,2.7,86.1,42.5,2.06,
IS00,2018,2.7,85.1,43.8,1.97,
IS00,2019,3.5,84.1,45.2,2.31,
IS00,2020,5.5,80.3,43.7,2.44,
IS00,2021,6.1,79.8,42.6,2.73,
IS00,2022,3.8,83.3,42.9,2.56,
IS00,2023,3.5,83.7,44,2.62,
IS00,2024,3.6,85.4,46.3,2.47,
ITC1,2013,10.6,62.2,15.9,2,
ITC1,2014,11.3,62.4,16.2,2.21,98.7
ITC1,2015,10.3,63.7,16.6,2.17,100
ITC1,2016,9.4,64.4,17,2.2,101.3
ITC1,2017,9.1,65.2,18.1,2.06,104.2
ITC1,2018,8.2,65.9,19.3,2.18,105.2
ITC1,2019,7.6,66.1,19.3,2.27,104.8
ITC1,2020,7.5,64.6,19.6,2.34,95.3
ITC1,2021,7.3,65,20,2.08,103
ITC1,2022,6.5,66.3,19.9,2.12,107
ITC1,2023,6.2,67.1,20.9,2.13,107.3
ITC1,2024,5.4,69,21.2,,
ITC2,2013,8.3,65.6,16.1,0.4,
ITC2,2014,8.9,66.2,15.2,0.45,101.2
ITC2,2015,8.9,66.2,15.5,0.65,100
ITC2,2016,8.7,66.4,15.8,0.57,98.1
ITC2,2017,7.8,67.1,18,0.52,100.4
ITC2,2018,7.1,67.8,18.8,0.49,101.4
ITC2,2019,6.5,68.4,18.9,0.49,101.1
ITC2,2020,5.8,67.1,18.8,0.58,91.8
ITC2,2021,7.3,66.5,18.9,0.58,96.3
ITC2,2022,5.4,69.8,19.6,0.51,101.7
ITC2,2023,4,71.8,20.8,0.54,103.3
ITC2,2024,3.9,72.1,21.4,,
ITC3,2013,9.9,60.6,20,1.34,
ITC3,2014,10.9,60.7,19.3,1.38,100.2
ITC3,2015,9.2,62.4,19.7,1.47,100
ITC3,2016,9.8,62.7,19.6,1.56,100.6
ITC3,2017,9.5,62.4,19.6,1.41,101.8
ITC3,2018,9.8,63.1,22,1.36,101.2
ITC3,2019,9.5,63.3,22,1.48,101.5
ITC3,2020,8.2,62.5,21.7,1.56,90.4
ITC3,2021,8.4,63.5,21.9,1.62,96.9
ITC3,2022,7,66,22.3,1.5,100.9
ITC3,2023,6.1,67.4,23.5,1.47,102.8
ITC3,2024,5.4,67.3,23.8,,
ITC4,2013,8,64.8,17.2,1.3,
ITC4,2014,8.2,64.9,17.9,1.28,99
ITC4,2015,7.9,65.1,19.3,1.25,100
ITC4,2016,7.4,66.2,19.3,1.28,102
ITC4,2017,6.4,67.3,20.4,1.28,104.1
ITC4,2018,6,67.7,21.3,1.32,105.9
ITC4,2019,5.6,68.4,21.2,1.34,106.1
ITC4,2020,5.1,66.8,21.6,1.36,98.7
ITC4,2021,5.9,66.5,21.2,1.29,108.2
ITC4,2022,4.9,68.2,21.8,1.17,113
ITC4,2023,4,69.3,23.5,1.19,113.7
ITC4,2024,3.7,69.4,23.9,,
ITF1,2013,11.3,55,17.5,0.86,
ITF1,2014,12.6,53.9,16.5,0.95,100
ITF1,2015,12.6,54.5,17,0.94,100
ITF1,2016,12.1,55.7,17,1.01,100.4
ITF1,2017,11.7,56.8,18.3,0.97,101
ITF1,2018,10.8,58,19.3,0.93,100.9
ITF1,2019,11.1,58.3,20.6,1.06,101.6
ITF1,2020,9.6,57.1,21,1.02,93
ITF1,2021,9.3,57.8,21.2,1.14,100
ITF1,2022,9.4,58.4,21.6,1.08,106
ITF1,2023,8.1,61.3,22.2,1.1,108.3
ITF1,2024,7.1,62.1,23.8,,
ITF2,2013,15.6,47.6,16.7,0.76,
ITF2,2014,15.2,48.5,17,0.66,98.3
ITF2,2015,14.4,49.4,18,,100
ITF2,2016,12.8,51.9,18.4,,100.6
ITF2,2017,14.6,51.7,19.7,1.09,102.3
ITF2,2018,12.7,53.6,19.6,1.27,103.4
ITF2,2019,12,54.7,19.2,1.16,104.8
ITF2,2020,9.8,53.6,19.2,1.03,96.8
ITF2,2021,10.9,52.3,19.5,0.95,102.7
ITF2,2022,10.5,54.8,20.2,0.67,106.3
ITF2,2023,9.6,56.9,21.9,0.79,107.6
ITF2,2024,7.9,57.9,23.1,,
ITF3,2013,21.5,39.7,14.3,1.29,
ITF3,2014,21.8,39.2,14.3,1.25,98.3
ITF3,2015,19.8,39.6,14.9,1.24,100
ITF3,2016,20.4,41.2,15.2,1.21,100.5
ITF3,2017,20.9,42,15.5,1.23,101.5
ITF3,2018,20.3,41.6,15.6,1.29,101.9
ITF3,2019,20,41.5,15.7,1.29,102.6
ITF3,2020,18.2,40.6,16.1,1.34,93.7
ITF3,2021,19.3,41.3,16.5,1.33,100.6
ITF3,2022,17.1,43.4,16.9,1.26,107.2
ITF3,2023,17.4,44.4,17.8,1.22,108.5
ITF3,2024,15.6,45.4,18.7,,
ITF4,2013,19.8,42.3,13.2,0.82,
ITF4,2014,21.5,42.1,14,0.98,98.9
ITF4,2015,19.7,43.3,13.3,0.99,100
ITF4,2016,19.4,44.3,13.3,0.82,100.8
ITF4,2017,18.9,44.5,14,0.77,101.4
ITF4,2018,16.1,45.6,14.8,0.78,102.4
ITF4,2019,14.8,46.4,15.3,0.81,102.4
ITF4,2020,14.1,46.1,15.3,0.84,95.6
ITF4,2021,14.6,46.7,15.8,0.86,103.1
ITF4,2022,12.1,49.4,16.2,0.84,109.1
ITF4,2023,11.6,50.7,17.5,0.82,110.4
ITF4,2024,9.3,51.2,18,,
ITF5,2013,15.3,46.2,15.1,0.52,
ITF5,2014,14.7,47.2,15.1,0.56,91.8
ITF5,2015,13.7,49.2,15.5,0.61,100
ITF5,2016,13.3,50.3,15.9,,102.4
ITF5,2017,12.8,49.5,16.5,0.65,102.8
ITF5,2018,12.5,49.4,15.9,0.61,105.6
ITF5,2019,10.8,50.8,17,0.64,104.1
ITF5,2020,8.7,50.7,17.6,0.67,94.7
ITF5,2021,8.3,52.5,17.6,0.54,104.3
ITF5,2022,7.1,53.1,17.5,0.64,104.8
ITF5,2023,7.5,54.9,19.7,0.64,105.3
ITF5,2024,6.7,56,20.2,,
ITF6,2013,22.3,38.9,14,0.55,
ITF6,2014,23.5,39.3,15.2,0.8,98.2
ITF6,2015,23,38.9,15.7,0.71,100
ITF6,2016,23.2,39.6,15.1,0.57,99.4
ITF6,2017,21.6,40.8,15.1,0.52,99.8
ITF6,2018,21.6,42.1,15.2,0.54,98.8
ITF6,2019,20.9,42,15.9,0.57,98.8
ITF6,2020,19.9,41.1,15.8,0.61,90.8
ITF6,2021,18,42,16.2,0.59,97.1
ITF6,2022,14.6,43.5,16.6,0.58,101.2
ITF6,2023,15.9,44.6,19,0.64,102.6
ITF6,2024,13.1,44.8,20.1,,
ITG1,2013,21,39.3,13.4,0.9,
ITG1,2014,22.2,39,13.3,1.07,99.5
ITG1,2015,21.4,40,13.2,1,100
ITG1,2016,22.1,40.1,13.1,0.79,100.2
ITG1,2017,21.5,40.6,13.6,0.76,100.7
ITG1,2018,21.3,40.8,14,0.83,99.7
ITG1,2019,19.9,41.3,14.2,0.84,99.7
ITG1,2020,18.1,40.9,14.6,0.9,92.1
ITG1,2021,18.7,41.1,14.8,0.92,99.3
ITG1,2022,16.6,42.6,15.2,0.88,107.6
ITG1,2023,15.8,44.9,16.8,0.95,110
ITG1,2024,13,46.8,17.8,,
ITG2,2013,17.5,48.3,14,0.78,
ITG2,2014,18.7,48.6,13.1,0.77,97.5
ITG2,2015,17.4,50.1,14.7,0.82,100
ITG2,2016,17.3,50.3,15,0.84,97.9
ITG2,2017,17,50.5,16.2,0.77,98.5
ITG2,2018,15.4,52.7,16,0.81,98.7
ITG2,2019,14.8,53.9,17.5,0.84,99.9
ITG2,2020,13,52.3,18,0.9,91.1
ITG2,2021,13.5,53.6,17.4,0.83,97.9
ITG2,2022,11.5,54.9,17.9,0.86,104.5
ITG2,2023,10.1,56.1,18.6,0.84,105.9
ITG2,2024,8.3,57.7,19,,
ITH1,2013,4.4,71.4,14.8,0.6,
ITH1,2014,4.4,70.8,16.2,0.67,98.2
ITH1,2015,3.8,71.4,16.3,0.71,100
ITH1,2016,3.7,72.7,16.5,0.65,101
ITH1,2017,3.1,72.9,16.8,0.68,102.8
ITH1,2018,2.9,73.5,17.7,0.83,106.4
ITH1,2019,2.9,74.1,17.1,0.75,108
ITH1,2020,3.7,72.2,17.7,0.91,99.1
ITH1,2021,3.8,70.7,17.6,0.83,104.6
ITH1,2022,2.3,74.1,18.1,0.74,111.8
ITH1,2023,2,74.4,18.9,0.67,113.1
ITH1,2024,2,74.2,19.1,,
ITH2,2013,6.5,65.5,16.6,1.73,
ITH2,2014,7,65.9,18.3,1.73,100.7
ITH2,2015,6.8,66.1,18.7,1.73,100
ITH2,2016,6.9,66,18.7,1.5,101.6
ITH2,2017,5.7,67.6,20.8,1.52,102.8
ITH2,2018,4.8,68.2,21.2,1.54,106.1
ITH2,2019,5,68.5,21.3,1.54,107.7
ITH2,2020,5.4,67.1,22.1,1.58,100.2
ITH2,2021,4.8,67.3,21.8,1.48,105.9
ITH2,2022,3.8,69.5,21.4,1.47,112.2
ITH2,2023,3.8,70.2,23.5,1.6,112.3
ITH2,2024,2.7,71.2,23.7,,
ITH3,2013,7.6,63.1,14.9,1.13,
ITH3,2014,7.5,63.7,15.4,1.08,98.8
ITH3,2015,7.1,63.6,15.9,1.11,100
ITH3,2016,6.8,64.7,16.2,1.28,101.9
ITH3,2017,6.3,66,17.9,1.32,104
ITH3,2018,6.4,66.6,18.9,1.39,104.8
ITH3,2019,5.6,67.6,19.4,1.38,105.7
ITH3,2020,5.8,65.9,20,1.39,95.9
ITH3,2021,5.3,65.7,19.7,1.27,104
ITH3,2022,4.2,67.8,19.7,1.23,109.4
ITH3,2023,4.2,70.4,20.5,1.2,110.5
ITH3,2024,3,70.2,21.7,,
ITH4,2013,7.7,63,17.3,1.51,
ITH4,2014,8,63.1,17.2,1.56,98
ITH4,2015,8,63.7,17.6,1.57,100
ITH4,2016,7.6,64.7,17.4,1.59,99.9
ITH4,2017,6.7,65.7,19.9,1.57,101.6
ITH4,2018,6.7,66.3,21.1,1.65,103.2
ITH4,2019,6.1,66.6,20.7,1.68,104.2
ITH4,2020,5.6,67,21.3,1.73,96.1
ITH4,2021,5.7,67.4,21.2,1.66,104.1
ITH4,2022,5.3,68.5,21.3,1.51,106.4
ITH4,2023,4.6,68.7,22,1.69,105.8
ITH4,2024,4.3,69.8,24.1,,
ITH5,2013,8.4,66.2,17.8,1.65,
ITH5,2014,8.4,66.3,18.7,1.71,99.4
ITH5,2015,7.8,66.7,20.3,1.8,100
ITH5,2016,7,68.4,20.7,1.97,101.8
ITH5,2017,6.6,68.6,21.2,1.98,104.1
ITH5,2018,5.8,69.6,22.1,2.03,105.6
ITH5,2019,5.5,70.4,22.9,2.08,105.6
ITH5,2020,5.8,68.8,23.4,2.11,97.4
ITH5,2021,5.5,68.5,23.3,2.16,106.3
ITH5,2022,5,69.7,22.8,1.99,110.6
ITH5,2023,5,70.6,23.7,2.11,110.7
ITH5,2024,4.3,70.3,24.9,,
ITI1,2013,8.7,63.7,17,1.28,
ITI1,2014,10.1,63.8,17.4,1.3,100
ITI1,2015,9.2,64.8,19.3,1.32,100
ITI1,2016,9.5,65.3,20.3,1.32,100.9
ITI1,2017,8.6,66,20.7,1.45,102.2
ITI1,2018,7.3,66.6,21.4,1.56,103.5
ITI1,2019,6.7,66.9,21,1.61,106.2
ITI1,2020,6.7,66.1,20.8,1.66,92.9
ITI1,2021,7.5,65.6,20.8,1.58,100.6
ITI1,2022,6,68.6,21.5,1.5,107.4
ITI1,2023,5.3,69.3,22.4,1.39,107.3
ITI1,2024,4,70.9,23.3,,
ITI2,2013,10.3,60.9,20.2,0.83,
ITI2,2014,11.3,61,20.1,0.95,97.2
ITI2,2015,10.5,63.1,19.8,,100
ITI2,2016,9.6,62.7,20.7,,99.3
ITI2,2017,10.6,62.9,21.2,0.96,100.8
ITI2,2018,9.2,63,20.7,1.01,102.8
ITI2,2019,8.4,64.6,22.3,1.02,102.4
ITI2,2020,8.2,63.6,23,1.05,92.9
ITI2,2021,6.6,64.4,22.5,0.98,99.9
ITI2,2022,7.1,64.9,22.5,0.9,104.2
ITI2,2023,6,66.5,23.8,0.91,104.1
ITI2,2024,4.8,68,25.6,,
ITI3,2013,11,61.1,18.3,0.83,
ITI3,2014,10.1,62.4,18.6,0.88,100.5
ITI3,2015,10,62.1,18.5,0.86,100
ITI3,2016,10.6,62.2,19.2,1.03,100.7
ITI3,2017,10.6,62.2,20.7,1.1,102.4
ITI3,2018,8.1,64.6,20.5,1.08,103
ITI3,2019,8.6,65,21.5,1.07,103.5
