nuts2_id,year,unemp_rate,emp_rate,tertiary_share_25_64,rd_gerd,gva
DE14,2023,2.1,80.5,37.3,3.93,111.9
DE14,2024,2.8,79.7,39.7,,
DE21,2013,2.5,78.6,37,4.35,
DE21,2014,2.5,78.9,37.1,,97.8
DE21,2015,2.7,78.8,37.1,4.3,100
DE21,2016,2.4,79.6,38.4,,102.7
DE21,2017,2.2,80.2,39.5,3.98,106.9
DE21,2018,2.3,80.3,40.6,,106.8
DE21,2019,1.9,81.2,40.5,4.39,109.5
DE21,2020,2.8,79.1,41.8,,104.1
DE21,2021,2.7,79.5,43.2,4.46,110.1
DE21,2022,2.2,80.8,42.3,,113.5
DE21,2023,2.3,80.9,42.6,5.26,114.6
DE21,2024,2.7,80.9,44.1,,
DE22,2013,3.2,76.9,23.2,,
DE22,2014,2.9,77.5,21.1,,99.9
DE22,2015,2.5,77.8,21.1,1.25,100
DE22,2016,2.1,78.8,21.9,,102.2
DE22,2017,2.1,79.2,22.1,1.32,106.4
DE22,2018,2,79.1,21.5,,105.3
DE22,2019,2,80.1,22.8,1.59,106.4
DE22,2020,,78.7,24.4,,103.7
DE22,2021,1.8,80.2,27.4,1.35,107.9
DE22,2022,,82,27.2,,111.1
DE22,2023,,81.4,26,0.68,111.4
DE22,2024,2,80.5,26.9,,
DE23,2013,3.4,75.9,26.7,,
DE23,2014,2.7,77.6,25.2,,99.6
DE23,2015,2.8,77.1,25,2,100
DE23,2016,2.9,76.4,24.8,,101.7
DE23,2017,2.2,77.7,24.4,2.46,106.7
DE23,2018,1.9,79,24.9,,106.9
DE23,2019,2.3,79.3,26.1,2.71,107.4
DE23,2020,,79.2,29.7,,103.8
DE23,2021,2.4,79.7,31.1,2.73,108.6
DE23,2022,,80.3,30.4,,110.7
DE23,2023,2.1,80.2,31.4,1.79,111.9
DE23,2024,2.5,80.2,32.3,,
DE24,2013,3.9,76.3,26.1,1.84,
DE24,2014,4,76.8,24.4,,97.7
DE24,2015,3.9,76.5,23.5,1.91,100
DE24,2016,3.3,77,23.2,,102.2
DE24,2017,3,77.3,24.8,2.08,106.1
DE24,2018,2.3,78.3,24.7,,106.2
DE24,2019,2.3,79.8,26.1,2.52,106.2
DE24,2020,,80.6,27.7,,101.9
DE24,2021,3.3,78.2,30.6,2.49,106.2
DE24,2022,3,78.9,27.4,,106.1
DE24,2023,2.5,81.2,26.3,2.87,107.2
DE24,2024,2.8,80.2,28.6,,
DE25,2013,3.1,76.2,28.9,3.7,
DE25,2014,3.1,76.6,27.8,,99.1
DE25,2015,3,76.6,28.4,3.71,100
DE25,2016,2.5,76.3,29.4,,102.8
DE25,2017,2.1,77.2,30.1,3.55,106.6
DE25,2018,1.8,77.8,30.7,,108.1
DE25,2019,2.1,77.7,30.9,3.69,109.1
DE25,2020,3.8,76,33.8,,104.2
DE25,2021,3.4,77.5,32.8,3.66,108.3
DE25,2022,2.9,78.4,33.5,,109.3
DE25,2023,2.4,79.7,36,2.52,110.4
DE25,2024,2.7,81.7,36.3,,
DE26,2013,3.3,76.3,28.4,2.31,
DE26,2014,2.9,76.4,25.7,,99.9
DE26,2015,3,76.6,26.9,2.08,100
DE26,2016,2.5,77,27.2,,102.5
DE26,2017,2.3,76.9,27.7,2.81,105.7
DE26,2018,2,78.6,27.4,,105.9
DE26,2019,2,78.9,28.8,2.86,106.1
DE26,2020,,77.5,31.3,,100.8
DE26,2021,2.6,79.4,30.8,3.05,104.1
DE26,2022,2.2,79.1,29.8,,105.1
DE26,2023,2.1,79.4,32.3,2.04,106.1
DE26,2024,2.7,78.7,32.3,,
DE27,2013,3.3,77.2,26.2,1.26,
DE27,2014,3,77.4,25.2,,98.7
DE27,2015,3,77.6,25.6,1.57,100
DE27,2016,2.7,78.7,24.4,,102.5
DE27,2017,2.6,79,25.9,1.6,105.2
DE27,2018,2.4,78.8,26.7,,106.7
DE27,2019,2.2,79.9,27.9,1.66,107.6
DE27,2020,2.5,80.1,32.4,,103.4
DE27,2021,2.8,79.8,30.4,1.5,105.1
DE27,2022,2.3,80.7,29.8,,106.2
DE27,2023,1.8,81.1,31.2,1.37,107.2
DE27,2024,2.6,81,33.4,,
DE30,2013,10.4,68.6,36.9,3.55,
DE30,2014,9.8,69,36.1,,96.8
DE30,2015,9.5,69,36.6,3.52,100
DE30,2016,7.8,71.6,39.1,,105.2
DE30,2017,7,72.8,40.5,3.36,109.8
DE30,2018,6.1,74.3,42.1,,113.9
DE30,2019,5.3,74.9,43.1,3.32,117.4
DE30,2020,6.1,73.3,42.9,,113.7
DE30,2021,5.7,73.4,46.7,3.37,118.6
DE30,2022,4.8,75.3,48.2,,124.2
DE30,2023,5.2,74.1,45.1,3.07,126.9
DE30,2024,5.5,73.9,45.3,,
DE40,2013,7.3,74.8,30,1.54,
DE40,2014,6.7,74.7,27.7,,99.4
DE40,2015,5.7,75.2,27.7,1.67,100
DE40,2016,4.6,76.8,27.2,,102.1
DE40,2017,4.5,76.8,26.9,1.69,104.8
DE40,2018,4.1,77.2,28.2,,105.4
DE40,2019,3.4,78.1,28.8,1.78,107.1
DE40,2020,4.2,77,29.2,,104.3
DE40,2021,3,78.2,31.3,1.75,106.4
DE40,2022,3.3,77.9,29.5,,108.9
DE40,2023,3.3,76.8,30.4,1.44,112
DE40,2024,3.1,78,32.1,,
DE50,2013,7,67.5,26.5,2.74,
DE50,2014,6.6,68.2,26.5,,99.9
DE50,2015,5.6,67.9,26.2,2.84,100
DE50,2016,5.4,71.1,27.6,,101.9
DE50,2017,4.3,71.7,28.4,2.8,103.4
DE50,2018,4.3,71.4,28.4,,103.1
DE50,2019,5.1,71.9,28.8,3.03,101.4
DE50,2020,,70.6,30.8,,96.1
DE50,2021,6.5,69.4,33.6,3.25,101.2
DE50,2022,5.6,69.8,31,,103.5
DE50,2023,4.7,71,29.9,2.85,103.4
DE50,2024,4.8,71.8,31,,
DE60,2013,4.7,73.8,31.6,2.29,
DE60,2014,5,74.7,33.6,,98.3
DE60,2015,4.3,75.1,34.9,2.24,100
DE60,2016,4.1,75.5,36.4,,102.2
DE60,2017,4.2,76.4,35.7,2.14,104.1
DE60,2018,4.1,76.4,36.9,,104.1
DE60,2019,3.6,76.9,37.1,2.16,107.2
DE60,2020,4.8,75.5,36.7,,101.6
DE60,2021,4.5,75.8,41.4,2.21,104.4
DE60,2022,4,75.6,38.1,,109.6
DE60,2023,4.1,75.5,40,2.66,108.9
DE60,2024,4.8,75.6,41.8,,
DE71,2013,4.3,74,32.5,3.09,
DE71,2014,4.5,72.9,32,,99.9
DE71,2015,4.1,73.8,32.3,3.16,100
DE71,2016,4,74.1,33.3,,102.6
DE71,2017,3.5,74.9,34.4,3.26,105
DE71,2018,3.1,75.3,33.9,,105.6
DE71,2019,3.1,76.3,34.8,3.47,106.8
DE71,2020,4.2,74.7,32.7,,101.2
DE71,2021,4.1,73.6,34.1,3.38,106.3
DE71,2022,3.9,74.8,34.6,,106.8
DE71,2023,3.1,76.5,37.1,3.38,108.7
DE71,2024,3.4,76.5,38.2,,
DE72,2013,4.5,72.5,29.4,2.43,
DE72,2014,4.5,72.8,25.8,,100.2
DE72,2015,3.9,72.2,27.2,2.56,100
DE72,2016,4,73.3,28.1,,102.5
DE72,2017,3.6,73.5,28.6,2.56,106
DE72,2018,3.6,73,27.5,,107.3
DE72,2019,3.3,73.7,28.8,2.23,108.7
DE72,2020,5.2,69.3,30,,104.2
DE72,2021,3.5,72.6,31,2.72,109
DE72,2022,2.6,75.8,31.3,,108.5
DE72,2023,3,75.6,30.9,2.59,110.1
DE72,2024,3.7,74.5,32,,
DE73,2013,4.3,73.8,26.3,1.86,
DE73,2014,4.4,73.4,22.5,,99
DE73,2015,3.6,74.2,23.1,1.6,100
DE73,2016,3.7,75.3,24.1,,103.4
DE73,2017,2.5,75.9,25.6,1.63,104.7
DE73,2018,2.9,76.3,25.4,,104.6
DE73,2019,2.8,77,25.8,2.01,106.4
DE73,2020,,76,28.1,,98.9
DE73,2021,3,76.1,26.9,1.93,102.9
DE73,2022,2.4,75.8,25.9,,107.7
DE73,2023,2.1,76.7,27.4,1.53,109.4
DE73,2024,2.2,77.4,29.2,,
DE80,2013,10.1,70.5,26.3,1.81,
DE80,2014,9.6,71.1,24.1,,100
DE80,2015,7.8,71.7,25.5,1.88,100
DE80,2016,6.3,72.5,25.8,,101.4
DE80,2017,5.2,73.5,26.5,1.77,105.9
DE80,2018,4.9,73.2,25.5,,103.9
DE80,2019,4,74.9,26,1.78,108.3
DE80,2020,4.5,75.6,27.3,,103.9
DE80,2021,3.8,76.7,27.3,1.77,106
DE80,2022,3.8,76.1,25.5,,109.7
DE80,2023,4.3,76.2,27,1.33,113.9
DE80,2024,3.7,76.4,28,,
DE91,2013,6.2,70,25.7,7.03,
DE91,2014,5.5,70.5,25.3,,105.8
DE91,2015,4.9,71.5,26.2,9.35,100
DE91,2016,4.6,71.3,25.1,,115.9
DE91,2017,4.4,72.3,27.2,7.93,114.1
DE91,2018,4,73.5,28.5,,118.2
DE91,2019,3.3,74.4,29.2,7.61,121.3
DE91,2020,4.5,72.5,32,,110.1
DE91,2021,3.9,73.5,31.2,6.09,107.8
DE91,2022,3.1,75.4,32.8,,107.8
DE91,2023,3.1,76.1,34.4,6.1,109.2
DE91,2024,3.5,76,34.9,,
DE92,2013,5.4,73.1,27,2.29,
DE92,2014,5.2,73.2,25.2,,99.9
DE92,2015,4.7,72.6,26,2.39,100
DE92,2016,4.7,72.1,25.4,,104
DE92,2017,4.5,72.7,25.7,2.26,105
DE92,2018,4.1,73.9,27.4,,105.7
DE92,2019,3.5,75.3,28.3,2.37,107.2
DE92,2020,3.7,74.5,28.3,,102.6
DE92,2021,2.8,76,30.2,2.53,106.5
DE92,2022,3.1,76.6,30.5,,105.6
DE92,2023,3,76.4,31,3.28,106.4
DE92,2024,3,77.1,33.7,,
DE93,2013,4.4,74.8,23.2,1.06,
DE93,2014,4,75.7,21.6,,99.2
DE93,2015,3.5,76.1,23,0.98,100
DE93,2016,3.3,75.6,22.5,,100.8
DE93,2017,3.4,76.4,23.1,0.92,102.8
DE93,2018,2.5,77.6,23.5,,103.9
DE93,2019,2.6,77.7,24,0.85,106.2
DE93,2020,3.8,74.1,26.9,,104.6
DE93,2021,3.1,77.5,26.7,0.87,107.8
DE93,2022,2.6,78.5,27.7,,109.6
DE93,2023,2.6,78.3,27.3,0.99,110.2
DE93,2024,2.6,79.3,30.5,,
DE94,2013,4,74.4,22.3,0.78,
DE94,2014,4.1,74.1,20.6,,98.7
DE94,2015,4,73.8,20.8,0.94,100
DE94,2016,3.6,74.5,20,,103.1
DE94,2017,3,75.6,20.6,0.92,105.8
DE94,2018,2.7,76.1,21.5,,105.3
DE94,2019,3,76.5,22.8,1.01,107
DE94,2020,3.3,74.9,25,,104.8
DE94,2021,3.6,74.8,26.5,1.03,108.1
DE94,2022,2.7,77.8,27.9,,111.3
DE94,2023,2.5,77.9,27.5,0.78,112.1
DE94,2024,3.1,77.6,29,,
DEA1,2013,6.4,69.3,24.6,1.71,
DEA1,2014,6.4,69.8,23.8,,99.5
DEA1,2015,5.9,69.7,24.8,1.8,100
DEA1,2016,4.9,70.3,26.5,,100.9
DEA1,2017,4.3,71.5,26.1,1.96,103.8
DEA1,2018,4.3,71.9,25.9,,105.1
DEA1,2019,3.8,72.5,26.5,2,104.4
DEA1,2020,5.1,70.9,28.9,,100.6
DEA1,2021,4.4,71.1,29.3,1.95,103.5
DEA1,2022,3.9,73.3,28.7,,103.4
DEA1,2023,4,73.9,29.3,1.66,102.9
DEA1,2024,4.2,74.1,29.8,,
DEA2,2013,5.8,69.6,29.3,2.93,
DEA2,2014,5.3,70.5,28.3,,97.1
DEA2,2015,4.8,70.9,28.5,2.84,100
DEA2,2016,3.9,72.4,30.3,,101
DEA2,2017,3.7,72.6,30.3,2.98,103.8
DEA2,2018,3.7,72.4,30.5,,105.5
DEA2,2019,3.4,73.6,30.9,3.04,104.4
DEA2,2020,4.1,72.9,32.2,,99.5
DEA2,2021,4.1,72.9,34.8,3.33,102.6
DEA2,2022,3.2,74.8,34.4,,103.7
DEA2,2023,3.3,75.2,37,4.04,103.5
DEA2,2024,3.7,75.7,36.9,,
DEA3,2013,5.1,70.1,24.7,1.1,
DEA3,2014,4.9,70.8,22.7,,98.8
DEA3,2015,4.4,71.9,24.1,1.14,100
DEA3,2016,4.3,71.8,24.5,,102.3
DEA3,2017,3.9,71.8,23.8,1.22,105.4
DEA3,2018,3.6,73.8,24.4,,105.6
DEA3,2019,3.4,74.7,25.7,1.34,106.9
DEA3,2020,3.6,74.2,26.6,,105
DEA3,2021,3.7,74.2,27.4,1.3,107.4
DEA3,2022,3.4,75.4,27.4,,108.3
DEA3,2023,3,74.8,27.6,1.16,108
DEA3,2024,3.4,75.9,28.8,,
DEA4,2013,5,72.9,23.2,1.95,
DEA4,2014,5,72.7,21.7,,100
DEA4,2015,4.7,73.1,22,1.88,100
DEA4,2016,4.1,73.8,23,,102.2
DEA4,2017,3.9,74.1,22.8,1.97,103.7
DEA4,2018,3.3,75.1,23.5,,104.9
DEA4,2019,3,76,24,1.97,106.2
DEA4,2020,3.7,75.4,25.9,,103.9
DEA4,2021,3.9,74.7,26.6,1.9,105.4
DEA4,2022,2.7,75.2,26.7,,105.6
DEA4,2023,2.4,77.2,28.5,1.75,105.2
DEA4,2024,3.5,78.2,31.5,,
DEA5,2013,6.6,69.2,22.2,1.64,
DEA5,2014,5.7,70.1,20.9,,99.6
DEA5,2015,5.7,69.9,22,1.67,100
DEA5,2016,5,69.9,22.7,,100.9
DEA5,2017,4.7,70.7,22.4,1.75,103.1
DEA5,2018,4,72.2,22.7,,104.4
DEA5,2019,3.9,72.8,23.1,1.82,104.4
DEA5,2020,5.1,71.1,25.5,,99.8
DEA5,2021,4.2,71.4,26.7,1.84,103.5
DEA5,2022,3.9,74,26.4,,104.3
DEA5,2023,3.6,74.6,27.3,1.75,103.8
DEA5,2024,3.6,74.4,26,,
DEB1,2013,3.8,74.2,22.7,0.75,
DEB1,2014,4.1,74.1,21.9,,98.9
DEB1,2015,3.4,74.5,22.2,0.73,100
DEB1,2016,3.4,75.2,23.2,,100.9
DEB1,2017,3.1,75.2,24.3,0.7,104.2
DEB1,2018,2.8,76.9,25.5,,104.7
DEB1,2019,2.3,77.5,26.4,0.87,105.7
DEB1,2020,,74.8,27.3,,102.3
DEB1,2021,2.8,76.5,27.2,0.89,105.1
DEB1,2022,2.8,78,26.2,,107.1
DEB1,2023,2.5,77.2,27.6,1,105.2
DEB1,2024,3.2,78.5,30.2,,
DEB2,2013,3.1,75.8,27.5,3.18,
DEB2,2014,3,77.6,25.7,,98.3
DEB2,2015,2.9,76.7,25.2,3.02,100
DEB2,2016,2.7,76.9,26.1,,102.1
DEB2,2017,2,77.9,27.5,0.9,102.5
DEB2,2018,2.6,78.6,28.4,,103
DEB2,2019,2,79.6,29.4,0.91,103.3
DEB2,2020,,75.4,31.6,,100.1
DEB2,2021,,75.6,28.9,0.93,100.7
DEB2,2022,,79.7,29.9,,103.3
DEB2,2023,,82.7,29.2,3.3,101.6
DEB2,2024,,81.2,29.4,,
DEB3,2013,4.4,73.2,28.7,2.83,
DEB3,2014,4,73.3,26.7,,97.1
DEB3,2015,4.1,73.2,27.8,3.32,100
DEB3,2016,4.1,73.5,27.7,,101.1
DEB3,2017,3.8,73.7,27.1,3.98,101.7
DEB3,2018,3.5,73.9,28.5,,101.6
DEB3,2019,3.3,74.9,30.1,4.12,101.5
DEB3,2020,4,75.2,32.7,,96.5
DEB3,2021,4.2,75.4,31.8,4.23,114.8
DEB3,2022,3.6,75.2,32.5,,113.6
DEB3,2023,3.6,76.6,33.8,5.37,105.9
DEB3,2024,3.2,77.5,36.6,,
DEC0,2013,6,69.9,22.6,1.46,
DEC0,2014,5.8,70.2,19.9,,100
DEC0,2015,5.6,70.7,19.7,1.57,100
DEC0,2016,4.9,71.9,23,,99.5
DEC0,2017,4.5,72.6,23,1.75,101.5
DEC0,2018,3.6,73.5,24.5,,100.8
DEC0,2019,3.7,73.6,25,1.85,98.6
DEC0,2020,,73.2,26.3,,93.3
DEC0,2021,3.2,74,27.3,,96.4
DEC0,2022,3.7,74.3,26.8,,97.1
DEC0,2023,3.4,74.8,26.6,1.64,97.2
DEC0,2024,3.6,74.1,27.2,,
DED2,2013,7.3,74.7,34.1,4.01,
DED2,2014,7.4,74.7,31,,96.6
DED2,2015,6.2,75.8,31.1,3.97,100
DED2,2016,4.9,77.3,31.4,,101.2
DED2,2017,4.3,78,31.5,4.11,103.5
DED2,2018,4.1,78.1,32.2,,104.8
DED2,2019,3.5,79.5,31.5,4.41,106
DED2,2020,3.6,78.5,32.1,,101.9
DED2,2021,3.4,77.8,33.7,4.61,104.2
DED2,2022,3.4,78.4,34.2,,107.3
DED2,2023,2.4,79.8,35.5,2.45,107.2
DED2,2024,3.4,79.5,37.4,,
DED4,2013,7.4,75.2,29.7,1.89,
DED4,2014,6.4,76.2,24.8,,99.3
DED4,2015,5.4,75.8,25.8,1.78,100
DED4,2016,4.4,76.8,23.9,,101.8
DED4,2017,4.1,77.8,24.2,1.86,103.6
DED4,2018,3.4,78.6,24.7,,103.4
DED4,2019,3.7,78.9,25.3,1.9,103.6
DED4,2020,,78.9,27,,98.2
DED4,2021,2.3,80.3,25.5,1.91,101.2
DED4,2022,2.3,79.6,25,,102.9
DED4,2023,3.3,78,24.3,2.07,103.2
DED4,2024,3.1,78.3,27,,
DED5,2013,9.2,73.3,35.3,1.97,
DED5,2014,8.3,73.4,30,,98.8
DED5,2015,7.7,73.7,30.7,2.02,100
DED5,2016,6,74.9,31.3,,102.8
DED5,2017,5.1,76.3,32.3,1.97,106.3
DED5,2018,4.8,77.3,32.9,,107.1
DED5,2019,4.7,77.3,34.3,2.09,110.2
DED5,2020,5.3,75.8,37,,106.8
DED5,2021,4.5,76.7,36.9,2.21,110.4
DED5,2022,3.5,79.3,35.9,,112.2
DED5,2023,4.5,78.8,36,2.17,112.5
DED5,2024,5.2,76.5,38.1,,
DEE0,2013,9.1,73.3,25.7,1.41,
DEE0,2014,8.8,72.9,23.7,,99.9
DEE0,2015,8,73.6,23.4,1.41,100
DEE0,2016,7.4,73.7,22.9,,101.6
DEE0,2017,6.9,73.9,22.2,1.5,102.7
DEE0,2018,5.3,75,21.5,,102.4
DEE0,2019,4.6,75.7,23.1,1.53,103.9
DEE0,2020,4.8,76.1,22.6,,101
DEE0,2021,4.2,76,25.1,1.6,102.8
DEE0,2022,3.9,76.6,25.3,,105
DEE0,2023,3.8,76.1,25.6,1.42,104.2
DEE0,2024,4.2,76.3,25.8,,
DEF0,2013,4.9,73.7,24.8,1.49,
DEF0,2014,4.6,74.2,23.4,,99.5
DEF0,2015,4.2,74.7,23.8,1.5,100
DEF0,2016,4,74.1,24.1,,102.3
DEF0,2017,3.6,75.1,24.2,1.56,105.4
DEF0,2018,3.1,75.6,24.4,,105.8
DEF0,2019,2.9,77.4,24.7,1.66,108.2
DEF0,2020,3.5,75.9,26.9,,105.9
DEF0,2021,3.2,77,28.3,1.67,106
DEF0,2022,2.9,76.8,26.5,,108.3
DEF0,2023,3.1,76.4,29.1,1.55,107.7
DEF0,2024,3.4,76.6,31.8,,
DEG0,2013,6,75.5,30,2.16,
DEG0,2014,6,75.5,27,,99.5
DEG0,2015,5.8,74.2,26.4,2.05,100
DEG0,2016,5.1,75.8,26.9,,101.2
DEG0,2017,4.4,76.6,26.8,2.22,103.4
DEG0,2018,4.1,77.1,28.3,,103.1
DEG0,2019,3.7,77.6,28.3,2.33,102.9
DEG0,2020,4.2,76.9,29.1,,99.1
DEG0,2021,3.5,77.9,28.4,2.76,101.7
DEG0,2022,3,77.8,27.8,,103.9
DEG0,2023,3.1,77.8,27.9,2.58,104.6
DEG0,2024,3.4,77.2,29.1,,
DK01,2013,7.7,72.7,46.9,4.73,
DK01,2014,7.5,72.8,47.5,4.66,96.6
DK01,2015,6.8,73.8,47.8,4.75,100
DK01,2016,6.2,75.1,49.4,4.88,103.9
DK01,2017,6.2,75.2,49.9,4.58,108
DK01,2018,5.4,75.9,51.1,,110.9
DK01,2019,5.1,76.8,52.7,4.62,112.3
DK01,2020,6.1,76.2,53,,109.2
DK01,2021,5.7,76.5,54.1,,117
DK01,2022,4.7,78.5,53.1,,123.2
DK01,2023,5.2,78.3,55.1,4.63,130
DK01,2024,6.6,78.8,57.1,,
DK02,2013,7.3,69.6,28.9,1.19,
DK02,2014,6.6,70.8,28.8,1.05,95.7
DK02,2015,6,71,29.3,1.12,100
DK02,2016,6.2,71,29.1,1.15,98.7
DK02,2017,5.6,72.2,31.1,1.4,102.6
DK02,2018,5.2,72.2,30.8,,103.7
DK02,2019,4.9,73.6,30.3,1.28,107
DK02,2020,5.4,73.1,30.4,,103.7
DK02,2021,5,74.6,32.1,,110.4
DK02,2022,3.9,75.5,32.9,,112.7
DK02,2023,4.6,75.4,33.1,1.02,113.4
DK02,2024,5.8,76,35.3,,
DK03,2013,7.7,69,28.3,1.75,
DK03,2014,7,69,29.3,1.77,98.7
DK03,2015,6.2,70.7,30.1,1.9,100
DK03,2016,6.1,70.7,30.3,1.78,101.3
DK03,2017,6.1,71.7,32.5,1.32,103.8
DK03,2018,4.9,73.2,32.5,,104.6
DK03,2019,4.8,73.9,33.1,1.46,106.1
DK03,2020,5.1,73.3,33.5,,103.7
DK03,2021,4.5,75.3,33.9,,111.8
DK03,2022,4.5,75.6,34.7,,114.1
DK03,2023,5.2,75.1,35.1,1.96,117.6
DK03,2024,6,76.3,38.4,,
DK04,2013,6.9,71,33.1,2.71,
DK04,2014,6.3,71.1,33.1,2.43,100.5
DK04,2015,5.7,71.9,34.2,2.59,100
DK04,2016,5.4,72.9,36.2,2.49,106.1
DK04,2017,5.4,73.1,37,2.44,109.4
DK04,2018,4.7,74.6,37.7,,110.7
DK04,2019,4.9,75.3,39.4,2.33,113.9
DK04,2020,5.5,74.7,38.9,,113.7
DK04,2021,4.8,75.4,40.2,,122.4
DK04,2022,4.1,76.7,41.3,,120
DK04,2023,5.4,76.4,41.2,2.39,119.9
DK04,2024,6.1,77,43,,
DK05,2013,6.9,69.5,27.5,1.41,
DK05,2014,6.9,70.5,27,1.51,97.4
DK05,2015,6.4,70.4,28.9,1.47,100
DK05,2016,6,70.9,30.8,1.74,100.6
DK05,2017,5.6,71.8,31.5,1.96,104.2
DK05,2018,5.5,72.2,32.1,,104.8
DK05,2019,5.8,72.8,31.6,1.96,105.6
DK05,2020,5.9,72,32,,103.2
DK05,2021,5.2,74.2,35,,110.1
DK05,2022,4.8,75.4,34.8,,109
DK05,2023,4.7,75.8,35.1,1.76,108.4
DK05,2024,5.9,75.7,35.4,,
EE00,2013,8.6,68.5,37.4,1.7,
EE00,2014,7.4,69.6,37.6,1.41,98.4
EE00,2015,6.4,71.4,36.7,1.44,100
EE00,2016,6.9,71.8,37.7,1.22,102.8
EE00,2017,5.8,73.7,38.4,1.25,109.5
EE00,2018,5.4,74.4,39.1,1.38,114
EE00,2019,4.5,74.8,39.5,1.59,117.6
EE00,2020,7,73.2,40.1,1.73,114.4
EE00,2021,6.2,74,41.2,1.75,121.8
EE00,2022,5.6,76.4,42.1,1.76,122.5
EE00,2023,6.4,76.2,41.6,1.84,118.6
EE00,2024,7.6,75.7,41.8,1.99,
EL30,2013,28.7,49.2,35.2,0.95,
EL30,2014,27.4,50,36.3,,99.8
EL30,2015,25.2,51,37,1.16,100
EL30,2016,23,52.8,38,,99.7
EL30,2017,21.6,53.7,38.4,1.47,102.4
EL30,2018,19.9,54.7,39.3,1.56,104
EL30,2019,16.9,57.6,40.2,1.63,107
EL30,2020,14.1,59,41,1.87,98.5
EL30,2021,11.9,60.8,45,1.79,106.9
EL30,2022,10,64,45.6,1.8,112.7
EL30,2023,9.4,64,43.7,1.75,116
EL30,2024,9.1,65.3,44.6,,
EL41,2013,22,51.1,27.4,0.83,
EL41,2014,22.4,49.2,25.3,,101.4
EL41,2015,18,51.3,22.9,0.75,100
EL41,2016,18.3,54.3,25.6,,98.8
EL41,2017,22.5,56.4,24.2,0.69,99.2
EL41,2018,22.3,56.6,24.5,0.68,100.5
EL41,2019,17.7,60.4,26.9,0.71,102.4
EL41,2020,16.5,59.7,29.3,0.88,91.4
EL41,2021,13.9,58.9,27.9,1.02,96.5
EL41,2022,11.5,60.7,26.7,0.91,101.3
EL41,2023,10,62.8,26.7,1.07,103.7
EL41,2024,7.1,64,26.5,,
EL42,2013,21.3,53.4,17.2,0.25,
EL42,2014,20.1,54.5,17.8,,101.7
EL42,2015,14.9,57.9,19.1,0.19,100
EL42,2016,17.5,57.7,17.4,,96.9
EL42,2017,16,58,20.4,0.18,98.5
EL42,2018,16.9,59.3,20.8,0.19,101.1
EL42,2019,13.7,60.5,22.2,0.23,102.4
EL42,2020,16.7,53.6,22.5,0.29,78.7
EL42,2021,18.8,53.6,24.1,0.27,89.2
EL42,2022,10.7,59.2,28.6,0.25,96.6
EL42,2023,7.1,60.9,20.1,0.24,100.3
EL42,2024,9.9,63.3,22.2,,
EL43,2013,25,52,21.6,1.4,
EL43,2014,24,52.5,22,,99.9
EL43,2015,24.3,51.6,24.1,1.53,100
EL43,2016,22.6,53.6,26.8,,98.1
EL43,2017,17.7,56.9,27.9,1.46,101.8
EL43,2018,13.4,60.1,26.6,1.48,102.9
EL43,2019,11.7,61.8,26.3,1.53,103.8
EL43,2020,17.3,56.4,28,1.95,88.2
EL43,2021,16.3,56.8,27.6,1.88,97.8
EL43,2022,12.1,62.1,28.9,1.66,106.9
EL43,2023,10.8,63,28.4,1.67,108.5
EL43,2024,8.6,65.1,28.5,,
EL51,2013,26.8,47.7,19.5,0.62,
EL51,2014,24.3,49.8,20.5,,100.9
EL51,2015,23.4,50.8,22.6,0.69,100
EL51,2016,22.8,51.9,24.6,,101.6
EL51,2017,19.5,53.6,25,0.72,101.7
EL51,2018,16,55.8,25.1,0.74,103.4
EL51,2019,16.2,56.6,23.8,0.78,103.3
EL51,2020,17.2,54.2,24.4,1,94.9
EL51,2021,18.5,54,24.9,1.08,102.5
EL51,2022,14.7,57.1,27.6,1.17,104.9
EL51,2023,12.1,59.6,24.5,1.16,106.6
EL51,2024,11.6,60.5,23.7,,
EL52,2013,30.2,45.2,27.1,0.76,
EL52,2014,28.7,46.3,27.3,,98.2
EL52,2015,26,49.4,29.1,0.85,100
EL52,2016,24.5,51,31.3,,100.8
EL52,2017,22.9,51.7,31.1,1.17,102.3
EL52,2018,20.7,53.3,31.7,1.12,105
EL52,2019,19.6,53.7,31.4,1.13,106.4
EL52,2020,18.4,53.7,32.2,1.38,98.1
EL52,2021,16.1,53.9,33.3,1.39,104.7
EL52,2022,14.7,57.8,33.1,1.26,112.6
EL52,2023,14.1,59.7,34.2,1.52,113.4
EL52,2024,12.8,62,37.1,,
EL53,2013,31.6,43.2,20.1,0.35,
EL53,2014,27.6,46.4,22.3,,109.7
EL53,2015,30.8,45.7,21.9,0.43,100
EL53,2016,31.3,46.3,21.8,,93.7
EL53,2017,29.1,47.9,24.5,0.33,94.1
EL53,2018,27,49.6,26,0.46,93.4
EL53,2019,24.6,50.6,27.1,0.42,87
EL53,2020,19.7,50.7,26.6,0.6,74.6
EL53,2021,19.8,52.1,27.7,0.58,77.5
EL53,2022,17.7,52.3,27.6,0.74,75.8
EL53,2023,16.7,55.6,28.5,0.89,78.2
EL53,2024,12.5,58.7,28.3,,
EL54,2013,27.4,48.1,25.6,0.98,
EL54,2014,26.8,48.3,24.6,,100.5
EL54,2015,24.6,49,25.8,1.21,100
EL54,2016,24.4,50.1,28.2,,100.6
EL54,2017,24.8,50,30,1.51,100.8
