nuts2_id,year,population,erdf_eur,erdf_eur_pc,erdf_eur_pc_l1,erdf_eur_pc_l2,erdf_eur_pc_l3
AL01,1986,,0,,,,
AL01,1987,,0,,,,
AL01,1988,,0,,,,
AL01,1989,,0,,,,
AL01,1990,,0,,,,
AL01,1991,,0,,,,
AL01,1992,,0,,,,
AL01,1993,,0,,,,
AL01,1994,,0,,,,
AL01,1995,,0,,,,
AL01,1996,,0,,,,
AL01,1997,,0,,,,
AL01,1998,,0,,,,
AL01,1999,,0,,,,
AL01,2000,,0,,,,
AL01,2001,,0,,,,
AL01,2002,,0,,,,
AL01,2003,,0,,,,
AL01,2004,,0,,,,
AL01,2005,,0,,,,
AL01,2006,,0,,,,
AL01,2007,,0,,,,
AL01,2008,,0,,,,
AL01,2009,,0,,,,
AL01,2010,,0,,,,
AL01,2011,,0,,,,
AL01,2012,,0,,,,
AL01,2013,,0,,,,
AL01,2014,,0,,,,
AL01,2015,,0,,,,
AL01,2016,830981,0,0,,,
AL01,2017,826904,0,0,0,,
AL01,2018,819793,0,0,0,0,
AL01,2019,813758,0,0,0,0,0
AL01,2020,804689,0,0,0,0,0
AL01,2021,797955,0,0,0,0,0
AL01,2022,783970,0,0,0,0,0
AL01,2023,771020,0,0,0,0,0
AL01,2024,,0,,0,0,0
AL01,2025,633710,0,0,,0,0
AL02,1986,,0,,,,
AL02,1987,,0,,,,
AL02,1988,,0,,,,
AL02,1989,,0,,,,
AL02,1990,,0,,,,
AL02,1991,,0,,,,
AL02,1992,,0,,,,
AL02,1993,,0,,,,
AL02,1994,,0,,,,
AL02,1995,,0,,,,
AL02,1996,,0,,,,
AL02,1997,,0,,,,
AL02,1998,,0,,,,
AL02,1999,,0,,,,
AL02,2000,,0,,,,
AL02,2001,,0,,,,
AL02,2002,,0,,,,
AL02,2003,,0,,,,
AL02,2004,,0,,,,
AL02,2005,,0,,,,
AL02,2006,,0,,,,
AL02,2007,,0,,,,
AL02,2008,,0,,,,
AL02,2009,,0,,,,
AL02,2010,,0,,,,
AL02,2011,,0,,,,
AL02,2012,,0,,,,
AL02,2013,,0,,,,
AL02,2014,,0,,,,
AL02,2015,,0,,,,
AL02,2016,1130587,0,0,,,
AL02,2017,1146183,0,0,0,,
AL02,2018,1162544,0,0,0,0,
AL02,2019,1170142,0,0,0,0,0
AL02,2020,1176240,0,0,0,0,0
AL02,2021,1178435,0,0,0,0,0
AL02,2022,1178623,0,0,0,0,0
AL02,2023,1177987,0,0,0,0,0
AL02,2024,,0,,0,0,0
AL02,2025,986944,0,0,,0,0
AL03,1986,,0,,,,
AL03,1987,,0,,,,
AL03,1988,,0,,,,
AL03,1989,,0,,,,
AL03,1990,,0,,,,
AL03,1991,,0,,,,
AL03,1992,,0,,,,
AL03,1993,,0,,,,
AL03,1994,,0,,,,
AL03,1995,,0,,,,
AL03,1996,,0,,,,
AL03,1997,,0,,,,
AL03,1998,,0,,,,
AL03,1999,,0,,,,
AL03,2000,,0,,,,
AL03,2001,,0,,,,
AL03,2002,,0,,,,
AL03,2003,,0,,,,
AL03,2004,,0,,,,
AL03,2005,,0,,,,
AL03,2006,,0,,,,
AL03,2007,,0,,,,
AL03,2008,,0,,,,
AL03,2009,,0,,,,
AL03,2010,,0,,,,
AL03,2011,,0,,,,
AL03,2012,,0,,,,
AL03,2013,,0,,,,
AL03,2014,,0,,,,
AL03,2015,,0,,,,
AL03,2016,914024,0,0,,,
AL03,2017,903504,0,0,0,,
AL03,2018,887987,0,0,0,0,
AL03,2019,878527,0,0,0,0,0
AL03,2020,865026,0,0,0,0,0
AL03,2021,853351,0,0,0,0,0
AL03,2022,830999,0,0,0,0,0
AL03,2023,812778,0,0,0,0,0
AL03,2024,,0,,0,0,0
AL03,2025,742660,0,0,,0,0
AT11,1986,,0,,,,
AT11,1987,,0,,,,
AT11,1988,,0,,,,
AT11,1989,,0,,,,
AT11,1990,,0,,,,
AT11,1991,,0,,,,
AT11,1992,,0,,,,
AT11,1993,,0,,,,
AT11,1994,,0,,,,
AT11,1995,,9980000,,,,
AT11,1996,,6459976,,,,
AT11,1997,,19087090,,,,
AT11,1998,,24425078,,,,
AT11,1999,,23509169,,,,
AT11,2000,,35365466,,,,
AT11,2001,,14210686,,,,
AT11,2002,,25673781,,,,
AT11,2003,,30597222,,,,
AT11,2004,,27088745,,,,
AT11,2005,,17792624,,,,
AT11,2006,,14489317,,,,
AT11,2007,,23330185,,,,
AT11,2008,,25611263,,,,
AT11,2009,,10447335,,,,
AT11,2010,,11992836,,,,
AT11,2011,,26924448,,,,
AT11,2012,,7414569,,,,
AT11,2013,,19030438,,,,
AT11,2014,,34234868,,,,
AT11,2015,,11555726,,,,
AT11,2016,291011,0,0,,,
AT11,2017,291942,2531188,8.670174213,0,,
AT11,2018,292675,4137344,14.13630819,8.670174213,0,
AT11,2019,293433,9914955,33.7895022,14.13630819,8.670174213,0
AT11,2020,294436,422234,1.434043391,33.7895022,14.13630819,8.670174213
AT11,2021,296010,9508283,32.12149252,1.434043391,33.7895022,14.13630819
AT11,2022,297583,12742020,42.81837336,32.12149252,1.434043391,33.7895022
AT11,2023,301250,0,0,42.81837336,32.12149252,1.434043391
AT11,2024,301951,0,0,0,42.81837336,32.12149252
AT11,2025,301790,0,0,0,0,42.81837336
AT12,1986,,0,,,,
AT12,1987,,0,,,,
AT12,1988,,0,,,,
AT12,1989,,0,,,,
AT12,1990,,0,,,,
AT12,1991,,0,,,,
AT12,1992,,0,,,,
AT12,1993,,0,,,,
AT12,1994,,0,,,,
AT12,1995,,9814300,,,,
AT12,1996,,4648964,,,,
AT12,1997,,18812483,,,,
AT12,1998,,8663334,,,,
AT12,1999,,11009373,,,,
AT12,2000,,13275646,,,,
AT12,2001,,21811781,,,,
AT12,2002,,18638867,,,,
AT12,2003,,30516257,,,,
AT12,2004,,24136874,,,,
AT12,2005,,28763768,,,,
AT12,2006,,21606112,,,,
AT12,2007,,31836462,,,,
AT12,2008,,17385135,,,,
AT12,2009,,23522107,,,,
AT12,2010,,13325925,,,,
AT12,2011,,15692497,,,,
AT12,2012,,9196404,,,,
AT12,2013,,38346772,,,,
AT12,2014,,23552312,,,,
AT12,2015,,17706948,,,,
AT12,2016,1653691,0,0,,,
AT12,2017,1665753,6071181,3.644706628,0,,
AT12,2018,1670668,15692519,9.39296078,3.644706628,0,
AT12,2019,1677542,14021357,8.358274785,9.39296078,3.644706628,0
AT12,2020,1684287,52126,0.03094840725,8.358274785,9.39296078,3.644706628
AT12,2021,1690879,27276431,16.13150971,0.03094840725,8.358274785,9.39296078
AT12,2022,1698796,34592558,20.36298531,16.13150971,0.03094840725,8.358274785
AT12,2023,1718373,0,0,20.36298531,16.13150971,0.03094840725
AT12,2024,1723723,0,0,0,20.36298531,16.13150971
AT12,2025,1727514,0,0,0,0,20.36298531
AT13,1986,,0,,,,
AT13,1987,,0,,,,
AT13,1988,,0,,,,
AT13,1989,,0,,,,
AT13,1990,,0,,,,
AT13,1991,,0,,,,
AT13,1992,,0,,,,
AT13,1993,,0,,,,
AT13,1994,,0,,,,
AT13,1995,,3419000,,,,
AT13,1996,,1150112,,,,
AT13,1997,,187774,,,,
AT13,1998,,2351919,,,,
AT13,1999,,485098,,,,
AT13,2000,,2525707,,,,
AT13,2001,,1558359,,,,
AT13,2002,,457958,,,,
AT13,2003,,3597977,,,,
AT13,2004,,2518847,,,,
AT13,2005,,1131278,,,,
AT13,2006,,2167639,,,,
AT13,2007,,3701448,,,,
AT13,2008,,3305896,,,,
AT13,2009,,4542594,,,,
AT13,2010,,2129634,,,,
AT13,2011,,3889747,,,,
AT13,2012,,0,,,,
AT13,2013,,6368293,,,,
AT13,2014,,0,,,,
AT13,2015,,7213606,,,,
AT13,2016,1840226,0,0,,,
AT13,2017,1867582,8064382,4.318087238,0,,
AT13,2018,1888776,9565134,5.064197131,4.318087238,0,
AT13,2019,1897491,15867897,8.362567728,5.064197131,4.318087238,0
AT13,2020,1911191,161880,0.08470111046,8.362567728,5.064197131,4.318087238
AT13,2021,1920949,31026276,16.15153552,0.08470111046,8.362567728,5.064197131
AT13,2022,1931593,39387220,20.39105547,16.15153552,0.08470111046,8.362567728
AT13,2023,1982097,0,0,20.39105547,16.15153552,0.08470111046
AT13,2024,2005760,0,0,0,20.39105547,16.15153552
AT13,2025,2028289,0,0,0,0,20.39105547
AT21,1986,,0,,,,
AT21,1987,,0,,,,
AT21,1988,,0,,,,
AT21,1989,,0,,,,
AT21,1990,,0,,,,
AT21,1991,,0,,,,
AT21,1992,,0,,,,
AT21,1993,,0,,,,
AT21,1994,,0,,,,
AT21,1995,,2744603,,,,
AT21,1996,,2436149,,,,
AT21,1997,,6312838,,,,
AT21,1998,,5854819,,,,
AT21,1999,,6064131,,,,
AT21,2000,,7676445,,,,
AT21,2001,,10126394,,,,
AT21,2002,,8300554,,,,
AT21,2003,,10738875,,,,
AT21,2004,,12309622,,,,
AT21,2005,,7445160,,,,
AT21,2006,,16320209,,,,
AT21,2007,,13561292,,,,
AT21,2008,,10313596,,,,
AT21,2009,,10266644,,,,
AT21,2010,,2826143,,,,
AT21,2011,,10099259,,,,
AT21,2012,,0,,,,
AT21,2013,,10783077,,,,
AT21,2014,,9794050,,,,
AT21,2015,,10342103,,,,
AT21,2016,560482,8471411,15.11451037,,,
AT21,2017,561077,2044961,3.64470652,15.11451037,,
AT21,2018,560898,4171950,7.437983377,3.64470652,15.11451037,
AT21,2019,560939,4668914,8.323389887,7.437983377,3.64470652,15.11451037
AT21,2020,561293,-14805,-0.02637659832,8.323389887,7.437983377,3.64470652
AT21,2021,562089,9043688,16.08942356,-0.02637659832,8.323389887,7.437983377
AT21,2022,564513,11488340,20.35088652,16.08942356,-0.02637659832,8.323389887
AT21,2023,568984,0,0,20.35088652,16.08942356,-0.02637659832
AT21,2024,569744,0,0,0,20.35088652,16.08942356
AT21,2025,570095,0,0,0,0,20.35088652
AT22,1986,,0,,,,
AT22,1987,,0,,,,
AT22,1988,,0,,,,
AT22,1989,,0,,,,
AT22,1990,,0,,,,
AT22,1991,,0,,,,
AT22,1992,,0,,,,
AT22,1993,,0,,,,
AT22,1994,,0,,,,
AT22,1995,,6954000,,,,
AT22,1996,,10717029,,,,
AT22,1997,,12129260,,,,
AT22,1998,,15651155,,,,
AT22,1999,,1699352,,,,
AT22,2000,,18284985,,,,
AT22,2001,,29917606,,,,
AT22,2002,,9675720,,,,
AT22,2003,,28290835,,,,
AT22,2004,,40068547,,,,
AT22,2005,,31024748,,,,
AT22,2006,,31408946,,,,
AT22,2007,,22435551,,,,
AT22,2008,,32470947,,,,
AT22,2009,,13499995,,,,
AT22,2010,,19552626,,,,
AT22,2011,,11591241,,,,
AT22,2012,,4809913,,,,
AT22,2013,,0,,,,
AT22,2014,,0,,,,
AT22,2015,,55170080,,,,
AT22,2016,1232012,9468238,7.685183261,,,
AT22,2017,1237298,4509588,3.644706449,7.685183261,,
AT22,2018,1240214,6240595,5.0318695,3.644706449,7.685183261,
AT22,2019,1243052,10370219,8.34254641,5.0318695,3.644706449,7.685183261
AT22,2020,1246395,10567,0.008478050698,8.34254641,5.0318695,3.644706449
AT22,2021,1247077,20046371,16.07468585,0.008478050698,8.34254641,5.0318695
AT22,2022,1252922,25513428,20.36314152,16.07468585,0.008478050698,8.34254641
AT22,2023,1265198,0,0,20.36314152,16.07468585,0.008478050698
AT22,2024,1269801,0,0,0,20.36314152,16.07468585
AT22,2025,1271716,0,0,0,0,20.36314152
AT31,1986,,0,,,,
AT31,1987,,0,,,,
AT31,1988,,0,,,,
AT31,1989,,0,,,,
AT31,1990,,0,,,,
AT31,1991,,0,,,,
AT31,1992,,0,,,,
AT31,1993,,0,,,,
AT31,1994,,0,,,,
AT31,1995,,6105400,,,,
AT31,1996,,5459548,,,,
AT31,1997,,10830736,,,,
AT31,1998,,6423675,,,,
AT31,1999,,10744028,,,,
AT31,2000,,10526056,,,,
AT31,2001,,12443845,,,,
AT31,2002,,8534304,,,,
AT31,2003,,21918630,,,,
AT31,2004,,19219956,,,,
AT31,2005,,18001156,,,,
AT31,2006,,20085988,,,,
AT31,2007,,23080520,,,,
AT31,2008,,11847562,,,,
AT31,2009,,3808707,,,,
AT31,2010,,10574982,,,,
AT31,2011,,21685125,,,,
AT31,2012,,8003289,,,,
AT31,2013,,12919896,,,,
AT31,2014,,12140122,,,,
AT31,2015,,18775930,,,,
AT31,2016,1453948,3400120,2.338543057,,,
AT31,2017,1465045,5339659,3.644706477,2.338543057,,
AT31,2018,1473576,12210483,8.286293344,3.644706477,2.338543057,
AT31,2019,1482095,12408958,8.372579356,8.286293344,3.644706477,2.338543057
AT31,2020,1490279,83772,0.05621229313,8.372579356,8.286293344,3.644706477
AT31,2021,1495608,24117909,16.12582241,0.05621229313,8.372579356,8.286293344
AT31,2022,1505140,30732269,20.41821292,16.12582241,0.05621229313,8.372579356
AT31,2023,1522825,0,0,20.41821292,16.12582241,0.05621229313
AT31,2024,1530349,0,0,0,20.41821292,16.12582241
AT31,2025,1535519,0,0,0,0,20.41821292
AT32,1986,,0,,,,
AT32,1987,,0,,,,
AT32,1988,,0,,,,
AT32,1989,,0,,,,
AT32,1990,,0,,,,
AT32,1991,,0,,,,
AT32,1992,,0,,,,
AT32,1993,,0,,,,
AT32,1994,,0,,,,
AT32,1995,,676000,,,,
AT32,1996,,846866,,,,
AT32,1997,,1215852,,,,
AT32,1998,,1148117,,,,
AT32,1999,,1999964,,,,
AT32,2000,,1992923,,,,
AT32,2001,,2337370,,,,
AT32,2002,,1102575,,,,
AT32,2003,,3996304,,,,
AT32,2004,,2964865,,,,
AT32,2005,,3646472,,,,
AT32,2006,,3529798,,,,
AT32,2007,,2516556,,,,
AT32,2008,,1532585,,,,
AT32,2009,,1831509,,,,
AT32,2010,,2040521,,,,
AT32,2011,,1880206,,,,
AT32,2012,,0,,,,
AT32,2013,,2661688,,,,
AT32,2014,,2118619,,,,
AT32,2015,,2826236,,,,
AT32,2016,545815,0,0,,,
AT32,2017,549263,2001902,3.644705724,0,,
AT32,2018,552579,3244438,5.871446436,3.644705724,0,
AT32,2019,555221,4643870,8.364002802,5.871446436,3.644705724,0
AT32,2020,558410,33470,0.05993803836,8.364002802,5.871446436,3.644705724
AT32,2021,560710,9047032,16.13495746,0.05993803836,8.364002802,5.871446436
AT32,2022,562606,11432367,20.32037874,16.13495746,0.05993803836,8.364002802
AT32,2023,568346,0,0,20.32037874,16.13495746,0.05993803836
AT32,2024,571479,0,0,0,20.32037874,16.13495746
AT32,2025,572846,0,0,0,0,20.32037874
AT33,1986,,0,,,,
AT33,1987,,0,,,,
AT33,1988,,0,,,,
AT33,1989,,0,,,,
AT33,1990,,0,,,,
AT33,1991,,0,,,,
AT33,1992,,0,,,,
AT33,1993,,0,,,,
AT33,1994,,0,,,,
AT33,1995,,1321000,,,,
AT33,1996,,2765789,,,,
AT33,1997,,1414169,,,,
AT33,1998,,2967098,,,,
AT33,1999,,3149160,,,,
AT33,2000,,3383988,,,,
AT33,2001,,3440209,,,,
AT33,2002,,3751893,,,,
AT33,2003,,10642509,,,,
AT33,2004,,3496608,,,,
AT33,2005,,9550786,,,,
AT33,2006,,4656230,,,,
AT33,2007,,9560766,,,,
AT33,2008,,4033878,,,,
AT33,2009,,5492693,,,,
AT33,2010,,2503899,,,,
AT33,2011,,3953867,,,,
AT33,2012,,3062090,,,,
AT33,2013,,0,,,,
AT33,2014,,0,,,,
AT33,2015,,18615838,,,,
AT33,2016,739139,0,0,,,
AT33,2017,746153,2719509,3.644706917,0,,
AT33,2018,751140,5530026,7.36217749,3.644706917,0,
AT33,2019,754705,6312127,8.363701049,7.36217749,3.644706917,0
AT33,2020,757634,21662,0.02859164187,8.363701049,7.36217749,3.644706917
AT33,2021,760105,12253294,16.12052808,0.02859164187,8.363701049,7.36217749
AT33,2022,764102,15573794,20.38182599,16.12052808,0.02859164187,8.363701049
AT33,2023,771304,0,0,20.38182599,16.12052808,0.02859164187
AT33,2024,775970,0,0,0,20.38182599,16.12052808
AT33,2025,777660,0,0,0,0,20.38182599
AT34,1986,,0,,,,
AT34,1987,,0,,,,
AT34,1988,,0,,,,
AT34,1989,,0,,,,
AT34,1990,,0,,,,
AT34,1991,,0,,,,
AT34,1992,,0,,,,
AT34,1993,,0,,,,
AT34,1994,,0,,,,
AT34,1995,,2856550,,,,
AT34,1996,,283855,,,,
AT34,1997,,3146682,,,,
AT34,1998,,365397,,,,
AT34,1999,,724809,,,,
AT34,2000,,365892,,,,
AT34,2001,,4472974,,,,
AT34,2002,,3684766,,,,
AT34,2003,,2738892,,,,
AT34,2004,,4658697,,,,
AT34,2005,,3219894,,,,
AT34,2006,,4341579,,,,
AT34,2007,,4879835,,,,
AT34,2008,,2414036,,,,
AT34,2009,,2706832,,,,
AT34,2010,,2275283,,,,
AT34,2011,,2640230,,,,
AT34,2012,,1455844,,,,
AT34,2013,,0,,,,
AT34,2014,,0,,,,
AT34,2015,,8081913,,,,
AT34,2016,384147,0,0,,,
AT34,2017,388752,1416887,3.644706651,0,,
AT34,2018,391741,2142562,5.469333054,3.644706651,0,
AT34,2019,394297,3303793,8.378945313,5.469333054,3.644706651,0
AT34,2020,397139,33556,0.08449434581,8.378945313,5.469333054,3.644706651
AT34,2021,399237,6449476,16.15450472,0.08449434581,8.378945313,5.469333054
AT34,2022,401674,8197939,20.40943402,16.15450472,0.08449434581,8.378945313
AT34,2023,406395,0,0,20.40943402,16.15450472,0.08449434581
AT34,2024,409973,0,0,0,20.40943402,16.15450472
AT34,2025,411784,0,0,0,0,20.40943402
BE10,1986,,0,,,,
BE10,1987,,0,,,,
BE10,1988,,0,,,,
BE10,1989,,0,,,,
BE10,1990,,0,,,,
BE10,1991,,2716,,,,
BE10,1992,,52902,,,,
BE10,1993,,0,,,,
BE10,1994,,13552,,,,
BE10,1995,,892005,,,,
BE10,1996,,885500,,,,
BE10,1997,,740919,,,,
BE10,1998,,16951,,,,
BE10,1999,,1083033,,,,
BE10,2000,,1037942,,,,
BE10,2001,,4154252,,,,
BE10,2002,,2258814,,,,
BE10,2003,,2414820,,,,
BE10,2004,,10465710,,,,
BE10,2005,,1546229,,,,
BE10,2006,,7404851,,,,
BE10,2007,,10675992,,,,
BE10,2008,,9110671,,,,
BE10,2009,,9905973,,,,
BE10,2010,,2080148,,,,
BE10,2011,,6055950,,,,
BE10,2012,,5038564,,,,
BE10,2013,,8065455,,,,
BE10,2014,,0,,,,
BE10,2015,,17130408,,,,
BE10,2016,1201285,0,0,,,
BE10,2017,1199095,2815728,2.348210942,0,,
BE10,2018,1205492,13893233,11.52494832,2.348210942,0,
BE10,2019,1215290,5972708,4.914636013,11.52494832,2.348210942,0
BE10,2020,1223364,4097718,3.349549276,4.914636013,11.52494832,2.348210942
BE10,2021,1226329,7152289,5.832275841,3.349549276,4.914636013,11.52494832
BE10,2022,1228655,5511475,4.485779165,5.832275841,3.349549276,4.914636013
BE10,2023,1253178,0,0,4.485779165,5.832275841,3.349549276
BE10,2024,1264371,0,0,0,4.485779165,5.832275841
BE10,2025,1271709,0,0,0,0,4.485779165
BE21,1986,,0,,,,
BE21,1987,,0,,,,
BE21,1988,,0,,,,
BE21,1989,,0,,,,
BE21,1990,,2220500,,,,
BE21,1991,,365477,,,,
BE21,1992,,9919278,,,,
BE21,1993,,773400,,,,
BE21,1994,,17849963,,,,
BE21,1995,,2657563,,,,
BE21,1996,,345272,,,,
BE21,1997,,15580711,,,,
BE21,1998,,4209170,,,,
BE21,1999,,2379675,,,,
BE21,2000,,10285749,,,,
BE21,2001,,4889750,,,,
BE21,2002,,3511159,,,,
BE21,2003,,4539983,,,,
BE21,2004,,12089782,,,,
BE21,2005,,4857967,,,,
BE21,2006,,6713690,,,,
BE21,2007,,11272220,,,,
BE21,2008,,7729698,,,,
BE21,2009,,8133717,,,,
BE21,2010,,8761829,,,,
BE21,2011,,10317593,,,,
BE21,2012,,10607185,,,,
BE21,2013,,9190334,,,,
BE21,2014,,4053059,,,,
BE21,2015,,0,,,,
BE21,2016,1828927,1701656,0.9304122034,,,
BE21,2017,1838863,4318039,2.348211368,0.9304122034,,
BE21,2018,1849523,9599179,5.190083605,2.348211368,0.9304122034,
BE21,2019,1860470,9119045,4.901473821,5.190083605,2.348211368,0.9304122034
BE21,2020,1873095,6276892,3.351080431,4.901473821,5.190083605,2.348211368
BE21,2021,1879318,10984523,5.844951732,3.351080431,4.901473821,5.190083605
BE21,2022,1890627,8635407,4.567483168,5.844951732,3.351080431,4.901473821
BE21,2023,1915921,0,0,4.567483168,5.844951732,3.351080431
BE21,2024,1932876,0,0,0,4.567483168,5.844951732
BE21,2025,1947973,0,0,0,0,4.567483168
BE22,1986,,0,,,,
BE22,1987,,0,,,,
BE22,1988,,0,,,,
BE22,1989,,0,,,,
BE22,1990,,3355000,,,,
BE22,1991,,6223845,,,,
BE22,1992,,6967183,,,,
BE22,1993,,6298668,,,,
BE22,1994,,16666122,,,,
BE22,1995,,19826533,,,,
BE22,1996,,162639,,,,
BE22,1997,,27834073,,,,
BE22,1998,,4683848,,,,
BE22,1999,,9388000,,,,
BE22,2000,,26310154,,,,
BE22,2001,,6443786,,,,
BE22,2002,,3156673,,,,
BE22,2003,,12195222,,,,
BE22,2004,,18937440,,,,
BE22,2005,,7327064,,,,
BE22,2006,,10243530,,,,
BE22,2007,,16408047,,,,
BE22,2008,,14091089,,,,
BE22,2009,,11025045,,,,
BE22,2010,,8392638,,,,
BE22,2011,,9680611,,,,
BE22,2012,,10160240,,,,
BE22,2013,,8637305,,,,
BE22,2014,,3882278,,,,
BE22,2015,,0,,,,
BE22,2016,866970,1629955,1.880059287,,,
BE22,2017,869664,2042155,2.348211493,1.880059287,,
BE22,2018,872739,5857289,6.711386795,2.348211493,1.880059287,
BE22,2019,875842,4280526,4.88732671,6.711386795,2.348211493,1.880059287
BE22,2020,880602,2938146,3.33651979,4.88732671,6.711386795,2.348211493
BE22,2021,883228,5158188,5.840154524,3.33651979,4.88732671,6.711386795
BE22,2022,888913,4067446,4.575752633,5.840154524,3.33651979,4.88732671
BE22,2023,898619,0,0,4.575752633,5.840154524,3.33651979
BE22,2024,904311,0,0,0,4.575752633,5.840154524
BE22,2025,909455,0,0,0,0,4.575752633
BE23,1986,,0,,,,
BE23,1987,,0,,,,
BE23,1988,,0,,,,
BE23,1989,,0,,,,
BE23,1990,,0,,,,
BE23,1991,,3735,,,,
BE23,1992,,830607,,,,
BE23,1993,,0,,,,
BE23,1994,,473349,,,,
BE23,1995,,873187,,,,
BE23,1996,,286358,,,,
BE23,1997,,164200,,,,
BE23,1998,,962136,,,,
BE23,1999,,1380388,,,,
BE23,2000,,1792309,,,,
BE23,2001,,2181547,,,,
BE23,2002,,195702,,,,
BE23,2003,,997367,,,,
BE23,2004,,2536647,,,,
BE23,2005,,2695059,,,,
BE23,2006,,1568016,,,,
BE23,2007,,3471518,,,,
BE23,2008,,2328924,,,,
BE23,2009,,3845527,,,,
BE23,2010,,4772304,,,,
BE23,2011,,5504682,,,,
BE23,2012,,5777414,,,,
BE23,2013,,4911428,,,,
BE23,2014,,2207579,,,,
BE23,2015,,0,,,,
BE23,2016,1489084,926841,0.6224235839,,,
BE23,2017,1498483,3518755,2.348211491,0.6224235839,,
BE23,2018,1506232,7075874,4.697731824,2.348211491,0.6224235839,
BE23,2019,1516283,7438844,4.905973357,4.697731824,2.348211491,0.6224235839
BE23,2020,1526486,5114441,3.35046702,4.905973357,4.697731824,2.348211491
BE23,2021,1533876,8998213,5.866323614,3.35046702,4.905973357,4.697731824
BE23,2022,1545469,7105838,4.597852173,5.866323614,3.35046702,4.905973357
BE23,2023,1563346,0,0,4.597852173,5.866323614,3.35046702
BE23,2024,1575007,0,0,0,4.597852173,5.866323614
BE23,2025,1586436,0,0,0,0,4.597852173
BE24,1986,,0,,,,
BE24,1987,,0,,,,
BE24,1988,,0,,,,
BE24,1989,,0,,,,
BE24,1990,,0,,,,
BE24,1991,,463199,,,,
BE24,1992,,934700,,,,
BE24,1993,,563024,,,,
BE24,1994,,2146020,,,,
BE24,1995,,1691933,,,,
BE24,1996,,209864,,,,
BE24,1997,,120338,,,,
BE24,1998,,1372031,,,,
BE24,1999,,1011649,,,,
BE24,2000,,1313536,,,,
BE24,2001,,901820,,,,
BE24,2002,,81695,,,,
BE24,2003,,41580,,,,
BE24,2004,,525284,,,,
BE24,2005,,0,,,,
BE24,2006,,0,,,,
BE24,2007,,388265,,,,
BE24,2008,,582397,,,,
BE24,2009,,1804932,,,,
BE24,2010,,3102361,,,,
BE24,2011,,3578463,,,,
BE24,2012,,3755760,,,,
BE24,2013,,3192803,,,,
BE24,2014,,1435095,,,,
BE24,2015,,0,,,,
BE24,2016,1122600,602517,0.5367156601,,,
BE24,2017,1130644,2654991,2.348211285,0.5367156601,,
BE24,2018,1138546,5195389,4.563178826,2.348211285,0.5367156601,
BE24,2019,1146643,5628399,4.908588811,4.563178826,2.348211285,0.5367156601
BE24,2020,1156470,3897592,3.37024912,4.908588811,4.563178826,2.348211285
BE24,2021,1163186,6839399,5.879884215,3.37024912,4.908588811,4.563178826
BE24,2022,1173956,5436921,4.631281752,5.879884215,3.37024912,4.908588811
BE24,2023,1188079,0,0,4.631281752,5.879884215,3.37024912
BE24,2024,1197691,0,0,0,4.631281752,5.879884215
BE24,2025,1205743,0,0,0,0,4.631281752
BE25,1986,,0,,,,
BE25,1987,,0,,,,
BE25,1988,,0,,,,
BE25,1989,,0,,,,
BE25,1990,,0,,,,
BE25,1991,,3090,,,,
BE25,1992,,687203,,,,
BE25,1993,,0,,,,
BE25,1994,,391626,,,,
BE25,1995,,725188,,,,
BE25,1996,,237865,,,,
BE25,1997,,136393,,,,
BE25,1998,,798239,,,,
BE25,1999,,1146626,,,,
BE25,2000,,1488790,,,,
BE25,2001,,3159453,,,,
BE25,2002,,379709,,,,
BE25,2003,,47127,,,,
BE25,2004,,10448283,,,,
BE25,2005,,3530121,,,,
BE25,2006,,4457116,,,,
BE25,2007,,6700314,,,,
BE25,2008,,5332656,,,,
BE25,2009,,5349480,,,,
BE25,2010,,7083349,,,,
BE25,2011,,8974085,,,,
BE25,2012,,8575196,,,,
BE25,2013,,7289846,,,,
BE25,2014,,3276625,,,,
BE25,2015,,0,,,,
BE25,2016,1184418,1375675,1.16147762,,,
BE25,2017,1188407,2790631,2.348211513,1.16147762,,
BE25,2018,1192254,6629849,5.56076893,2.348211513,1.16147762,
BE25,2019,1196995,5853129,4.889852506,5.56076893,2.348211513,1.16147762
BE25,2020,1202352,3999211,3.326156566,4.889852506,5.56076893,2.348211513
BE25,2021,1205101,7026146,5.830337872,3.326156566,4.889852506,5.56076893
BE25,2022,1210822,5500000,4.542368738,5.830337872,3.326156566,4.889852506
BE25,2023,1222004,0,0,4.542368738,5.830337872,3.326156566
BE25,2024,1228984,0,0,0,4.542368738,5.830337872
BE25,2025,1234664,0,0,0,0,4.542368738
BE31,1986,,0,,,,
BE31,1987,,0,,,,
BE31,1988,,0,,,,
BE31,1989,,0,,,,
BE31,1990,,0,,,,
BE31,1991,,878,,,,
BE31,1992,,230619,,,,
BE31,1993,,334384,,,,
BE31,1994,,201276,,,,
BE31,1995,,521875,,,,
BE31,1996,,37626,,,,
BE31,1997,,550784,,,,
BE31,1998,,1000676,,,,
BE31,1999,,667720,,,,
BE31,2000,,441185,,,,
BE31,2001,,59796,,,,
BE31,2002,,212878,,,,
BE31,2003,,84897,,,,
BE31,2004,,545915,,,,
BE31,2005,,0,,,,
BE31,2006,,0,,,,
BE31,2007,,0,,,,
BE31,2008,,3531437,,,,
BE31,2009,,7697723,,,,
BE31,2010,,5377968,,,,
BE31,2011,,185921,,,,
BE31,2012,,5450442,,,,
