freq,na_item,unit,geo,time,obs_value
A,B1GQ,I15,DEE,2020,101.4
A,B1GQ,I15,DEE,2021,103
A,B1GQ,I15,DEE,2022,104.8
A,B1GQ,I15,DEE,2023,103.4
A,B1GQ,I15,DEE0,2000,91.2
A,B1GQ,I15,DEE0,2001,90.5
A,B1GQ,I15,DEE0,2002,92.6
A,B1GQ,I15,DEE0,2003,92.3
A,B1GQ,I15,DEE0,2004,93.3
A,B1GQ,I15,DEE0,2005,92.7
A,B1GQ,I15,DEE0,2006,96.1
A,B1GQ,I15,DEE0,2007,98.1
A,B1GQ,I15,DEE0,2008,98.4
A,B1GQ,I15,DEE0,2009,93
A,B1GQ,I15,DEE0,2010,97.2
A,B1GQ,I15,DEE0,2011,96.7
A,B1GQ,I15,DEE0,2012,99.2
A,B1GQ,I15,DEE0,2013,98.6
A,B1GQ,I15,DEE0,2014,99.6
A,B1GQ,I15,DEE0,2015,100
A,B1GQ,I15,DEE0,2016,101.5
A,B1GQ,I15,DEE0,2017,102.6
A,B1GQ,I15,DEE0,2018,102.3
A,B1GQ,I15,DEE0,2019,104
A,B1GQ,I15,DEE0,2020,101.4
A,B1GQ,I15,DEE0,2021,103
A,B1GQ,I15,DEE0,2022,104.8
A,B1GQ,I15,DEE0,2023,103.4
A,B1GQ,I15,DEF,2000,88.7
A,B1GQ,I15,DEF,2001,89.9
A,B1GQ,I15,DEF,2002,88.2
A,B1GQ,I15,DEF,2003,87.9
A,B1GQ,I15,DEF,2004,89.4
A,B1GQ,I15,DEF,2005,89.6
A,B1GQ,I15,DEF,2006,92.1
A,B1GQ,I15,DEF,2007,93.2
A,B1GQ,I15,DEF,2008,95.5
A,B1GQ,I15,DEF,2009,92.1
A,B1GQ,I15,DEF,2010,93.1
A,B1GQ,I15,DEF,2011,95.8
A,B1GQ,I15,DEF,2012,98.4
A,B1GQ,I15,DEF,2013,97.6
A,B1GQ,I15,DEF,2014,99.2
A,B1GQ,I15,DEF,2015,100
A,B1GQ,I15,DEF,2016,102.3
A,B1GQ,I15,DEF,2017,105.2
A,B1GQ,I15,DEF,2018,105.7
A,B1GQ,I15,DEF,2019,108.3
A,B1GQ,I15,DEF,2020,106.2
A,B1GQ,I15,DEF,2021,106.2
A,B1GQ,I15,DEF,2022,108.1
A,B1GQ,I15,DEF,2023,106.9
A,B1GQ,I15,DEF0,2000,88.7
A,B1GQ,I15,DEF0,2001,89.9
A,B1GQ,I15,DEF0,2002,88.2
A,B1GQ,I15,DEF0,2003,87.9
A,B1GQ,I15,DEF0,2004,89.4
A,B1GQ,I15,DEF0,2005,89.6
A,B1GQ,I15,DEF0,2006,92.1
A,B1GQ,I15,DEF0,2007,93.2
A,B1GQ,I15,DEF0,2008,95.5
A,B1GQ,I15,DEF0,2009,92.1
A,B1GQ,I15,DEF0,2010,93.1
A,B1GQ,I15,DEF0,2011,95.8
A,B1GQ,I15,DEF0,2012,98.4
A,B1GQ,I15,DEF0,2013,97.6
A,B1GQ,I15,DEF0,2014,99.2
A,B1GQ,I15,DEF0,2015,100
A,B1GQ,I15,DEF0,2016,102.3
A,B1GQ,I15,DEF0,2017,105.2
A,B1GQ,I15,DEF0,2018,105.7
A,B1GQ,I15,DEF0,2019,108.3
A,B1GQ,I15,DEF0,2020,106.2
A,B1GQ,I15,DEF0,2021,106.2
A,B1GQ,I15,DEF0,2022,108.1
A,B1GQ,I15,DEF0,2023,106.9
A,B1GQ,I15,DEG,2000,83.1
A,B1GQ,I15,DEG,2001,83.8
A,B1GQ,I15,DEG,2002,83.9
A,B1GQ,I15,DEG,2003,85
A,B1GQ,I15,DEG,2004,86.4
A,B1GQ,I15,DEG,2005,86.1
A,B1GQ,I15,DEG,2006,89.2
A,B1GQ,I15,DEG,2007,91.2
A,B1GQ,I15,DEG,2008,90.9
A,B1GQ,I15,DEG,2009,86.1
A,B1GQ,I15,DEG,2010,90.5
A,B1GQ,I15,DEG,2011,94.6
A,B1GQ,I15,DEG,2012,94.6
A,B1GQ,I15,DEG,2013,95.8
A,B1GQ,I15,DEG,2014,99.2
A,B1GQ,I15,DEG,2015,100
A,B1GQ,I15,DEG,2016,101.2
A,B1GQ,I15,DEG,2017,103.3
A,B1GQ,I15,DEG,2018,103
A,B1GQ,I15,DEG,2019,103
A,B1GQ,I15,DEG,2020,99.5
A,B1GQ,I15,DEG,2021,102
A,B1GQ,I15,DEG,2022,103.8
A,B1GQ,I15,DEG,2023,103.8
A,B1GQ,I15,DEG0,2000,83.1
A,B1GQ,I15,DEG0,2001,83.8
A,B1GQ,I15,DEG0,2002,83.9
A,B1GQ,I15,DEG0,2003,85
A,B1GQ,I15,DEG0,2004,86.4
A,B1GQ,I15,DEG0,2005,86.1
A,B1GQ,I15,DEG0,2006,89.2
A,B1GQ,I15,DEG0,2007,91.2
A,B1GQ,I15,DEG0,2008,90.9
A,B1GQ,I15,DEG0,2009,86.1
A,B1GQ,I15,DEG0,2010,90.5
A,B1GQ,I15,DEG0,2011,94.6
A,B1GQ,I15,DEG0,2012,94.6
A,B1GQ,I15,DEG0,2013,95.8
A,B1GQ,I15,DEG0,2014,99.2
A,B1GQ,I15,DEG0,2015,100
A,B1GQ,I15,DEG0,2016,101.2
A,B1GQ,I15,DEG0,2017,103.3
A,B1GQ,I15,DEG0,2018,103
A,B1GQ,I15,DEG0,2019,103
A,B1GQ,I15,DEG0,2020,99.5
A,B1GQ,I15,DEG0,2021,102
A,B1GQ,I15,DEG0,2022,103.8
A,B1GQ,I15,DEG0,2023,103.8
A,B1GQ,I15,DK,2000,87.2
A,B1GQ,I15,DK,2001,88
A,B1GQ,I15,DK,2002,88.4
A,B1GQ,I15,DK,2003,88.8
A,B1GQ,I15,DK,2004,91.3
A,B1GQ,I15,DK,2005,93.4
A,B1GQ,I15,DK,2006,97
A,B1GQ,I15,DK,2007,97.9
A,B1GQ,I15,DK,2008,97.5
A,B1GQ,I15,DK,2009,92.7
A,B1GQ,I15,DK,2010,94.1
A,B1GQ,I15,DK,2011,95.4
A,B1GQ,I15,DK,2012,95.4
A,B1GQ,I15,DK,2013,96.7
A,B1GQ,I15,DK,2014,97.9
A,B1GQ,I15,DK,2015,100
A,B1GQ,I15,DK,2016,103.1
A,B1GQ,I15,DK,2017,106.2
A,B1GQ,I15,DK,2018,108.2
A,B1GQ,I15,DK,2019,110.1
A,B1GQ,I15,DK,2020,108.1
A,B1GQ,I15,DK,2021,116.1
A,B1GQ,I15,DK,2022,117.9
A,B1GQ,I15,DK,2023,120.8
A,B1GQ,I15,DK0,2000,84
A,B1GQ,I15,DK0,2001,85
A,B1GQ,I15,DK0,2002,85.3
A,B1GQ,I15,DK0,2003,85.7
A,B1GQ,I15,DK0,2004,87.9
A,B1GQ,I15,DK0,2005,90
A,B1GQ,I15,DK0,2006,93.9
A,B1GQ,I15,DK0,2007,95.2
A,B1GQ,I15,DK0,2008,95.2
A,B1GQ,I15,DK0,2009,90.8
A,B1GQ,I15,DK0,2010,92.5
A,B1GQ,I15,DK0,2011,94
A,B1GQ,I15,DK0,2012,94.3
A,B1GQ,I15,DK0,2013,96.2
A,B1GQ,I15,DK0,2014,97.6
A,B1GQ,I15,DK0,2015,100
A,B1GQ,I15,DK0,2016,103.1
A,B1GQ,I15,DK0,2017,106.5
A,B1GQ,I15,DK0,2018,108.6
A,B1GQ,I15,DK0,2019,110.6
A,B1GQ,I15,DK0,2020,108.9
A,B1GQ,I15,DK0,2021,116.9
A,B1GQ,I15,DK0,2022,118.7
A,B1GQ,I15,DK0,2023,121.8
A,B1GQ,I15,DK01,2000,76.9
A,B1GQ,I15,DK01,2001,78.5
A,B1GQ,I15,DK01,2002,77.2
A,B1GQ,I15,DK01,2003,78
A,B1GQ,I15,DK01,2004,80.9
A,B1GQ,I15,DK01,2005,85.1
A,B1GQ,I15,DK01,2006,86.6
A,B1GQ,I15,DK01,2007,87.9
A,B1GQ,I15,DK01,2008,89
A,B1GQ,I15,DK01,2009,85.6
A,B1GQ,I15,DK01,2010,88.6
A,B1GQ,I15,DK01,2011,90
A,B1GQ,I15,DK01,2012,91.7
A,B1GQ,I15,DK01,2013,94.3
A,B1GQ,I15,DK01,2014,96.5
A,B1GQ,I15,DK01,2015,100
A,B1GQ,I15,DK01,2016,104
A,B1GQ,I15,DK01,2017,107.9
A,B1GQ,I15,DK01,2018,111.1
A,B1GQ,I15,DK01,2019,112.6
A,B1GQ,I15,DK01,2020,110.1
A,B1GQ,I15,DK01,2021,118.2
A,B1GQ,I15,DK01,2022,123.4
A,B1GQ,I15,DK01,2023,129.6
A,B1GQ,I15,DK02,2000,92.1
A,B1GQ,I15,DK02,2001,93.6
A,B1GQ,I15,DK02,2002,94.4
A,B1GQ,I15,DK02,2003,94.6
A,B1GQ,I15,DK02,2004,97.1
A,B1GQ,I15,DK02,2005,98.7
A,B1GQ,I15,DK02,2006,101.8
A,B1GQ,I15,DK02,2007,101.1
A,B1GQ,I15,DK02,2008,97.4
A,B1GQ,I15,DK02,2009,91.5
A,B1GQ,I15,DK02,2010,93.8
A,B1GQ,I15,DK02,2011,94.2
A,B1GQ,I15,DK02,2012,93
A,B1GQ,I15,DK02,2013,94.6
A,B1GQ,I15,DK02,2014,95.5
A,B1GQ,I15,DK02,2015,100
A,B1GQ,I15,DK02,2016,98.8
A,B1GQ,I15,DK02,2017,102.6
A,B1GQ,I15,DK02,2018,104
A,B1GQ,I15,DK02,2019,107.3
A,B1GQ,I15,DK02,2020,104.6
A,B1GQ,I15,DK02,2021,111.5
A,B1GQ,I15,DK02,2022,112.9
A,B1GQ,I15,DK02,2023,113
A,B1GQ,I15,DK03,2000,87.4
A,B1GQ,I15,DK03,2001,87.2
A,B1GQ,I15,DK03,2002,87.9
A,B1GQ,I15,DK03,2003,88.5
A,B1GQ,I15,DK03,2004,90
A,B1GQ,I15,DK03,2005,89.9
A,B1GQ,I15,DK03,2006,95.8
A,B1GQ,I15,DK03,2007,98.6
A,B1GQ,I15,DK03,2008,98.4
A,B1GQ,I15,DK03,2009,93
A,B1GQ,I15,DK03,2010,94.2
A,B1GQ,I15,DK03,2011,96.3
A,B1GQ,I15,DK03,2012,95.9
A,B1GQ,I15,DK03,2013,97.8
A,B1GQ,I15,DK03,2014,98.5
A,B1GQ,I15,DK03,2015,100
A,B1GQ,I15,DK03,2016,101.4
A,B1GQ,I15,DK03,2017,103.7
A,B1GQ,I15,DK03,2018,104.9
A,B1GQ,I15,DK03,2019,106.3
A,B1GQ,I15,DK03,2020,104.6
A,B1GQ,I15,DK03,2021,112.9
A,B1GQ,I15,DK03,2022,114.2
A,B1GQ,I15,DK03,2023,117.2
A,B1GQ,I15,DK04,2000,88.1
A,B1GQ,I15,DK04,2001,89.2
A,B1GQ,I15,DK04,2002,90.9
A,B1GQ,I15,DK04,2003,90.3
A,B1GQ,I15,DK04,2004,92.8
A,B1GQ,I15,DK04,2005,93.6
A,B1GQ,I15,DK04,2006,100
A,B1GQ,I15,DK04,2007,101.1
A,B1GQ,I15,DK04,2008,101
A,B1GQ,I15,DK04,2009,96.6
A,B1GQ,I15,DK04,2010,96.4
A,B1GQ,I15,DK04,2011,98.9
A,B1GQ,I15,DK04,2012,97.8
A,B1GQ,I15,DK04,2013,98.9
A,B1GQ,I15,DK04,2014,100.4
A,B1GQ,I15,DK04,2015,100
A,B1GQ,I15,DK04,2016,106.2
A,B1GQ,I15,DK04,2017,109.3
A,B1GQ,I15,DK04,2018,110.9
A,B1GQ,I15,DK04,2019,114.2
A,B1GQ,I15,DK04,2020,114.7
A,B1GQ,I15,DK04,2021,123.5
A,B1GQ,I15,DK04,2022,120.1
A,B1GQ,I15,DK04,2023,119.5
A,B1GQ,I15,DK05,2000,90.5
A,B1GQ,I15,DK05,2001,90.3
A,B1GQ,I15,DK05,2002,93.1
A,B1GQ,I15,DK05,2003,93.6
A,B1GQ,I15,DK05,2004,93.2
A,B1GQ,I15,DK05,2005,94.4
A,B1GQ,I15,DK05,2006,99.7
A,B1GQ,I15,DK05,2007,100.9
A,B1GQ,I15,DK05,2008,101.4
A,B1GQ,I15,DK05,2009,96.1
A,B1GQ,I15,DK05,2010,96.5
A,B1GQ,I15,DK05,2011,96.4
A,B1GQ,I15,DK05,2012,96.9
A,B1GQ,I15,DK05,2013,97.1
A,B1GQ,I15,DK05,2014,97.3
A,B1GQ,I15,DK05,2015,100
A,B1GQ,I15,DK05,2016,100.7
A,B1GQ,I15,DK05,2017,104.1
A,B1GQ,I15,DK05,2018,105
A,B1GQ,I15,DK05,2019,105.9
A,B1GQ,I15,DK05,2020,104.1
A,B1GQ,I15,DK05,2021,111.2
A,B1GQ,I15,DK05,2022,109.2
A,B1GQ,I15,DK05,2023,108
A,B1GQ,I15,DKZ,2000,265.5
A,B1GQ,I15,DKZ,2001,249.9
A,B1GQ,I15,DKZ,2002,260.7
A,B1GQ,I15,DKZ,2003,260.8
A,B1GQ,I15,DKZ,2004,290.9
A,B1GQ,I15,DKZ,2005,289.2
A,B1GQ,I15,DKZ,2006,266.9
A,B1GQ,I15,DKZ,2007,243.3
A,B1GQ,I15,DKZ,2008,215.5
A,B1GQ,I15,DKZ,2009,190.9
A,B1GQ,I15,DKZ,2010,173.1
A,B1GQ,I15,DKZ,2011,157.2
A,B1GQ,I15,DKZ,2012,143
A,B1GQ,I15,DKZ,2013,121.4
A,B1GQ,I15,DKZ,2014,114.1
A,B1GQ,I15,DKZ,2015,100
A,B1GQ,I15,DKZ,2016,102.4
A,B1GQ,I15,DKZ,2017,83.9
A,B1GQ,I15,DKZ,2018,76.2
A,B1GQ,I15,DKZ,2019,71.1
A,B1GQ,I15,DKZ,2020,52.7
A,B1GQ,I15,DKZ,2021,56
A,B1GQ,I15,DKZ,2022,59.5
A,B1GQ,I15,DKZ,2023,57.1
A,B1GQ,I15,DKZZ,2000,265.5
A,B1GQ,I15,DKZZ,2001,249.9
A,B1GQ,I15,DKZZ,2002,260.7
A,B1GQ,I15,DKZZ,2003,260.8
A,B1GQ,I15,DKZZ,2004,290.9
A,B1GQ,I15,DKZZ,2005,289.2
A,B1GQ,I15,DKZZ,2006,266.9
A,B1GQ,I15,DKZZ,2007,243.3
A,B1GQ,I15,DKZZ,2008,215.5
A,B1GQ,I15,DKZZ,2009,190.9
A,B1GQ,I15,DKZZ,2010,173.1
A,B1GQ,I15,DKZZ,2011,157.2
A,B1GQ,I15,DKZZ,2012,143
A,B1GQ,I15,DKZZ,2013,121.4
A,B1GQ,I15,DKZZ,2014,114.1
A,B1GQ,I15,DKZZ,2015,100
A,B1GQ,I15,DKZZ,2016,102.4
A,B1GQ,I15,DKZZ,2017,83.9
A,B1GQ,I15,DKZZ,2018,76.2
A,B1GQ,I15,DKZZ,2019,71.1
A,B1GQ,I15,DKZZ,2020,52.7
A,B1GQ,I15,DKZZ,2021,56
A,B1GQ,I15,DKZZ,2022,59.5
A,B1GQ,I15,DKZZ,2023,57.1
A,B1GQ,I15,EE,2000,60
A,B1GQ,I15,EE,2001,63.5
A,B1GQ,I15,EE,2002,67.9
A,B1GQ,I15,EE,2003,73.1
A,B1GQ,I15,EE,2004,78
A,B1GQ,I15,EE,2005,85.5
A,B1GQ,I15,EE,2006,93.8
A,B1GQ,I15,EE,2007,100.9
A,B1GQ,I15,EE,2008,95.7
A,B1GQ,I15,EE,2009,81.7
A,B1GQ,I15,EE,2010,83.7
A,B1GQ,I15,EE,2011,90.1
A,B1GQ,I15,EE,2012,93.4
A,B1GQ,I15,EE,2013,95
A,B1GQ,I15,EE,2014,98.2
A,B1GQ,I15,EE,2015,100
A,B1GQ,I15,EE,2016,103.1
A,B1GQ,I15,EE,2017,108.9
A,B1GQ,I15,EE,2018,112.9
A,B1GQ,I15,EE,2019,117.1
A,B1GQ,I15,EE,2020,113.8
A,B1GQ,I15,EE,2021,121.9
A,B1GQ,I15,EE,2022,122
A,B1GQ,I15,EE,2023,118.3
A,B1GQ,I15,EE0,2000,60
A,B1GQ,I15,EE0,2001,63.5
A,B1GQ,I15,EE0,2002,67.9
A,B1GQ,I15,EE0,2003,73.1
A,B1GQ,I15,EE0,2004,78
A,B1GQ,I15,EE0,2005,85.5
A,B1GQ,I15,EE0,2006,93.8
A,B1GQ,I15,EE0,2007,100.9
A,B1GQ,I15,EE0,2008,95.7
A,B1GQ,I15,EE0,2009,81.7
A,B1GQ,I15,EE0,2010,83.7
A,B1GQ,I15,EE0,2011,90.1
A,B1GQ,I15,EE0,2012,93.4
A,B1GQ,I15,EE0,2013,95
A,B1GQ,I15,EE0,2014,98.2
A,B1GQ,I15,EE0,2015,100
A,B1GQ,I15,EE0,2016,103.1
A,B1GQ,I15,EE0,2017,108.9
A,B1GQ,I15,EE0,2018,112.9
A,B1GQ,I15,EE0,2019,117.1
A,B1GQ,I15,EE0,2020,113.8
A,B1GQ,I15,EE0,2021,121.9
A,B1GQ,I15,EE0,2022,122
A,B1GQ,I15,EE0,2023,118.3
A,B1GQ,I15,EE00,2000,60
A,B1GQ,I15,EE00,2001,63.5
A,B1GQ,I15,EE00,2002,67.9
A,B1GQ,I15,EE00,2003,73.1
A,B1GQ,I15,EE00,2004,78
A,B1GQ,I15,EE00,2005,85.5
A,B1GQ,I15,EE00,2006,93.8
A,B1GQ,I15,EE00,2007,100.9
A,B1GQ,I15,EE00,2008,95.7
A,B1GQ,I15,EE00,2009,81.7
A,B1GQ,I15,EE00,2010,83.7
A,B1GQ,I15,EE00,2011,90.1
A,B1GQ,I15,EE00,2012,93.4
A,B1GQ,I15,EE00,2013,95
A,B1GQ,I15,EE00,2014,98.2
A,B1GQ,I15,EE00,2015,100
A,B1GQ,I15,EE00,2016,103.1
A,B1GQ,I15,EE00,2017,108.9
A,B1GQ,I15,EE00,2018,112.9
A,B1GQ,I15,EE00,2019,117.1
A,B1GQ,I15,EE00,2020,113.8
A,B1GQ,I15,EE00,2021,121.9
A,B1GQ,I15,EE00,2022,122
A,B1GQ,I15,EE00,2023,118.3
A,B1GQ,I15,EL,2000,100
A,B1GQ,I15,EL,2001,104.6
A,B1GQ,I15,EL,2002,109.5
A,B1GQ,I15,EL,2003,115.9
A,B1GQ,I15,EL,2004,122.1
A,B1GQ,I15,EL,2005,123.6
A,B1GQ,I15,EL,2006,131.5
A,B1GQ,I15,EL,2007,136.1
A,B1GQ,I15,EL,2008,136.2
A,B1GQ,I15,EL,2009,130.6
A,B1GQ,I15,EL,2010,123.2
A,B1GQ,I15,EL,2011,111
A,B1GQ,I15,EL,2012,101.8
A,B1GQ,I15,EL,2013,99.4
A,B1GQ,I15,EL,2014,100.2
A,B1GQ,I15,EL,2015,100
A,B1GQ,I15,EL,2016,100
A,B1GQ,I15,EL,2017,101.4
A,B1GQ,I15,EL,2018,103.5
A,B1GQ,I15,EL,2019,105.9
A,B1GQ,I15,EL,2020,96.2
A,B1GQ,I15,EL,2021,104.5
A,B1GQ,I15,EL,2022,110.5
A,B1GQ,I15,EL,2023,113.1
A,B1GQ,I15,EL3,2000,95.6
A,B1GQ,I15,EL3,2001,100.4
A,B1GQ,I15,EL3,2002,106.3
A,B1GQ,I15,EL3,2003,112.9
A,B1GQ,I15,EL3,2004,119.1
A,B1GQ,I15,EL3,2005,121
A,B1GQ,I15,EL3,2006,130.8
A,B1GQ,I15,EL3,2007,136.2
A,B1GQ,I15,EL3,2008,136.8
A,B1GQ,I15,EL3,2009,132.2
A,B1GQ,I15,EL3,2010,124.3
A,B1GQ,I15,EL3,2011,111.4
A,B1GQ,I15,EL3,2012,100.6
A,B1GQ,I15,EL3,2013,98.8
A,B1GQ,I15,EL3,2014,100
A,B1GQ,I15,EL3,2015,100
A,B1GQ,I15,EL3,2016,100
A,B1GQ,I15,EL3,2017,102
A,B1GQ,I15,EL3,2018,103.9
A,B1GQ,I15,EL3,2019,107.4
A,B1GQ,I15,EL3,2020,98.7
A,B1GQ,I15,EL3,2021,107.7
A,B1GQ,I15,EL3,2022,114.1
A,B1GQ,I15,EL3,2023,117.5
A,B1GQ,I15,EL30,2000,95.6
A,B1GQ,I15,EL30,2001,100.4
A,B1GQ,I15,EL30,2002,106.3
A,B1GQ,I15,EL30,2003,112.9
A,B1GQ,I15,EL30,2004,119.1
A,B1GQ,I15,EL30,2005,121
A,B1GQ,I15,EL30,2006,130.8
A,B1GQ,I15,EL30,2007,136.2
A,B1GQ,I15,EL30,2008,136.8
A,B1GQ,I15,EL30,2009,132.2
A,B1GQ,I15,EL30,2010,124.3
A,B1GQ,I15,EL30,2011,111.4
A,B1GQ,I15,EL30,2012,100.6
A,B1GQ,I15,EL30,2013,98.8
A,B1GQ,I15,EL30,2014,100
A,B1GQ,I15,EL30,2015,100
A,B1GQ,I15,EL30,2016,100
A,B1GQ,I15,EL30,2017,102
A,B1GQ,I15,EL30,2018,103.9
A,B1GQ,I15,EL30,2019,107.4
A,B1GQ,I15,EL30,2020,98.7
A,B1GQ,I15,EL30,2021,107.7
A,B1GQ,I15,EL30,2022,114.1
A,B1GQ,I15,EL30,2023,117.5
A,B1GQ,I15,EL4,2000,94.1
A,B1GQ,I15,EL4,2001,97.8
A,B1GQ,I15,EL4,2002,102
A,B1GQ,I15,EL4,2003,108.7
A,B1GQ,I15,EL4,2004,116.8
A,B1GQ,I15,EL4,2005,118.4
A,B1GQ,I15,EL4,2006,125.8
A,B1GQ,I15,EL4,2007,129.1
A,B1GQ,I15,EL4,2008,132.4
A,B1GQ,I15,EL4,2009,123.8
A,B1GQ,I15,EL4,2010,116.4
A,B1GQ,I15,EL4,2011,105.4
A,B1GQ,I15,EL4,2012,96.7
A,B1GQ,I15,EL4,2013,99
A,B1GQ,I15,EL4,2014,101
A,B1GQ,I15,EL4,2015,100
A,B1GQ,I15,EL4,2016,98.1
A,B1GQ,I15,EL4,2017,99.9
A,B1GQ,I15,EL4,2018,101.8
A,B1GQ,I15,EL4,2019,103.5
A,B1GQ,I15,EL4,2020,85.6
A,B1GQ,I15,EL4,2021,95.4
A,B1GQ,I15,EL4,2022,103.7
A,B1GQ,I15,EL4,2023,106.3
A,B1GQ,I15,EL41,2000,91.7
A,B1GQ,I15,EL41,2001,96.1
A,B1GQ,I15,EL41,2002,97.3
A,B1GQ,I15,EL41,2003,111.2
A,B1GQ,I15,EL41,2004,114.3
A,B1GQ,I15,EL41,2005,118.4
A,B1GQ,I15,EL41,2006,127.8
A,B1GQ,I15,EL41,2007,132.5
A,B1GQ,I15,EL41,2008,135
A,B1GQ,I15,EL41,2009,126.8
A,B1GQ,I15,EL41,2010,119.4
A,B1GQ,I15,EL41,2011,109.9
A,B1GQ,I15,EL41,2012,101.6
A,B1GQ,I15,EL41,2013,100.4
A,B1GQ,I15,EL41,2014,101.6
A,B1GQ,I15,EL41,2015,100
A,B1GQ,I15,EL41,2016,99.1
A,B1GQ,I15,EL41,2017,98.8
A,B1GQ,I15,EL41,2018,100.3
A,B1GQ,I15,EL41,2019,102.8
A,B1GQ,I15,EL41,2020,91.6
A,B1GQ,I15,EL41,2021,97.3
A,B1GQ,I15,EL41,2022,102.5
A,B1GQ,I15,EL41,2023,105
A,B1GQ,I15,EL42,2000,94.7
A,B1GQ,I15,EL42,2001,95.1
A,B1GQ,I15,EL42,2002,97.5
A,B1GQ,I15,EL42,2003,104.8
A,B1GQ,I15,EL42,2004,112.4
A,B1GQ,I15,EL42,2005,116.3
A,B1GQ,I15,EL42,2006,123
A,B1GQ,I15,EL42,2007,127.4
A,B1GQ,I15,EL42,2008,132.1
A,B1GQ,I15,EL42,2009,120
A,B1GQ,I15,EL42,2010,112.9
A,B1GQ,I15,EL42,2011,104.1
A,B1GQ,I15,EL42,2012,96.6
A,B1GQ,I15,EL42,2013,101.5
A,B1GQ,I15,EL42,2014,102
A,B1GQ,I15,EL42,2015,100
A,B1GQ,I15,EL42,2016,97.2
A,B1GQ,I15,EL42,2017,98.1
A,B1GQ,I15,EL42,2018,101
A,B1GQ,I15,EL42,2019,102.8
A,B1GQ,I15,EL42,2020,79
A,B1GQ,I15,EL42,2021,89.9
A,B1GQ,I15,EL42,2022,97.8
A,B1GQ,I15,EL42,2023,101.6
A,B1GQ,I15,EL43,2000,94.3
A,B1GQ,I15,EL43,2001,100.1
A,B1GQ,I15,EL43,2002,106.4
A,B1GQ,I15,EL43,2003,110.7
A,B1GQ,I15,EL43,2004,120.5
A,B1GQ,I15,EL43,2005,120
A,B1GQ,I15,EL43,2006,127.2
A,B1GQ,I15,EL43,2007,129.2
A,B1GQ,I15,EL43,2008,131.8
A,B1GQ,I15,EL43,2009,125.6
A,B1GQ,I15,EL43,2010,118
A,B1GQ,I15,EL43,2011,104.9
A,B1GQ,I15,EL43,2012,95.4
A,B1GQ,I15,EL43,2013,96.8
A,B1GQ,I15,EL43,2014,100.1
A,B1GQ,I15,EL43,2015,100
A,B1GQ,I15,EL43,2016,98.4
A,B1GQ,I15,EL43,2017,101.4
A,B1GQ,I15,EL43,2018,102.7
A,B1GQ,I15,EL43,2019,104.2
A,B1GQ,I15,EL43,2020,88.5
A,B1GQ,I15,EL43,2021,98.6
A,B1GQ,I15,EL43,2022,108.2
A,B1GQ,I15,EL43,2023,109.9
A,B1GQ,I15,EL5,2000,105.4
A,B1GQ,I15,EL5,2001,109.8
A,B1GQ,I15,EL5,2002,113.4
A,B1GQ,I15,EL5,2003,118.2
A,B1GQ,I15,EL5,2004,125.8
A,B1GQ,I15,EL5,2005,126.2
A,B1GQ,I15,EL5,2006,131.9
A,B1GQ,I15,EL5,2007,137.4
A,B1GQ,I15,EL5,2008,136.4
A,B1GQ,I15,EL5,2009,131
A,B1GQ,I15,EL5,2010,125
A,B1GQ,I15,EL5,2011,113.8
A,B1GQ,I15,EL5,2012,105.5
A,B1GQ,I15,EL5,2013,101
A,B1GQ,I15,EL5,2014,100.5
A,B1GQ,I15,EL5,2015,100
A,B1GQ,I15,EL5,2016,100.4
A,B1GQ,I15,EL5,2017,100.6
A,B1GQ,I15,EL5,2018,103
A,B1GQ,I15,EL5,2019,103.7
A,B1GQ,I15,EL5,2020,94.7
A,B1GQ,I15,EL5,2021,101.4
A,B1GQ,I15,EL5,2022,107.4
A,B1GQ,I15,EL5,2023,108.8
A,B1GQ,I15,EL51,2000,109.7
A,B1GQ,I15,EL51,2001,112.8
A,B1GQ,I15,EL51,2002,115.7
A,B1GQ,I15,EL51,2003,119.6
A,B1GQ,I15,EL51,2004,125.8
A,B1GQ,I15,EL51,2005,128.5
A,B1GQ,I15,EL51,2006,128.2
A,B1GQ,I15,EL51,2007,136.7
A,B1GQ,I15,EL51,2008,138.1
A,B1GQ,I15,EL51,2009,132.5
A,B1GQ,I15,EL51,2010,132
A,B1GQ,I15,EL51,2011,114.5
A,B1GQ,I15,EL51,2012,106.2
A,B1GQ,I15,EL51,2013,101.3
A,B1GQ,I15,EL51,2014,101.1
A,B1GQ,I15,EL51,2015,100
A,B1GQ,I15,EL51,2016,101.9
A,B1GQ,I15,EL51,2017,101.2
A,B1GQ,I15,EL51,2018,103.3
A,B1GQ,I15,EL51,2019,103.7
A,B1GQ,I15,EL51,2020,95.2
A,B1GQ,I15,EL51,2021,103.2
A,B1GQ,I15,EL51,2022,106.2
A,B1GQ,I15,EL51,2023,108.1
A,B1GQ,I15,EL52,2000,101.4
A,B1GQ,I15,EL52,2001,106.5
A,B1GQ,I15,EL52,2002,110.9
A,B1GQ,I15,EL52,2003,115.5
A,B1GQ,I15,EL52,2004,124.3
A,B1GQ,I15,EL52,2005,123.2
A,B1GQ,I15,EL52,2006,130.4
A,B1GQ,I15,EL52,2007,137.1
A,B1GQ,I15,EL52,2008,136.7
A,B1GQ,I15,EL52,2009,131.2
A,B1GQ,I15,EL52,2010,122.1
A,B1GQ,I15,EL52,2011,111.2
A,B1GQ,I15,EL52,2012,102.3
