freq,unit,geo,time,obs_value
A,PPS_EU27_2020_HAB,ITC,2002,29000
A,PPS_EU27_2020_HAB,ITC,2003,29500
A,PPS_EU27_2020_HAB,ITC,2004,29500
A,PPS_EU27_2020_HAB,ITC,2005,30000
A,PPS_EU27_2020_HAB,ITC,2006,31100
A,PPS_EU27_2020_HAB,ITC,2007,32500
A,PPS_EU27_2020_HAB,ITC,2008,33600
A,PPS_EU27_2020_HAB,ITC,2009,31400
A,PPS_EU27_2020_HAB,ITC,2010,32500
A,PPS_EU27_2020_HAB,ITC,2011,33200
A,PPS_EU27_2020_HAB,ITC,2012,32500
A,PPS_EU27_2020_HAB,ITC,2013,31900
A,PPS_EU27_2020_HAB,ITC,2014,32000
A,PPS_EU27_2020_HAB,ITC,2015,32800
A,PPS_EU27_2020_HAB,ITC,2016,34400
A,PPS_EU27_2020_HAB,ITC,2017,35500
A,PPS_EU27_2020_HAB,ITC,2018,36400
A,PPS_EU27_2020_HAB,ITC,2019,37100
A,PPS_EU27_2020_HAB,ITC,2020,34800
A,PPS_EU27_2020_HAB,ITC,2021,39600
A,PPS_EU27_2020_HAB,ITC,2022,43500
A,PPS_EU27_2020_HAB,ITC,2023,46400
A,PPS_EU27_2020_HAB,ITC1,2000,24400
A,PPS_EU27_2020_HAB,ITC1,2001,25000
A,PPS_EU27_2020_HAB,ITC1,2002,25400
A,PPS_EU27_2020_HAB,ITC1,2003,25900
A,PPS_EU27_2020_HAB,ITC1,2004,26000
A,PPS_EU27_2020_HAB,ITC1,2005,26600
A,PPS_EU27_2020_HAB,ITC1,2006,27800
A,PPS_EU27_2020_HAB,ITC1,2007,28800
A,PPS_EU27_2020_HAB,ITC1,2008,29100
A,PPS_EU27_2020_HAB,ITC1,2009,26700
A,PPS_EU27_2020_HAB,ITC1,2010,27700
A,PPS_EU27_2020_HAB,ITC1,2011,28400
A,PPS_EU27_2020_HAB,ITC1,2012,27600
A,PPS_EU27_2020_HAB,ITC1,2013,27600
A,PPS_EU27_2020_HAB,ITC1,2014,27300
A,PPS_EU27_2020_HAB,ITC1,2015,28100
A,PPS_EU27_2020_HAB,ITC1,2016,29500
A,PPS_EU27_2020_HAB,ITC1,2017,30700
A,PPS_EU27_2020_HAB,ITC1,2018,31500
A,PPS_EU27_2020_HAB,ITC1,2019,32000
A,PPS_EU27_2020_HAB,ITC1,2020,29800
A,PPS_EU27_2020_HAB,ITC1,2021,32900
A,PPS_EU27_2020_HAB,ITC1,2022,35900
A,PPS_EU27_2020_HAB,ITC1,2023,38100
A,PPS_EU27_2020_HAB,ITC2,2000,29800
A,PPS_EU27_2020_HAB,ITC2,2001,30800
A,PPS_EU27_2020_HAB,ITC2,2002,31200
A,PPS_EU27_2020_HAB,ITC2,2003,32900
A,PPS_EU27_2020_HAB,ITC2,2004,32600
A,PPS_EU27_2020_HAB,ITC2,2005,33400
A,PPS_EU27_2020_HAB,ITC2,2006,34700
A,PPS_EU27_2020_HAB,ITC2,2007,35700
A,PPS_EU27_2020_HAB,ITC2,2008,37100
A,PPS_EU27_2020_HAB,ITC2,2009,35000
A,PPS_EU27_2020_HAB,ITC2,2010,36500
A,PPS_EU27_2020_HAB,ITC2,2011,37400
A,PPS_EU27_2020_HAB,ITC2,2012,37800
A,PPS_EU27_2020_HAB,ITC2,2013,35800
A,PPS_EU27_2020_HAB,ITC2,2014,35100
A,PPS_EU27_2020_HAB,ITC2,2015,35500
A,PPS_EU27_2020_HAB,ITC2,2016,36000
A,PPS_EU27_2020_HAB,ITC2,2017,37600
A,PPS_EU27_2020_HAB,ITC2,2018,38100
A,PPS_EU27_2020_HAB,ITC2,2019,39000
A,PPS_EU27_2020_HAB,ITC2,2020,36200
A,PPS_EU27_2020_HAB,ITC2,2021,39500
A,PPS_EU27_2020_HAB,ITC2,2022,45800
A,PPS_EU27_2020_HAB,ITC2,2023,48200
A,PPS_EU27_2020_HAB,ITC3,2000,23800
A,PPS_EU27_2020_HAB,ITC3,2001,25000
A,PPS_EU27_2020_HAB,ITC3,2002,24900
A,PPS_EU27_2020_HAB,ITC3,2003,25600
A,PPS_EU27_2020_HAB,ITC3,2004,25800
A,PPS_EU27_2020_HAB,ITC3,2005,26500
A,PPS_EU27_2020_HAB,ITC3,2006,27500
A,PPS_EU27_2020_HAB,ITC3,2007,29300
A,PPS_EU27_2020_HAB,ITC3,2008,30400
A,PPS_EU27_2020_HAB,ITC3,2009,28500
A,PPS_EU27_2020_HAB,ITC3,2010,28300
A,PPS_EU27_2020_HAB,ITC3,2011,29100
A,PPS_EU27_2020_HAB,ITC3,2012,28800
A,PPS_EU27_2020_HAB,ITC3,2013,28300
A,PPS_EU27_2020_HAB,ITC3,2014,28700
A,PPS_EU27_2020_HAB,ITC3,2015,29400
A,PPS_EU27_2020_HAB,ITC3,2016,30700
A,PPS_EU27_2020_HAB,ITC3,2017,31600
A,PPS_EU27_2020_HAB,ITC3,2018,31900
A,PPS_EU27_2020_HAB,ITC3,2019,32900
A,PPS_EU27_2020_HAB,ITC3,2020,30000
A,PPS_EU27_2020_HAB,ITC3,2021,33400
A,PPS_EU27_2020_HAB,ITC3,2022,36800
A,PPS_EU27_2020_HAB,ITC3,2023,39500
A,PPS_EU27_2020_HAB,ITC4,2000,29800
A,PPS_EU27_2020_HAB,ITC4,2001,30700
A,PPS_EU27_2020_HAB,ITC4,2002,31400
A,PPS_EU27_2020_HAB,ITC4,2003,31800
A,PPS_EU27_2020_HAB,ITC4,2004,31700
A,PPS_EU27_2020_HAB,ITC4,2005,32200
A,PPS_EU27_2020_HAB,ITC4,2006,33200
A,PPS_EU27_2020_HAB,ITC4,2007,34700
A,PPS_EU27_2020_HAB,ITC4,2008,36200
A,PPS_EU27_2020_HAB,ITC4,2009,33900
A,PPS_EU27_2020_HAB,ITC4,2010,35200
A,PPS_EU27_2020_HAB,ITC4,2011,35900
A,PPS_EU27_2020_HAB,ITC4,2012,35300
A,PPS_EU27_2020_HAB,ITC4,2013,34400
A,PPS_EU27_2020_HAB,ITC4,2014,34600
A,PPS_EU27_2020_HAB,ITC4,2015,35400
A,PPS_EU27_2020_HAB,ITC4,2016,37100
A,PPS_EU27_2020_HAB,ITC4,2017,38200
A,PPS_EU27_2020_HAB,ITC4,2018,39200
A,PPS_EU27_2020_HAB,ITC4,2019,39900
A,PPS_EU27_2020_HAB,ITC4,2020,37700
A,PPS_EU27_2020_HAB,ITC4,2021,43400
A,PPS_EU27_2020_HAB,ITC4,2022,47800
A,PPS_EU27_2020_HAB,ITC4,2023,51000
A,PPS_EU27_2020_HAB,ITF,2000,15300
A,PPS_EU27_2020_HAB,ITF,2001,15800
A,PPS_EU27_2020_HAB,ITF,2002,16000
A,PPS_EU27_2020_HAB,ITF,2003,16200
A,PPS_EU27_2020_HAB,ITF,2004,16200
A,PPS_EU27_2020_HAB,ITF,2005,16600
A,PPS_EU27_2020_HAB,ITF,2006,17400
A,PPS_EU27_2020_HAB,ITF,2007,18100
A,PPS_EU27_2020_HAB,ITF,2008,18400
A,PPS_EU27_2020_HAB,ITF,2009,17600
A,PPS_EU27_2020_HAB,ITF,2010,17700
A,PPS_EU27_2020_HAB,ITF,2011,18000
A,PPS_EU27_2020_HAB,ITF,2012,18000
A,PPS_EU27_2020_HAB,ITF,2013,17600
A,PPS_EU27_2020_HAB,ITF,2014,17400
A,PPS_EU27_2020_HAB,ITF,2015,18000
A,PPS_EU27_2020_HAB,ITF,2016,18600
A,PPS_EU27_2020_HAB,ITF,2017,19200
A,PPS_EU27_2020_HAB,ITF,2018,19500
A,PPS_EU27_2020_HAB,ITF,2019,20100
A,PPS_EU27_2020_HAB,ITF,2020,18900
A,PPS_EU27_2020_HAB,ITF,2021,21100
A,PPS_EU27_2020_HAB,ITF,2022,23400
A,PPS_EU27_2020_HAB,ITF,2023,25000
A,PPS_EU27_2020_HAB,ITF1,2000,19700
A,PPS_EU27_2020_HAB,ITF1,2001,20300
A,PPS_EU27_2020_HAB,ITF1,2002,20300
A,PPS_EU27_2020_HAB,ITF1,2003,20300
A,PPS_EU27_2020_HAB,ITF1,2004,19700
A,PPS_EU27_2020_HAB,ITF1,2005,20600
A,PPS_EU27_2020_HAB,ITF1,2006,21600
A,PPS_EU27_2020_HAB,ITF1,2007,22600
A,PPS_EU27_2020_HAB,ITF1,2008,23300
A,PPS_EU27_2020_HAB,ITF1,2009,22100
A,PPS_EU27_2020_HAB,ITF1,2010,22700
A,PPS_EU27_2020_HAB,ITF1,2011,23800
A,PPS_EU27_2020_HAB,ITF1,2012,23900
A,PPS_EU27_2020_HAB,ITF1,2013,23300
A,PPS_EU27_2020_HAB,ITF1,2014,23100
A,PPS_EU27_2020_HAB,ITF1,2015,23500
A,PPS_EU27_2020_HAB,ITF1,2016,24100
A,PPS_EU27_2020_HAB,ITF1,2017,24900
A,PPS_EU27_2020_HAB,ITF1,2018,25200
A,PPS_EU27_2020_HAB,ITF1,2019,25700
A,PPS_EU27_2020_HAB,ITF1,2020,24000
A,PPS_EU27_2020_HAB,ITF1,2021,26900
A,PPS_EU27_2020_HAB,ITF1,2022,29800
A,PPS_EU27_2020_HAB,ITF1,2023,32200
A,PPS_EU27_2020_HAB,ITF2,2000,17400
A,PPS_EU27_2020_HAB,ITF2,2001,18000
A,PPS_EU27_2020_HAB,ITF2,2002,18100
A,PPS_EU27_2020_HAB,ITF2,2003,18300
A,PPS_EU27_2020_HAB,ITF2,2004,18600
A,PPS_EU27_2020_HAB,ITF2,2005,19000
A,PPS_EU27_2020_HAB,ITF2,2006,20500
A,PPS_EU27_2020_HAB,ITF2,2007,21600
A,PPS_EU27_2020_HAB,ITF2,2008,21500
A,PPS_EU27_2020_HAB,ITF2,2009,20800
A,PPS_EU27_2020_HAB,ITF2,2010,20800
A,PPS_EU27_2020_HAB,ITF2,2011,20900
A,PPS_EU27_2020_HAB,ITF2,2012,20400
A,PPS_EU27_2020_HAB,ITF2,2013,19000
A,PPS_EU27_2020_HAB,ITF2,2014,18700
A,PPS_EU27_2020_HAB,ITF2,2015,19200
A,PPS_EU27_2020_HAB,ITF2,2016,19800
A,PPS_EU27_2020_HAB,ITF2,2017,20500
A,PPS_EU27_2020_HAB,ITF2,2018,21000
A,PPS_EU27_2020_HAB,ITF2,2019,21900
A,PPS_EU27_2020_HAB,ITF2,2020,20800
A,PPS_EU27_2020_HAB,ITF2,2021,23800
A,PPS_EU27_2020_HAB,ITF2,2022,26000
A,PPS_EU27_2020_HAB,ITF2,2023,27800
A,PPS_EU27_2020_HAB,ITF3,2000,15000
A,PPS_EU27_2020_HAB,ITF3,2001,15600
A,PPS_EU27_2020_HAB,ITF3,2002,16000
A,PPS_EU27_2020_HAB,ITF3,2003,16100
A,PPS_EU27_2020_HAB,ITF3,2004,16100
A,PPS_EU27_2020_HAB,ITF3,2005,16500
A,PPS_EU27_2020_HAB,ITF3,2006,17200
A,PPS_EU27_2020_HAB,ITF3,2007,18000
A,PPS_EU27_2020_HAB,ITF3,2008,18300
A,PPS_EU27_2020_HAB,ITF3,2009,17500
A,PPS_EU27_2020_HAB,ITF3,2010,17300
A,PPS_EU27_2020_HAB,ITF3,2011,17400
A,PPS_EU27_2020_HAB,ITF3,2012,17400
A,PPS_EU27_2020_HAB,ITF3,2013,17000
A,PPS_EU27_2020_HAB,ITF3,2014,16900
A,PPS_EU27_2020_HAB,ITF3,2015,17400
A,PPS_EU27_2020_HAB,ITF3,2016,18100
A,PPS_EU27_2020_HAB,ITF3,2017,18600
A,PPS_EU27_2020_HAB,ITF3,2018,18900
A,PPS_EU27_2020_HAB,ITF3,2019,19500
A,PPS_EU27_2020_HAB,ITF3,2020,18300
A,PPS_EU27_2020_HAB,ITF3,2021,20300
A,PPS_EU27_2020_HAB,ITF3,2022,22700
A,PPS_EU27_2020_HAB,ITF3,2023,24200
A,PPS_EU27_2020_HAB,ITF4,2000,14800
A,PPS_EU27_2020_HAB,ITF4,2001,15200
A,PPS_EU27_2020_HAB,ITF4,2002,15300
A,PPS_EU27_2020_HAB,ITF4,2003,15500
A,PPS_EU27_2020_HAB,ITF4,2004,15500
A,PPS_EU27_2020_HAB,ITF4,2005,15800
A,PPS_EU27_2020_HAB,ITF4,2006,16600
A,PPS_EU27_2020_HAB,ITF4,2007,17100
A,PPS_EU27_2020_HAB,ITF4,2008,17200
A,PPS_EU27_2020_HAB,ITF4,2009,16500
A,PPS_EU27_2020_HAB,ITF4,2010,16800
A,PPS_EU27_2020_HAB,ITF4,2011,17200
A,PPS_EU27_2020_HAB,ITF4,2012,17400
A,PPS_EU27_2020_HAB,ITF4,2013,16900
A,PPS_EU27_2020_HAB,ITF4,2014,16900
A,PPS_EU27_2020_HAB,ITF4,2015,17400
A,PPS_EU27_2020_HAB,ITF4,2016,18100
A,PPS_EU27_2020_HAB,ITF4,2017,18600
A,PPS_EU27_2020_HAB,ITF4,2018,19100
A,PPS_EU27_2020_HAB,ITF4,2019,19600
A,PPS_EU27_2020_HAB,ITF4,2020,18600
A,PPS_EU27_2020_HAB,ITF4,2021,20700
A,PPS_EU27_2020_HAB,ITF4,2022,22900
A,PPS_EU27_2020_HAB,ITF4,2023,24400
A,PPS_EU27_2020_HAB,ITF5,2000,16900
A,PPS_EU27_2020_HAB,ITF5,2001,17200
A,PPS_EU27_2020_HAB,ITF5,2002,17400
A,PPS_EU27_2020_HAB,ITF5,2003,17300
A,PPS_EU27_2020_HAB,ITF5,2004,17400
A,PPS_EU27_2020_HAB,ITF5,2005,17700
A,PPS_EU27_2020_HAB,ITF5,2006,18900
A,PPS_EU27_2020_HAB,ITF5,2007,20000
A,PPS_EU27_2020_HAB,ITF5,2008,20300
A,PPS_EU27_2020_HAB,ITF5,2009,19000
A,PPS_EU27_2020_HAB,ITF5,2010,18800
A,PPS_EU27_2020_HAB,ITF5,2011,19600
A,PPS_EU27_2020_HAB,ITF5,2012,19600
A,PPS_EU27_2020_HAB,ITF5,2013,20000
A,PPS_EU27_2020_HAB,ITF5,2014,19200
A,PPS_EU27_2020_HAB,ITF5,2015,21100
A,PPS_EU27_2020_HAB,ITF5,2016,21500
A,PPS_EU27_2020_HAB,ITF5,2017,21900
A,PPS_EU27_2020_HAB,ITF5,2018,23200
A,PPS_EU27_2020_HAB,ITF5,2019,23300
A,PPS_EU27_2020_HAB,ITF5,2020,21400
A,PPS_EU27_2020_HAB,ITF5,2021,24300
A,PPS_EU27_2020_HAB,ITF5,2022,26900
A,PPS_EU27_2020_HAB,ITF5,2023,28600
A,PPS_EU27_2020_HAB,ITF6,2000,13400
A,PPS_EU27_2020_HAB,ITF6,2001,13900
A,PPS_EU27_2020_HAB,ITF6,2002,14100
A,PPS_EU27_2020_HAB,ITF6,2003,14400
A,PPS_EU27_2020_HAB,ITF6,2004,14700
A,PPS_EU27_2020_HAB,ITF6,2005,15100
A,PPS_EU27_2020_HAB,ITF6,2006,15900
A,PPS_EU27_2020_HAB,ITF6,2007,16400
A,PPS_EU27_2020_HAB,ITF6,2008,17000
A,PPS_EU27_2020_HAB,ITF6,2009,16400
A,PPS_EU27_2020_HAB,ITF6,2010,16400
A,PPS_EU27_2020_HAB,ITF6,2011,16600
A,PPS_EU27_2020_HAB,ITF6,2012,16400
A,PPS_EU27_2020_HAB,ITF6,2013,16000
A,PPS_EU27_2020_HAB,ITF6,2014,15800
A,PPS_EU27_2020_HAB,ITF6,2015,16100
A,PPS_EU27_2020_HAB,ITF6,2016,16700
A,PPS_EU27_2020_HAB,ITF6,2017,17200
A,PPS_EU27_2020_HAB,ITF6,2018,17300
A,PPS_EU27_2020_HAB,ITF6,2019,17700
A,PPS_EU27_2020_HAB,ITF6,2020,16700
A,PPS_EU27_2020_HAB,ITF6,2021,18800
A,PPS_EU27_2020_HAB,ITF6,2022,20500
A,PPS_EU27_2020_HAB,ITF6,2023,22000
A,PPS_EU27_2020_HAB,ITG,2000,14700
A,PPS_EU27_2020_HAB,ITG,2001,15300
A,PPS_EU27_2020_HAB,ITG,2002,15500
A,PPS_EU27_2020_HAB,ITG,2003,15900
A,PPS_EU27_2020_HAB,ITG,2004,16000
A,PPS_EU27_2020_HAB,ITG,2005,16500
A,PPS_EU27_2020_HAB,ITG,2006,17300
A,PPS_EU27_2020_HAB,ITG,2007,17900
A,PPS_EU27_2020_HAB,ITG,2008,18400
A,PPS_EU27_2020_HAB,ITG,2009,17600
A,PPS_EU27_2020_HAB,ITG,2010,17700
A,PPS_EU27_2020_HAB,ITG,2011,17800
A,PPS_EU27_2020_HAB,ITG,2012,17800
A,PPS_EU27_2020_HAB,ITG,2013,17400
A,PPS_EU27_2020_HAB,ITG,2014,17000
A,PPS_EU27_2020_HAB,ITG,2015,17500
A,PPS_EU27_2020_HAB,ITG,2016,18000
A,PPS_EU27_2020_HAB,ITG,2017,18500
A,PPS_EU27_2020_HAB,ITG,2018,18700
A,PPS_EU27_2020_HAB,ITG,2019,19300
A,PPS_EU27_2020_HAB,ITG,2020,18300
A,PPS_EU27_2020_HAB,ITG,2021,20300
A,PPS_EU27_2020_HAB,ITG,2022,23000
A,PPS_EU27_2020_HAB,ITG,2023,24700
A,PPS_EU27_2020_HAB,ITG1,2000,14300
A,PPS_EU27_2020_HAB,ITG1,2001,14900
A,PPS_EU27_2020_HAB,ITG1,2002,15100
A,PPS_EU27_2020_HAB,ITG1,2003,15500
A,PPS_EU27_2020_HAB,ITG1,2004,15500
A,PPS_EU27_2020_HAB,ITG1,2005,16100
A,PPS_EU27_2020_HAB,ITG1,2006,16900
A,PPS_EU27_2020_HAB,ITG1,2007,17400
A,PPS_EU27_2020_HAB,ITG1,2008,17800
A,PPS_EU27_2020_HAB,ITG1,2009,17100
A,PPS_EU27_2020_HAB,ITG1,2010,17100
A,PPS_EU27_2020_HAB,ITG1,2011,17100
A,PPS_EU27_2020_HAB,ITG1,2012,17200
A,PPS_EU27_2020_HAB,ITG1,2013,16800
A,PPS_EU27_2020_HAB,ITG1,2014,16300
A,PPS_EU27_2020_HAB,ITG1,2015,16700
A,PPS_EU27_2020_HAB,ITG1,2016,17200
A,PPS_EU27_2020_HAB,ITG1,2017,17800
A,PPS_EU27_2020_HAB,ITG1,2018,17900
A,PPS_EU27_2020_HAB,ITG1,2019,18400
A,PPS_EU27_2020_HAB,ITG1,2020,17500
A,PPS_EU27_2020_HAB,ITG1,2021,19500
A,PPS_EU27_2020_HAB,ITG1,2022,22100
A,PPS_EU27_2020_HAB,ITG1,2023,23800
A,PPS_EU27_2020_HAB,ITG2,2000,15800
A,PPS_EU27_2020_HAB,ITG2,2001,16500
A,PPS_EU27_2020_HAB,ITG2,2002,16500
A,PPS_EU27_2020_HAB,ITG2,2003,17100
A,PPS_EU27_2020_HAB,ITG2,2004,17400
A,PPS_EU27_2020_HAB,ITG2,2005,17700
A,PPS_EU27_2020_HAB,ITG2,2006,18600
A,PPS_EU27_2020_HAB,ITG2,2007,19300
A,PPS_EU27_2020_HAB,ITG2,2008,20100
A,PPS_EU27_2020_HAB,ITG2,2009,19300
A,PPS_EU27_2020_HAB,ITG2,2010,19400
A,PPS_EU27_2020_HAB,ITG2,2011,19800
A,PPS_EU27_2020_HAB,ITG2,2012,19900
A,PPS_EU27_2020_HAB,ITG2,2013,19200
A,PPS_EU27_2020_HAB,ITG2,2014,19100
A,PPS_EU27_2020_HAB,ITG2,2015,20000
A,PPS_EU27_2020_HAB,ITG2,2016,20300
A,PPS_EU27_2020_HAB,ITG2,2017,20800
A,PPS_EU27_2020_HAB,ITG2,2018,21200
A,PPS_EU27_2020_HAB,ITG2,2019,22000
A,PPS_EU27_2020_HAB,ITG2,2020,20600
A,PPS_EU27_2020_HAB,ITG2,2021,22900
A,PPS_EU27_2020_HAB,ITG2,2022,25500
A,PPS_EU27_2020_HAB,ITG2,2023,27400
A,PPS_EU27_2020_HAB,ITH,2000,26700
A,PPS_EU27_2020_HAB,ITH,2001,27200
A,PPS_EU27_2020_HAB,ITH,2002,27300
A,PPS_EU27_2020_HAB,ITH,2003,27700
A,PPS_EU27_2020_HAB,ITH,2004,27900
A,PPS_EU27_2020_HAB,ITH,2005,28500
A,PPS_EU27_2020_HAB,ITH,2006,29800
A,PPS_EU27_2020_HAB,ITH,2007,31200
A,PPS_EU27_2020_HAB,ITH,2008,31600
A,PPS_EU27_2020_HAB,ITH,2009,29700
A,PPS_EU27_2020_HAB,ITH,2010,30200
A,PPS_EU27_2020_HAB,ITH,2011,31300
A,PPS_EU27_2020_HAB,ITH,2012,31000
A,PPS_EU27_2020_HAB,ITH,2013,30800
A,PPS_EU27_2020_HAB,ITH,2014,30900
A,PPS_EU27_2020_HAB,ITH,2015,31700
A,PPS_EU27_2020_HAB,ITH,2016,33200
A,PPS_EU27_2020_HAB,ITH,2017,34200
A,PPS_EU27_2020_HAB,ITH,2018,35000
A,PPS_EU27_2020_HAB,ITH,2019,35900
A,PPS_EU27_2020_HAB,ITH,2020,33500
A,PPS_EU27_2020_HAB,ITH,2021,37700
A,PPS_EU27_2020_HAB,ITH,2022,41600
A,PPS_EU27_2020_HAB,ITH,2023,44200
A,PPS_EU27_2020_HAB,ITH1,2000,32300
A,PPS_EU27_2020_HAB,ITH1,2001,32600
A,PPS_EU27_2020_HAB,ITH1,2002,32300
A,PPS_EU27_2020_HAB,ITH1,2003,33000
A,PPS_EU27_2020_HAB,ITH1,2004,33900
A,PPS_EU27_2020_HAB,ITH1,2005,34100
A,PPS_EU27_2020_HAB,ITH1,2006,36000
A,PPS_EU27_2020_HAB,ITH1,2007,37600
A,PPS_EU27_2020_HAB,ITH1,2008,39000
A,PPS_EU27_2020_HAB,ITH1,2009,38000
A,PPS_EU27_2020_HAB,ITH1,2010,39000
A,PPS_EU27_2020_HAB,ITH1,2011,40200
A,PPS_EU27_2020_HAB,ITH1,2012,41800
A,PPS_EU27_2020_HAB,ITH1,2013,41700
A,PPS_EU27_2020_HAB,ITH1,2014,41500
A,PPS_EU27_2020_HAB,ITH1,2015,42400
A,PPS_EU27_2020_HAB,ITH1,2016,43900
A,PPS_EU27_2020_HAB,ITH1,2017,45400
A,PPS_EU27_2020_HAB,ITH1,2018,47100
A,PPS_EU27_2020_HAB,ITH1,2019,48700
A,PPS_EU27_2020_HAB,ITH1,2020,45300
A,PPS_EU27_2020_HAB,ITH1,2021,50800
A,PPS_EU27_2020_HAB,ITH1,2022,58300
A,PPS_EU27_2020_HAB,ITH1,2023,62100
A,PPS_EU27_2020_HAB,ITH2,2000,30300
A,PPS_EU27_2020_HAB,ITH2,2001,31100
A,PPS_EU27_2020_HAB,ITH2,2002,31100
A,PPS_EU27_2020_HAB,ITH2,2003,31500
A,PPS_EU27_2020_HAB,ITH2,2004,31300
A,PPS_EU27_2020_HAB,ITH2,2005,31600
A,PPS_EU27_2020_HAB,ITH2,2006,32800
A,PPS_EU27_2020_HAB,ITH2,2007,34500
A,PPS_EU27_2020_HAB,ITH2,2008,35100
A,PPS_EU27_2020_HAB,ITH2,2009,33800
A,PPS_EU27_2020_HAB,ITH2,2010,34400
A,PPS_EU27_2020_HAB,ITH2,2011,35100
A,PPS_EU27_2020_HAB,ITH2,2012,35100
A,PPS_EU27_2020_HAB,ITH2,2013,35400
A,PPS_EU27_2020_HAB,ITH2,2014,34900
A,PPS_EU27_2020_HAB,ITH2,2015,34900
A,PPS_EU27_2020_HAB,ITH2,2016,36100
A,PPS_EU27_2020_HAB,ITH2,2017,36900
A,PPS_EU27_2020_HAB,ITH2,2018,38300
A,PPS_EU27_2020_HAB,ITH2,2019,39600
A,PPS_EU27_2020_HAB,ITH2,2020,37400
A,PPS_EU27_2020_HAB,ITH2,2021,40200
A,PPS_EU27_2020_HAB,ITH2,2022,45700
A,PPS_EU27_2020_HAB,ITH2,2023,48200
A,PPS_EU27_2020_HAB,ITH3,2000,25600
A,PPS_EU27_2020_HAB,ITH3,2001,26000
A,PPS_EU27_2020_HAB,ITH3,2002,26000
A,PPS_EU27_2020_HAB,ITH3,2003,26700
A,PPS_EU27_2020_HAB,ITH3,2004,27000
A,PPS_EU27_2020_HAB,ITH3,2005,27500
A,PPS_EU27_2020_HAB,ITH3,2006,28500
A,PPS_EU27_2020_HAB,ITH3,2007,29800
A,PPS_EU27_2020_HAB,ITH3,2008,29900
A,PPS_EU27_2020_HAB,ITH3,2009,28300
A,PPS_EU27_2020_HAB,ITH3,2010,28800
A,PPS_EU27_2020_HAB,ITH3,2011,29800
A,PPS_EU27_2020_HAB,ITH3,2012,29400
A,PPS_EU27_2020_HAB,ITH3,2013,29100
A,PPS_EU27_2020_HAB,ITH3,2014,29200
A,PPS_EU27_2020_HAB,ITH3,2015,30000
A,PPS_EU27_2020_HAB,ITH3,2016,31600
A,PPS_EU27_2020_HAB,ITH3,2017,32600
A,PPS_EU27_2020_HAB,ITH3,2018,33200
A,PPS_EU27_2020_HAB,ITH3,2019,34200
A,PPS_EU27_2020_HAB,ITH3,2020,31600
A,PPS_EU27_2020_HAB,ITH3,2021,35700
A,PPS_EU27_2020_HAB,ITH3,2022,39500
A,PPS_EU27_2020_HAB,ITH3,2023,42300
A,PPS_EU27_2020_HAB,ITH4,2000,24300
A,PPS_EU27_2020_HAB,ITH4,2001,25100
A,PPS_EU27_2020_HAB,ITH4,2002,25300
A,PPS_EU27_2020_HAB,ITH4,2003,25100
A,PPS_EU27_2020_HAB,ITH4,2004,25200
A,PPS_EU27_2020_HAB,ITH4,2005,26200
A,PPS_EU27_2020_HAB,ITH4,2006,27500
A,PPS_EU27_2020_HAB,ITH4,2007,28900
A,PPS_EU27_2020_HAB,ITH4,2008,28900
A,PPS_EU27_2020_HAB,ITH4,2009,26900
A,PPS_EU27_2020_HAB,ITH4,2010,27900
A,PPS_EU27_2020_HAB,ITH4,2011,28600
A,PPS_EU27_2020_HAB,ITH4,2012,27900
A,PPS_EU27_2020_HAB,ITH4,2013,27900
A,PPS_EU27_2020_HAB,ITH4,2014,27800
A,PPS_EU27_2020_HAB,ITH4,2015,28800
A,PPS_EU27_2020_HAB,ITH4,2016,29800
A,PPS_EU27_2020_HAB,ITH4,2017,30700
A,PPS_EU27_2020_HAB,ITH4,2018,31600
A,PPS_EU27_2020_HAB,ITH4,2019,32700
A,PPS_EU27_2020_HAB,ITH4,2020,30800
A,PPS_EU27_2020_HAB,ITH4,2021,34500
A,PPS_EU27_2020_HAB,ITH4,2022,37300
A,PPS_EU27_2020_HAB,ITH4,2023,39200
A,PPS_EU27_2020_HAB,ITH5,2000,27700
A,PPS_EU27_2020_HAB,ITH5,2001,28200
A,PPS_EU27_2020_HAB,ITH5,2002,28300
A,PPS_EU27_2020_HAB,ITH5,2003,28600
A,PPS_EU27_2020_HAB,ITH5,2004,28700
A,PPS_EU27_2020_HAB,ITH5,2005,29200
A,PPS_EU27_2020_HAB,ITH5,2006,30800
A,PPS_EU27_2020_HAB,ITH5,2007,32400
A,PPS_EU27_2020_HAB,ITH5,2008,32900
A,PPS_EU27_2020_HAB,ITH5,2009,30500
A,PPS_EU27_2020_HAB,ITH5,2010,31000
A,PPS_EU27_2020_HAB,ITH5,2011,32300
A,PPS_EU27_2020_HAB,ITH5,2012,31800
A,PPS_EU27_2020_HAB,ITH5,2013,31700
A,PPS_EU27_2020_HAB,ITH5,2014,31900
A,PPS_EU27_2020_HAB,ITH5,2015,32700
A,PPS_EU27_2020_HAB,ITH5,2016,34200
A,PPS_EU27_2020_HAB,ITH5,2017,35300
A,PPS_EU27_2020_HAB,ITH5,2018,36000
A,PPS_EU27_2020_HAB,ITH5,2019,36600
A,PPS_EU27_2020_HAB,ITH5,2020,34500
A,PPS_EU27_2020_HAB,ITH5,2021,38900
A,PPS_EU27_2020_HAB,ITH5,2022,42400
A,PPS_EU27_2020_HAB,ITH5,2023,45100
