STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL53,Dytiki Makedonia,2020,,19.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL53,Dytiki Makedonia,2021,,19.8,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL53,Dytiki Makedonia,2022,,17.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL53,Dytiki Makedonia,2023,,16.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL53,Dytiki Makedonia,2024,,12.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2013,,27.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2014,,26.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2015,,24.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2016,,24.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2017,,24.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2018,,20.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2019,,16.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2020,,17.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2021,,15.1,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2022,,13.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2023,,13.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL54,Ipeiros,2024,,10.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2013,,25.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2014,,25.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2015,,27.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2016,,25.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2017,,20.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2018,,18.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2019,,18.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2020,,16.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2021,,16.7,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2022,,16.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2023,,12.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL61,Thessalia,2024,,10.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2013,,18.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2014,,21.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2015,,19.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2016,,16.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2017,,19.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2018,,16.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2019,,12.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2020,,16.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2021,,13.2,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2022,,12.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2023,,14.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL62,Ionia Nisia,2024,,16.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2013,,28.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2014,,28.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2015,,28.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2016,,29.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2017,,26.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2018,,24.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2019,,24.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2020,,21.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2021,,17.5,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2022,,12.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2023,,9.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL63,Dytiki Elláda,2024,,10.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2013,,28.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2014,,26.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2015,,26.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2016,,25.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2017,,20.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2018,,18.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2019,,17.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2020,,19.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2021,,17.2,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2022,,13.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2023,,9.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL64,Sterea Elláda,2024,,8.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2013,,22.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2014,,23.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2015,,22.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2016,,19.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2017,,16.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2018,,14.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2019,,12.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2020,,11.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2021,,12.7,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2022,,12.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2023,,9.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,EL65,Peloponnisos,2024,,7.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2013,,22.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2014,,21.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2015,,19.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2016,,17.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2017,,15.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2018,,13.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2019,,11.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2020,,12.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2021,,11.6,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2022,,11.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2023,,9.7,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES11,Galicia,2024,,9.4,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2013,,24.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2014,,21.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2015,,19.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2016,,17.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2017,,13.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2018,,13.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2019,,14.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2020,,14.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2021,,12.3,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2022,,12.5,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2023,,12.1,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES12,Principado de Asturias,2024,,10.1,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2013,,20.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2014,,19.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2015,,17.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2016,,14.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2017,,13.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2018,,10.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2019,,10.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2020,,12.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2021,,11.3,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2022,,9.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2023,,8.1,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES13,Cantabria,2024,,7.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES21,País Vasco,2013,,16.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES21,País Vasco,2014,,16.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES21,País Vasco,2015,,14.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,ES21,País Vasco,2016,,12.6,,,,,
