nuts2_id,country,year,population,erdf_eur,erdf_eur_pc,erdf_eur_pc_l1,erdf_eur_pc_l2,erdf_eur_pc_l3,gdp_mio_eur,gdp_eur,gdp_pc,log_gdp_pc,gdp_pc_growth,gdp_pc_pps,log_gdp_pc_pps,gdp_pc_pps_growth,gdp_volume_index,gdp_pc_real,log_gdp_pc_real,gdp_pc_real_growth,unemp_rate,emp_rate,tertiary_share_25_64,rd_gerd,gva,category_2014_2020
AL01,AL,1986,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1987,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1988,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1989,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1990,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1991,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1992,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1993,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1994,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1995,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1996,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1997,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1998,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,1999,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2000,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2001,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2002,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2003,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2004,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2005,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2006,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2007,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2008,,0,,,,,,,,,,5000,8.517193191,,86.7,2562.306938,7.848663279,,,,,,,less_developed
AL01,AL,2009,,0,,,,,,,,,,5300,8.5754621,5.826890812,90.2,2665.744934,7.888238823,3.957554328,,,,,,less_developed
AL01,AL,2010,,0,,,,,,,,,,6000,8.699514748,12.40526487,96.3,2846.022585,7.953677714,6.543889174,,,,,,less_developed
AL01,AL,2011,,0,,,,,,,,,,6100,8.71604405,1.652930195,95.4,2819.424243,7.944287974,-0.938974035,,,,,,less_developed
AL01,AL,2012,,0,,,,,,,,,,6300,8.748304912,3.226086222,97.5,2881.487041,7.966061773,2.177379955,,,,,,less_developed
AL01,AL,2013,,0,,,,,,,,,,6200,8.732304571,-1.600034135,97,2866.710184,7.960920374,-0.51413995,,,,,,less_developed
AL01,AL,2014,,0,,,,,2290.45,2290450000,,,,6400,8.764053269,3.174869831,95.9,2834.2011,7.949515377,-1.140499661,,,,,95.8,less_developed
AL01,AL,2015,,0,,,,,2418.75,2418750000,,,,6800,8.824677891,6.062462182,100,2955.371324,7.991379581,4.18642041,,,,,100,less_developed
AL01,AL,2016,830981,0,0,,,,2549.18,2549180000,3067.675434,8.028675366,,6900,8.839276691,1.459879942,103.8,3067.675434,8.028675366,3.729578474,,,,,103.7,less_developed
AL01,AL,2017,826904,0,0,0,,,2707.01,2707010000,3273.669011,8.093666657,6.499129044,7200,8.881836305,4.255961442,106.3,3141.559717,8.052474681,2.379931462,,,,,106.2,less_developed
AL01,AL,2018,819793,0,0,0,0,,2954.85,2954850000,3604.385497,8.189906577,9.623992009,7400,8.909235279,2.739897419,109,3221.354743,8.077557278,2.508259688,,,,,108.9,less_developed
AL01,AL,2019,813758,0,0,0,0,0,3165.02,3165020000,3889.387263,8.266006908,7.610033141,7700,8.948975608,3.974032865,111.2,3286.372912,8.097539777,1.998249959,,,,,111.5,less_developed
AL01,AL,2020,804689,0,0,0,0,0,2996.28,2996280000,3723.525486,8.22242621,-4.358069832,7400,8.909235279,-3.974032865,105.2,3109.050633,8.042072696,-5.546708151,,,,,105.9,less_developed
AL01,AL,2021,797955,0,0,0,0,0,3390.4,3390400000,4248.861151,8.354406262,13.19800518,8200,9.011889433,10.26541541,114.4,3380.944795,8.125910474,8.383777864,,,,,114.4,less_developed
AL01,AL,2022,783970,0,0,0,0,0,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2023,771020,0,0,0,0,0,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2024,,0,,0,0,0,,,,,,,,,,,,,,,,,,less_developed
AL01,AL,2025,633710,0,0,,0,0,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1986,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1987,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1988,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1989,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1990,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1991,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1992,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1993,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1994,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1995,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1996,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1997,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1998,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,1999,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2000,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2001,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2002,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2003,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2004,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2005,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2006,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2007,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2008,,0,,,,,,,,,,8600,9.059517482,,85.9,3714.872113,8.220099532,,,,,,,less_developed
AL02,AL,2009,,0,,,,,,,,,,8900,9.093806556,3.428907348,89.5,3870.55942,8.261154328,4.105479629,,,,,,less_developed
AL02,AL,2010,,0,,,,,,,,,,9300,9.137769679,4.396312342,91.4,3952.72772,8.282161182,2.100685318,,,,,,less_developed
AL02,AL,2011,,0,,,,,,,,,,9300,9.137769679,0,90.6,3918.130541,8.273369916,-0.8791265411,,,,,,less_developed
AL02,AL,2012,,0,,,,,,,,,,9300,9.137769679,0,91.5,3957.052368,8.283254675,0.9884759233,,,,,,less_developed
AL02,AL,2013,,0,,,,,,,,,,9000,9.104979856,-3.278982282,92.9,4017.597431,8.298439349,1.518467354,,,,,,less_developed
AL02,AL,2014,,0,,,,,4535.08,4535080000,,,,9500,9.159047078,5.406722127,95.3,4121.388969,8.323945514,2.550616484,,,,,95.3,less_developed
AL02,AL,2015,,0,,,,,4837.09,4837090000,,,,10100,9.220290703,6.124362524,100,4324.647396,8.372085889,4.814037533,,,,,100,less_developed
AL02,AL,2016,1130587,0,0,,,,5050.74,5050740000,4467.36076,8.404553079,,10000,9.210340372,-0.9950330853,103.3,4467.36076,8.404553079,3.246719014,,,,,103.1,less_developed
AL02,AL,2017,1146183,0,0,0,,,5640.06,5640060000,4920.732553,8.501212691,9.665961201,10700,9.27799902,6.765864847,110.6,4783.06002,8.472835792,6.828271296,,,,,110.5,less_developed
AL02,AL,2018,1162544,0,0,0,0,,6327.54,6327540000,5442.839153,8.602056107,10.08434155,11100,9.314700387,3.670136685,116,5016.59098,8.520505894,4.767010202,,,,,116,less_developed
AL02,AL,2019,1170142,0,0,0,0,0,6789.07,6789070000,5801.919767,8.665944136,6.388802929,11400,9.341368634,2.666824708,118.6,5129.031812,8.54267219,2.216629546,,,,,118.9,less_developed
AL02,AL,2020,1176240,0,0,0,0,0,6628.26,6628260000,5635.125485,8.636774695,-2.916944107,11100,9.314700387,-2.666824708,115.6,4999.29239,8.517051659,-2.562053033,,,,,116.4,less_developed
AL02,AL,2021,1178435,0,0,0,0,0,7646.74,7646740000,6488.894169,8.777847405,14.10727102,12300,9.417354541,10.26541541,127.8,5526.899372,8.617382245,10.03305857,,,,,127.8,less_developed
AL02,AL,2022,1178623,0,0,0,0,0,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2023,1177987,0,0,0,0,0,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2024,,0,,0,0,0,,,,,,,,,,,,,,,,,,less_developed
AL02,AL,2025,986944,0,0,,0,0,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1986,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1987,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1988,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1989,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1990,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1991,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1992,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1993,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1994,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1995,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1996,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1997,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1998,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,1999,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2000,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2001,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2002,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2003,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2004,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2005,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2006,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2007,,0,,,,,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2008,,0,,,,,,,,,,5300,8.5754621,,83.5,2767.174211,7.925581938,,,,,,,less_developed
AL03,AL,2009,,0,,,,,,,,,,5500,8.612503371,3.704127168,84.6,2803.628003,7.938669573,1.308763476,,,,,,less_developed
AL03,AL,2010,,0,,,,,,,,,,6200,8.732304571,11.98011998,87.8,2909.675398,7.975796807,3.712723403,,,,,,less_developed
AL03,AL,2011,,0,,,,,,,,,,7100,8.867850063,13.5545492,97.7,3237.759526,8.082636865,10.68400584,,,,,,less_developed
AL03,AL,2012,,0,,,,,,,,,,7400,8.909235279,4.138521616,99.2,3287.469242,8.09787332,1.523645524,,,,,,less_developed
AL03,AL,2013,,0,,,,,,,,,,7400,8.909235279,0,100.5,3330.550996,8.110893034,1.301971321,,,,,,less_developed
AL03,AL,2014,,0,,,,,3143.06,3143060000,,,,7900,8.974618038,6.538275926,103.2,3420.028486,8.137404159,2.651112555,,,,,103.2,less_developed
AL03,AL,2015,,0,,,,,3008.27,3008270000,,,,7700,8.948975608,-2.564243061,100,3313.981091,8.105905492,-3.149866706,,,,,100,less_developed
AL03,AL,2016,914024,0,0,,,,3119.93,3119930000,3413.400523,8.135464294,,7700,8.948975608,0,103,3413.400523,8.135464294,2.955880224,,,,,102.9,less_developed
AL03,AL,2017,903504,0,0,0,,,3211.98,3211980000,3555.025766,8.17611759,4.065329581,7800,8.961879013,1.290340484,102.6,3400.144599,8.131573239,-0.3891055493,,,,,102.5,less_developed
AL03,AL,2018,887987,0,0,0,0,,3545.66,3545660000,3992.918815,8.292277775,11.6160185,8200,9.011889433,5.001042057,106.4,3526.07588,8.167940883,3.636764417,,,,,106.4,less_developed
AL03,AL,2019,878527,0,0,0,0,0,3800.1,3800100000,4325.535812,8.372291299,8.001352369,8600,9.059517482,4.762804899,108.4,3592.355502,8.186563395,1.86225121,,,,,108.7,less_developed
AL03,AL,2020,865026,0,0,0,0,0,3685.89,3685890000,4261.016432,8.35726301,-1.502828894,8400,9.035986985,-2.353049741,105.3,3489.622088,8.157548725,-2.901466987,,,,,105.9,less_developed
AL03,AL,2021,853351,0,0,0,0,0,4120.24,4120240000,4828.306289,8.48225102,12.49880105,9300,9.137769679,10.17826943,111.6,3698.402897,8.215656356,5.810763081,,,,,111.6,less_developed
AL03,AL,2022,830999,0,0,0,0,0,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2023,812778,0,0,0,0,0,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2024,,0,,0,0,0,,,,,,,,,,,,,,,,,,less_developed
AL03,AL,2025,742660,0,0,,0,0,,,,,,,,,,,,,,,,,,less_developed
AT11,AT,1986,,0,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1987,,0,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1988,,0,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1989,,0,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1990,,0,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1991,,0,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1992,,0,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1993,,0,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1994,,0,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1995,,9980000,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1996,,6459976,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1997,,19087090,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1998,,24425078,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,1999,,23509169,,,,,,,,,,,,,,,,,,,,,,transition
AT11,AT,2000,,35365466,,,,,,,,,,16200,9.692766521,,79.4,22455.48374,10.01929013,,,,,,,transition
AT11,AT,2001,,14210686,,,,,,,,,,16300,9.698920387,0.6153865574,80.2,22681.73547,10.02931527,1.002514662,,,,,,transition
AT11,AT,2002,,25673781,,,,,,,,,,17200,9.752664663,5.374427601,82,23190.80185,10.05151101,2.219573239,,,,,,transition
AT11,AT,2003,,30597222,,,,,,,,,,17600,9.775654181,2.298951822,81.1,22936.26866,10.04047472,-1.103628614,,,,,,transition
AT11,AT,2004,,27088745,,,,,,,,,,18600,9.83091686,5.526267868,84.5,23897.83849,10.08154329,4.106857324,,,,,,transition
AT11,AT,2005,,17792624,,,,,,,,,,18600,9.83091686,0,84.4,23869.55703,10.08035916,-0.1184132761,,,,,,transition
AT11,AT,2006,,14489317,,,,,,,,,,19300,9.867860375,3.694351519,86,24322.06048,10.09913906,1.877989465,,,,,,transition
AT11,AT,2007,,23330185,,,,,,,,,,20200,9.913437883,4.55775085,89,25170.50445,10.13342813,3.428907348,,,,,,transition
AT11,AT,2008,,25611263,,,,,,,,,,20100,9.908475094,-0.4962789342,88.2,24944.25272,10.12439872,-0.9029406719,,,,,,transition
AT11,AT,2009,,10447335,,,,,,,,,,20100,9.908475094,0,88.1,24915.97126,10.12326429,-0.1134430071,,,,,,transition
AT11,AT,2010,,11992836,,,,,,,,,,21100,9.957028319,4.855322542,90.4,25566.44497,10.14903603,2.577173446,,,,,,transition
AT11,AT,2011,,26924448,,,,,,,,,,22000,9.998797732,4.176941288,93,26301.76307,10.17739125,2.835522576,,,,,,transition
AT11,AT,2012,,7414569,,,,,,,,,,23000,10.04324949,4.445176257,94.2,26641.14066,10.19021194,1.282068843,,,,,,transition
AT11,AT,2013,,19030438,,,,,,,,,,23400,10.0604913,1.724180643,95.3,26952.23678,10.20182157,1.160962908,4.3,69.9,15.8,0.89,,transition
AT11,AT,2014,,34234868,,,,,7647.68,7647680000,,,,23800,10.07744086,1.694955831,97,27433.0217,10.21950274,1.768116784,4.8,69.8,25.7,,97.2,transition
AT11,AT,2015,,11555726,,,,,8061.08,8061080000,,,,25100,10.13062313,5.318226546,100,28281.46567,10.24996195,3.045920748,5.2,69.6,28.5,0.99,100,transition
AT11,AT,2016,291011,0,0,,,,8320.75,8320750000,28592.56179,10.26090189,,25500,10.14643373,1.581060603,101.1,28592.56179,10.26090189,1.093994004,5.7,69.8,27.9,,101,transition
AT11,AT,2017,291942,2531188,8.670174213,0,,,8610.36,8610360000,29493.39252,10.29192153,3.101964915,26100,10.16969059,2.325686216,104,29412.7243,10.28918266,2.828077311,5.2,71.1,28,0.85,104,transition
AT11,AT,2018,292675,4137344,14.13630819,8.670174213,0,,8832.27,8832270000,30177.73981,10.31485984,2.293830434,26700,10.19241884,2.272825108,105.2,29752.10189,10.30065506,1.147240116,4.2,71.8,28.4,,105.5,transition
AT11,AT,2019,293433,9914955,33.7895022,14.13630819,8.670174213,0,9066.41,9066410000,30897.71771,10.3384376,2.357776023,27200,10.21097225,1.85534079,106,29978.35361,10.30823085,0.7575793808,3.6,71.9,30.7,0.87,106.4,transition
AT11,AT,2020,294436,422234,1.434043391,33.7895022,14.13630819,8.670174213,8773.9,8773900000,29799.00556,10.3022303,-3.620729821,26100,10.16969059,-4.128165897,99.8,28224.90274,10.24795994,-6.027091079,4.2,72,33.1,,100.3,transition
AT11,AT,2021,296010,9508283,32.12149252,1.434043391,33.7895022,14.13630819,9439.31,9439310000,31888.4835,10.3700002,6.776990335,28200,10.24707726,7.738666362,105.1,29723.82042,10.29970404,5.174409457,5.1,71.8,31.4,0.84,105.3,transition
AT11,AT,2022,297583,12742020,42.81837336,32.12149252,1.434043391,33.7895022,10316.95,1.031695e+10,34669.15113,10.45360555,8.360534934,30800,10.33526997,8.819271204,109.2,30883.36051,10.33797282,3.826878543,4.3,73.3,31.4,,110.1,transition
AT11,AT,2023,301250,0,0,42.81837336,32.12149252,1.434043391,10992.74,1.099274e+10,36490.42324,10.50480513,5.119957403,32200,10.37972173,4.445176257,107.8,30487.41999,10.32506942,-1.290340484,5.2,73.2,33.2,0.78,108.5,transition
AT11,AT,2024,301951,0,0,0,42.81837336,32.12149252,,,,,,,,,,,,,4.9,73.5,34.7,,,transition
AT11,AT,2025,301790,0,0,0,0,42.81837336,,,,,,,,,,,,,,,,,,transition
AT12,AT,1986,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1987,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1988,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1989,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1990,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1991,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1992,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1993,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1994,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1995,,9814300,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1996,,4648964,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1997,,18812483,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1998,,8663334,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,1999,,11009373,,,,,,,,,,,,,,,,,,,,,,more_developed
AT12,AT,2000,,13275646,,,,,,,,,,20000,9.903487553,,80.5,26611.58552,10.18910195,,,,,,,more_developed
AT12,AT,2001,,21811781,,,,,,,,,,19700,9.888373915,-1.511363781,79.5,26281.00681,10.17660178,-1.250016276,,,,,,more_developed
AT12,AT,2002,,18638867,,,,,,,,,,20300,9.918376165,3.00022503,79.6,26314.06468,10.17785885,0.125707119,,,,,,more_developed
AT12,AT,2003,,30516257,,,,,,,,,,21000,9.952277717,3.390155168,80.4,26578.52765,10.18785894,1.000008333,,,,,,more_developed
AT12,AT,2004,,24136874,,,,,,,,,,22500,10.02127059,6.899287149,84.9,28066.1318,10.24231885,5.445991713,,,,,,more_developed
AT12,AT,2005,,28763768,,,,,,,,,,23200,10.05190756,3.063696946,86.6,28628.1156,10.26214458,1.982572225,,,,,,more_developed
AT12,AT,2006,,21606112,,,,,,,,,,24100,10.08996712,3.805956182,89.3,29520.67809,10.29284625,3.070167231,,,,,,more_developed
AT12,AT,2007,,31836462,,,,,,,,,,25300,10.13855967,4.859255524,93.3,30842.9929,10.33666487,4.381861997,,,,,,more_developed
AT12,AT,2008,,17385135,,,,,,,,,,26100,10.16969059,3.11309186,96.8,32000.01836,10.37349176,3.682688643,,,,,,more_developed
AT12,AT,2009,,23522107,,,,,,,,,,25100,10.13062313,-3.906746819,94.6,31272.74521,10.35050224,-2.298951822,,,,,,more_developed
AT12,AT,2010,,13325925,,,,,,,,,,25800,10.15812977,2.750664579,94.8,31338.86096,10.35261417,0.2111933203,,,,,,more_developed
AT12,AT,2011,,15692497,,,,,,,,,,26900,10.19988157,4.175179468,97.8,32330.59706,10.38376934,3.115516778,,,,,,more_developed
AT12,AT,2012,,9196404,,,,,,,,,,28000,10.23995979,4.007822357,97.9,32363.65493,10.38479131,0.1021972496,,,,,,more_developed
AT12,AT,2013,,38346772,,,,,,,,,,28200,10.24707726,0.7117467769,97.6,32264.48132,10.38172225,-0.3069056117,5,72.4,17.6,1.6,,more_developed
AT12,AT,2014,,23552312,,,,,52041.13,5.204113e+10,,,,28600,10.261162,1.408473988,98.9,32694.23363,10.394954,1.323174521,5.1,72.8,29.1,,99.1,more_developed
AT12,AT,2015,,17706948,,,,,53778.42,5.377842e+10,,,,29500,10.29214554,3.098354552,100,33057.87021,10.40601495,1.106094736,5.2,73.1,30.3,1.74,100,more_developed
AT12,AT,2016,1653691,0,0,,,,56034.19,5.603419e+10,33884.31696,10.43070756,,30200,10.3155972,2.345166104,102.5,33884.31696,10.43070756,2.469261259,5.2,73.1,30.2,,102.5,more_developed
AT12,AT,2017,1665753,6071181,3.644706628,0,,,58226.59,5.822659e+10,34955.11639,10.46182013,3.111256898,30900,10.33851146,2.291425952,105.7,34942.16881,10.46144965,3.07420943,4.8,74.3,32,1.8,105.8,more_developed
AT12,AT,2018,1670668,15692519,9.39296078,3.644706628,0,,60404.56,6.040456e+10,36155.93284,10.49559633,3.377620252,32000,10.37349118,3.49797189,108,35702.49982,10.48297599,2.152633425,3.8,74.4,31.9,,108.3,more_developed
AT12,AT,2019,1677542,14021357,8.358274785,9.39296078,3.644706628,0,63210.19,6.321019e+10,37680.24288,10.53689117,4.12948432,33100,10.40728856,3.379737958,111.2,36760.35167,10.51217514,2.919915469,4,74.4,32.4,1.8,111.6,more_developed
AT12,AT,2020,1684287,52126,0.03094840725,8.358274785,9.39296078,3.644706628,59310.96,5.931096e+10,35214.28355,10.46920706,-6.768411252,30800,10.33526997,-7.20185924,102.7,33950.4327,10.43265688,-7.951826488,4.2,74.1,33,,103.2,more_developed
AT12,AT,2021,1690879,27276431,16.13150971,0.03094840725,8.358274785,9.39296078,63413.92,6.341392e+10,37503.52332,10.53219016,6.298310063,33100,10.40728856,7.20185924,107.3,35471.09473,10.47647341,4.38165327,5.1,73.9,33.9,1.78,107.4,more_developed
AT12,AT,2022,1698796,34592558,20.36298531,16.13150971,0.03094840725,8.358274785,69749.6,6.97496e+10,41058.25538,10.6227472,9.055703743,36500,10.50506754,9.777897821,110.7,36595.06232,10.5076686,3.119519008,4,74.7,34.1,,111.6,more_developed
AT12,AT,2023,1718373,0,0,20.36298531,16.13150971,0.03094840725,73205.49,7.320549e+10,42601.62956,10.65964778,3.690058417,37500,10.53209621,2.702867239,109.2,36099.19427,10.49402582,-1.36427764,4.3,75.3,36,1.82,109.9,more_developed
AT12,AT,2024,1723723,0,0,0,20.36298531,16.13150971,,,,,,,,,,,,,4.2,75.6,38,,,more_developed
AT12,AT,2025,1727514,0,0,0,0,20.36298531,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1986,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1987,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1988,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1989,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1990,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1991,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1992,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1993,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1994,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1995,,3419000,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1996,,1150112,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1997,,187774,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1998,,2351919,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,1999,,485098,,,,,,,,,,,,,,,,,,,,,,more_developed
AT13,AT,2000,,2525707,,,,,,,,,,33300,10.41331268,,85,40677.80979,10.61343801,,,,,,,more_developed
AT13,AT,2001,,1558359,,,,,,,,,,33500,10.41930072,0.5988041845,86.3,41299.941,10.62861635,1.51783416,,,,,,more_developed
AT13,AT,2002,,457958,,,,,,,,,,34900,10.46024211,4.094139038,89.1,42639.91591,10.66054609,3.192973639,,,,,,more_developed
AT13,AT,2003,,3597977,,,,,,,,,,35400,10.4744671,1.422499093,89,42592.05966,10.65942312,-0.1122964745,,,,,,more_developed
AT13,AT,2004,,2518847,,,,,,,,,,36100,10.49404814,1.95810452,90,43070.62213,10.67059642,1.11733006,,,,,,more_developed
AT13,AT,2005,,1131278,,,,,,,,,,37400,10.52942598,3.537783908,92,44027.74706,10.69257533,2.197890672,,,,,,more_developed
AT13,AT,2006,,2167639,,,,,,,,,,38700,10.56359488,3.416889562,95.1,45511.29072,10.72571572,3.31403925,,,,,,more_developed
AT13,AT,2007,,3701448,,,,,,,,,,39700,10.58910647,2.551158766,98,46899.12187,10.75575423,3.003850912,,,,,,more_developed
AT13,AT,2008,,3305896,,,,,,,,,,41000,10.62132735,3.222087901,98.8,47281.97185,10.76388436,0.8130126083,,,,,,more_developed
AT13,AT,2009,,4542594,,,,,,,,,,39900,10.5941316,-2.719574281,97.6,46707.69689,10.75166425,-1.222011133,,,,,,more_developed
AT13,AT,2010,,2129634,,,,,,,,,,40800,10.61643736,2.230575751,99.5,47616.96557,10.7709444,1.928015075,,,,,,more_developed
AT13,AT,2011,,3889747,,,,,,,,,,41600,10.63585545,1.941808586,101.2,48430.52177,10.78788551,1.694111269,,,,,,more_developed
AT13,AT,2012,,0,,,,,,,,,,42400,10.65490364,1.904819497,100.9,48286.95303,10.78491668,-0.2968829494,,,,,,more_developed
AT13,AT,2013,,6368293,,,,,,,,,,42300,10.65254237,-0.2361276186,100.4,48047.6718,10.77994896,-0.4967720102,9.3,66,30.6,3.54,,more_developed
