nuts2_id,country,year,population,erdf_eur,erdf_eur_pc,erdf_eur_pc_l1,erdf_eur_pc_l2,erdf_eur_pc_l3,gdp_mio_eur,gdp_eur,gdp_pc,log_gdp_pc,gdp_pc_growth,gdp_pc_pps,log_gdp_pc_pps,gdp_pc_pps_growth,gdp_volume_index,gdp_pc_real,log_gdp_pc_real,gdp_pc_real_growth,unemp_rate,emp_rate,tertiary_share_25_64,rd_gerd,gva,category_2014_2020
ITH4,IT,1994,,9596588,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH4,IT,1995,,1256364,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH4,IT,1996,,6431834,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH4,IT,1997,,3612568,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH4,IT,1998,,25411323,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH4,IT,1999,,7711952,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH4,IT,2000,,11028918,,,,,,,,,,24300,10.09823163,,103.5,31172.24679,10.34728345,,,,,,,more_developed
ITH4,IT,2001,,12036713,,,,,,,,,,25100,10.13062313,3.239149579,105.9,31895.0815,10.37020709,2.29236399,,,,,,more_developed
ITH4,IT,2002,,11972824,,,,,,,,,,25300,10.13855967,0.7936549596,105,31624.01848,10.36167219,-0.853490245,,,,,,more_developed
ITH4,IT,2003,,13411196,,,,,,,,,,25100,10.13062313,-0.7936549596,102,30720.4751,10.33268465,-2.898753687,,,,,,more_developed
ITH4,IT,2004,,26331005,,,,,,,,,,25200,10.13459927,0.397614838,102.8,30961.42,10.34049719,0.7812539737,,,,,,more_developed
ITH4,IT,2005,,12693255,,,,,,,,,,26200,10.17351469,3.891541625,105.7,31834.84527,10.36831673,2.781953986,,,,,,more_developed
ITH4,IT,2006,,23465640,,,,,,,,,,27500,10.22194128,4.842659391,108.4,32648.03432,10.39353993,2.522319613,,,,,,more_developed
ITH4,IT,2007,,21647757,,,,,,,,,,28900,10.27159687,4.965559045,110.3,33220.27846,10.41091577,1.737583725,,,,,,more_developed
ITH4,IT,2008,,20568140,,,,,,,,,,28900,10.27159687,0,107.3,32316.73508,10.38334049,-2.757527662,,,,,,more_developed
ITH4,IT,2009,,8009945,,,,,,,,,,26900,10.19988157,-7.171530851,99.7,30027.7585,10.30987752,-7.346297267,,,,,,more_developed
ITH4,IT,2010,,2540077,,,,,,,,,,27900,10.23638197,3.650040222,102.8,30961.42,10.34049719,3.061967605,,,,,,more_developed
ITH4,IT,2011,,18954829,,,,,,,,,,28600,10.261162,2.4780029,103,31021.65622,10.34244083,0.1943635209,,,,,,more_developed
ITH4,IT,2012,,3569205,,,,,,,,,,27900,10.23638197,-2.4780029,98.3,29606.10492,10.29573587,-4.670496108,,,,,,more_developed
ITH4,IT,2013,,9542909,,,,,,,,,,27900,10.23638197,0,98.4,29636.22303,10.29675264,0.1016776905,7.7,63,17.3,1.51,,more_developed
ITH4,IT,2014,,18109121,,,,,35078.44,3.507844e+10,,,,27800,10.2327913,-0.3590668131,98.1,29545.86869,10.29369921,-0.3053437487,8,63.1,17.2,1.56,98,more_developed
ITH4,IT,2015,,13346198,,,,,36076.43,3.607643e+10,,,,28800,10.26813067,3.533936645,100,30118.11284,10.31288203,1.918281942,8,63.7,17.6,1.57,100,more_developed
ITH4,IT,2016,1216208,371209,0.3052183508,,,,36556.63,3.655663e+10,30057.87661,10.31088002,,29800,10.30226367,3.413300637,99.8,30057.87661,10.31088002,-0.2002002671,7.6,64.7,17.4,1.59,99.9,more_developed
ITH4,IT,2017,1212809,2684235,2.213238028,0.3052183508,,,37388.13,3.738813e+10,30827.71483,10.3361694,2.52893741,30700,10.33201793,2.975426108,101.6,30600.00264,10.32875537,1.787535183,6.7,65.7,19.9,1.57,101.6,more_developed
ITH4,IT,2018,1211155,20187798,16.66822,2.213238028,0.3052183508,,38497.91,3.849791e+10,31786.11326,10.36678478,3.061538669,31600,10.3609124,2.8894466,103.2,31081.89245,10.34438069,1.56253179,6.7,66.3,21.1,1.65,103.2,more_developed
ITH4,IT,2019,1210414,21086317,17.42074778,16.66822,2.213238028,0.3052183508,39333.14,3.933314e+10,32495.60894,10.38886025,2.207546635,32700,10.39513036,3.421795731,104.2,31383.07358,10.35402397,0.9643276272,6.1,66.6,20.7,1.68,104.2,more_developed
ITH4,IT,2020,1206216,18108153,15.01236346,17.42074778,16.66822,2.213238028,36648.71,3.664871e+10,30383.20666,10.32164532,-6.721492753,30800,10.33526997,-5.986038792,95.4,28732.67965,10.26579042,-8.823355087,5.6,67,21.3,1.73,96.1,more_developed
ITH4,IT,2021,1201510,33078228,27.53054739,15.01236346,17.42074778,16.66822,40506.74,4.050674e+10,33713.19423,10.42564456,10.39992378,34500,10.4487146,11.34446341,103.7,31232.48301,10.34921395,8.342353678,5.7,67.4,21.2,1.66,104.1,more_developed
ITH4,IT,2022,1194647,48379123,40.49658435,27.53054739,15.01236346,17.42074778,42724.39,4.272439e+10,35763.19197,10.48467449,5.902992636,37300,10.52674861,7.803400261,105.5,31774.60905,10.36642279,1.720883768,5.3,68.5,21.3,1.51,106.4,more_developed
ITH4,IT,2023,1194248,0,0,40.49658435,27.53054739,15.01236346,45011.36,4.501136e+10,37690.12801,10.53715348,5.247899647,39200,10.57643203,4.968342015,104.9,31593.90037,10.36071935,-0.5703437514,4.6,68.7,22,1.69,105.8,more_developed
ITH4,IT,2024,1194616,0,0,0,40.49658435,27.53054739,,,,,,,,,,,,,4.3,69.8,24.1,,,more_developed
ITH4,IT,2025,1193284,0,0,0,0,40.49658435,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1986,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1987,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1988,,2825112,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1989,,4000000,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1990,,113538,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1991,,5277131,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1992,,8953451,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1993,,24603289,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1994,,7377501,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1995,,698886,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1996,,1816702,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1997,,5780130,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1998,,7428271,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,1999,,18484051,,,,,,,,,,,,,,,,,,,,,,more_developed
ITH5,IT,2000,,3951210,,,,,,,,,,27700,10.22918769,,95.4,32393.86357,10.38572429,,,,,,,more_developed
ITH5,IT,2001,,12976701,,,,,,,,,,28200,10.24707726,1.788956475,96.8,32869.24521,10.4002927,1.456841583,,,,,,more_developed
ITH5,IT,2002,,5693436,,,,,,,,,,28300,10.25061708,0.3539826705,96.8,32869.24521,10.4002927,0,,,,,,more_developed
ITH5,IT,2003,,27379261,,,,,,,,,,28600,10.261162,1.054491318,96.9,32903.20105,10.40132523,0.1032524614,,,,,,more_developed
ITH5,IT,2004,,20856958,,,,,,,,,,28700,10.2646524,0.349040494,98.4,33412.53852,10.41668651,1.536128516,,,,,,more_developed
ITH5,IT,2005,,23583958,,,,,,,,,,29200,10.28192399,1.727158651,99.5,33786.05267,10.42780335,1.111684011,,,,,,more_developed
ITH5,IT,2006,,41850593,,,,,,,,,,30800,10.33526997,5.334598071,102.8,34906.59512,10.46043106,3.262770886,,,,,,more_developed
ITH5,IT,2007,,19932061,,,,,,,,,,32400,10.3859137,5.064373282,105.3,35755.49092,10.48445913,2.402806612,,,,,,more_developed
ITH5,IT,2008,,28306506,,,,,,,,,,32900,10.40122794,1.531423497,104.3,35415.9326,10.47491707,-0.9542057133,,,,,,more_developed
ITH5,IT,2009,,11836699,,,,,,,,,,30500,10.32548196,-7.574597416,97.3,33039.02437,10.4054447,-6.947237281,,,,,,more_developed
ITH5,IT,2010,,7768378,,,,,,,,,,31000,10.34174248,1.626052087,99.5,33786.05267,10.42780335,2.235865497,,,,,,more_developed
ITH5,IT,2011,,25765553,,,,,,,,,,32300,10.38282251,4.108002574,102.1,34668.9043,10.45359843,2.579508101,,,,,,more_developed
ITH5,IT,2012,,10837346,,,,,,,,,,31800,10.36722157,-1.560094044,99.2,33684.18518,10.42478372,-2.881471088,,,,,,more_developed
ITH5,IT,2013,,39564768,,,,,,,,,,31700,10.36407196,-0.3149608903,98.5,33446.49436,10.41770226,-0.7081466113,8.4,66.2,17.8,1.65,,more_developed
ITH5,IT,2014,,19701578,,,,,145927.56,1.4592756e+11,,,,31900,10.37036129,0.6289328908,99.5,33786.05267,10.42780335,1.010109599,8.4,66.3,18.7,1.71,99.4,more_developed
ITH5,IT,2015,,21203614,,,,,148780.48,1.4878048e+11,,,,32700,10.39513036,2.476906811,100,33955.83183,10.4328159,0.5012541824,7.8,66.7,20.3,1.8,100,more_developed
ITH5,IT,2016,4435480,5407923,1.219241886,,,,153170.79,1.5317079e+11,34533.08097,10.44967301,,34200,10.43998092,4.485056617,101.7,34533.08097,10.44967301,1.685711707,7,68.4,20.7,1.97,101.8,more_developed
ITH5,IT,2017,4439768,12869012,2.898577583,1.219241886,,,157583.36,1.5758336e+11,35493.60237,10.47710774,2.743473183,35300,10.47163824,3.165731987,104.1,35348.02094,10.47299768,2.332467257,6.6,68.6,21.2,1.98,104.1,more_developed
ITH5,IT,2018,4445920,53842957,12.11064459,2.898577583,1.219241886,,161177.73,1.6117773e+11,36252.95327,10.49827613,2.116838222,36000,10.49127422,1.963597452,105.6,35857.35842,10.48730408,1.430639565,5.8,69.6,22.1,2.03,105.6,more_developed
ITH5,IT,2019,4459453,41377452,9.278593585,12.11064459,2.898577583,1.219241886,162762.66,1.6276266e+11,36498.34632,10.50502223,0.6746105825,36600,10.50780352,1.652930195,105.6,35857.35842,10.48730408,0,5.5,70.4,22.9,2.08,105.6,more_developed
ITH5,IT,2020,4464119,29195925,6.540131435,9.278593585,12.11064459,2.898577583,152013.32,1.5201332e+11,34052.25533,10.43565155,-6.937068716,34500,10.4487146,-5.908891637,96.8,32869.24521,10.4002927,-8.701137699,5.8,68.8,23.4,2.11,97.4,more_developed
ITH5,IT,2021,4438937,35460196,7.988443179,6.540131435,9.278593585,12.11064459,169102.72,1.6910272e+11,38095.31877,10.54784669,11.21951414,38900,10.56874953,12.00349266,105.8,35925.27008,10.48919623,8.890352514,5.5,68.5,23.3,2.16,106.3,more_developed
ITH5,IT,2022,4425366,126482858,28.58133271,7.988443179,6.540131435,9.278593585,180444.99,1.8044499e+11,40775.15622,10.61582826,6.798157231,42400,10.65490364,8.615411161,109.7,37249.54752,10.52539508,3.619884786,5,69.7,22.8,1.99,110.6,more_developed
ITH5,IT,2023,4437578,0,0,28.58133271,7.988443179,6.540131435,192636.6,1.926366e+11,43410.30175,10.67845206,6.262380048,45100,10.71663753,6.173388427,109.7,37249.54752,10.52539508,0,5,70.6,23.7,2.11,110.7,more_developed
ITH5,IT,2024,4451938,0,0,0,28.58133271,7.988443179,,,,,,,,,,,,,4.3,70.3,24.9,,,more_developed
ITH5,IT,2025,4461998,0,0,0,0,28.58133271,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1986,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1987,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1988,,5258828,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1989,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1990,,884833,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1991,,21367175,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1992,,19296291,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1993,,51970889,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1994,,27179872,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1995,,34655580,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1996,,15361637,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1997,,85209742,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1998,,4655594,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,1999,,112966724,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI1,IT,2000,,21927295,,,,,,,,,,23800,10.07744086,,99.1,29623.74289,10.29633144,,,,,,,more_developed
ITI1,IT,2001,,29098141,,,,,,,,,,24600,10.11050172,3.306086226,100.6,30072.13455,10.31135426,1.502281633,,,,,,more_developed
ITI1,IT,2002,,5947453,,,,,,,,,,24900,10.12262308,1.212136053,100.9,30161.81289,10.31433193,0.2977669694,,,,,,more_developed
ITI1,IT,2003,,56369337,,,,,,,,,,25400,10.14250445,1.988137055,101.3,30281.384,10.31828841,0.3956483895,,,,,,more_developed
ITI1,IT,2004,,65637255,,,,,,,,,,25400,10.14250445,0,102.6,30669.99011,10.33103993,1.275152148,,,,,,more_developed
ITI1,IT,2005,,52650348,,,,,,,,,,25700,10.15424627,1.174181788,102.6,30669.99011,10.33103993,0,,,,,,more_developed
ITI1,IT,2006,,51633720,,,,,,,,,,27000,10.20359214,4.93458741,104.8,31327.63123,10.35225577,2.121583915,,,,,,more_developed
ITI1,IT,2007,,52658231,,,,,,,,,,28200,10.24707726,4.348511194,106.6,31865.70123,10.36928551,1.702973984,,,,,,more_developed
ITI1,IT,2008,,65342897,,,,,,,,,,28700,10.2646524,1.757514482,105.1,31417.30956,10.35511428,-1.417123385,,,,,,more_developed
ITI1,IT,2009,,15708474,,,,,,,,,,27600,10.22557105,-3.908135004,101.2,30251.49122,10.31730076,-3.781352103,,,,,,more_developed
ITI1,IT,2010,,41518489,,,,,,,,,,27700,10.22918769,0.361664047,102.1,30520.52622,10.32615473,0.8853968317,,,,,,more_developed
ITI1,IT,2011,,26935916,,,,,,,,,,28500,10.25765937,2.847167408,103.1,30819.454,10.33590139,0.9746665852,,,,,,more_developed
ITI1,IT,2012,,55234210,,,,,,,,,,28400,10.25414442,-0.3514942107,101.2,30251.49122,10.31730076,-1.860063417,,,,,,more_developed
ITI1,IT,2013,,73106912,,,,,,,,,,27900,10.23638197,-1.776245634,99.2,29653.63566,10.29734002,-1.996074256,8.7,63.7,17,1.28,,more_developed
ITI1,IT,2014,,50940708,,,,,108725.23,1.0872523e+11,,,,28200,10.24707726,1.069528912,100.1,29922.67066,10.30637169,0.903167203,10.1,63.8,17.4,1.3,100,more_developed
ITI1,IT,2015,,66551640,,,,,109850.44,1.0985044e+11,,,,28600,10.261162,1.408473988,100,29892.77789,10.30537219,-0.09995003331,9.2,64.8,19.3,1.32,100,more_developed
ITI1,IT,2016,3726422,0,0,,,,112284.25,1.1228425e+11,30131.92011,10.31334036,,29900,10.30561376,4.445176257,100.8,30131.92011,10.31334036,0.7968169649,9.5,65.3,20.3,1.32,100.9,more_developed
ITI1,IT,2017,3721391,8465479,2.274815788,0,,,114675.42,1.1467542e+11,30815.20324,10.33576346,2.242310125,30700,10.33201793,2.64041742,102.2,30550.419,10.32713368,1.379332213,8.6,66,20.7,1.45,102.2,more_developed
ITI1,IT,2018,3712048,98740060,26.59988772,2.274815788,0,,117431.53,1.1743153e+11,31635.24017,10.36202697,2.626351458,31500,10.35774282,2.572489124,103.5,30939.02511,10.33977361,1.263993494,7.3,66.6,21.4,1.56,103.5,more_developed
ITI1,IT,2019,3701343,63561634,17.17258682,26.59988772,2.274815788,0,121886.82,1.2188682e+11,32930.43093,10.40215246,4.012548801,33100,10.40728856,4.954573655,106.2,31746.13012,10.36552611,2.57524961,6.7,66.9,21,1.61,106.2,more_developed
ITI1,IT,2020,3692555,70626756,19.12679865,17.17258682,26.59988772,2.274815788,107802.12,1.0780212e+11,29194.45208,10.28173397,-12.04184885,29500,10.29214554,-11.5143019,92.2,27561.14121,10.22416213,-14.13639782,6.7,66.1,20.8,1.66,92.9,more_developed
ITI1,IT,2021,3692865,84487968,22.87870475,19.12679865,17.17258682,26.59988772,119445.29,1.1944529e+11,32344.88399,10.38421114,10.24771688,33100,10.40728856,11.5143019,100.1,29922.67066,10.30637169,8.220955576,7.5,65.6,20.8,1.58,100.6,more_developed
ITI1,IT,2022,3663191,139926670,38.19802735,22.87870475,19.12679865,17.17258682,130322.65,1.3032265e+11,35576.26397,10.47943395,9.522281044,37100,10.52137225,11.40836872,106.5,31835.80845,10.36834699,6.197529883,6,68.6,21.5,1.5,107.4,more_developed
ITI1,IT,2023,3661981,0,0,38.19802735,22.87870475,19.12679865,137818.56,1.3781856e+11,37634.97408,10.53568906,5.625510649,39100,10.57387775,5.250549738,106.3,31776.02289,10.36646729,-0.1879699802,5.3,69.3,22.4,1.39,107.3,more_developed
ITI1,IT,2024,3660530,0,0,0,38.19802735,22.87870475,,,,,,,,,,,,,4,70.9,23.3,,,more_developed
ITI1,IT,2025,3657716,0,0,0,0,38.19802735,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1986,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1987,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1988,,75399,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1989,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1990,,23543,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1991,,6851264,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1992,,9833369,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1993,,16250159,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1994,,17694222,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1995,,145022,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1996,,9249179,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1997,,7381007,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1998,,40271164,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,1999,,26012926,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI2,IT,2000,,101318500,,,,,,,,,,22200,10.00784757,,111.2,27571.14909,10.22452518,,,,,,,more_developed
ITI2,IT,2001,,21097673,,,,,,,,,,22900,10.03889219,3.104462168,113.1,28042.23886,10.24146718,1.694200131,,,,,,more_developed
ITI2,IT,2002,,1656987,,,,,,,,,,22900,10.03889219,0,112.4,27868.67947,10.23525874,-0.6208445662,,,,,,more_developed
ITI2,IT,2003,,44906217,,,,,,,,,,23300,10.05620864,1.731645001,112.9,27992.65047,10.23969727,0.4438533696,,,,,,more_developed
ITI2,IT,2004,,10334866,,,,,,,,,,23300,10.05620864,0,114.3,28339.76925,10.25202137,1.232409965,,,,,,more_developed
ITI2,IT,2005,,24634620,,,,,,,,,,23600,10.06900199,1.279335146,114.3,28339.76925,10.25202137,0,,,,,,more_developed
ITI2,IT,2006,,35073404,,,,,,,,,,24800,10.11859893,4.959694114,116.4,28860.44743,10.27022734,1.82059645,,,,,,more_developed
ITI2,IT,2007,,25884137,,,,,,,,,,25800,10.15812977,3.953083876,117.4,29108.38941,10.27878171,0.8554372097,,,,,,more_developed
ITI2,IT,2008,,29328446,,,,,,,,,,26200,10.17351469,1.538491884,115.7,28686.88803,10.26419543,-1.458627319,,,,,,more_developed
ITI2,IT,2009,,15631893,,,,,,,,,,24200,10.09410791,-7.94067776,106.9,26504.99854,10.18508862,-7.910681617,,,,,,more_developed
ITI2,IT,2010,,12488481,,,,,,,,,,24500,10.1064284,1.232048439,108.7,26951.29412,10.20178659,1.66979761,,,,,,more_developed
ITI2,IT,2011,,22954169,,,,,,,,,,24800,10.11859893,1.217053562,108,26777.73472,10.19532603,-0.6460567003,,,,,,more_developed
ITI2,IT,2012,,15278720,,,,,,,,,,24200,10.09410791,-2.449102001,103.3,25612.40738,10.15083218,-4.4493851,,,,,,more_developed
ITI2,IT,2013,,31698332,,,,,,,,,,23500,10.0647557,-2.935221201,100.2,24843.78722,10.12036299,-3.046918747,10.3,60.9,20.2,0.83,,more_developed
ITI2,IT,2014,,18434338,,,,,21061.5,2.10615e+10,,,,22900,10.03889219,-2.586351059,97.3,24124.75545,10.09099379,-2.936919946,11.3,61,20.1,0.95,97.2,more_developed
ITI2,IT,2015,,35873488,,,,,21638.94,2.163894e+10,,,,23800,10.07744086,3.854867012,100,24794.19882,10.11836499,2.73711968,10.5,63.1,19.8,,100,more_developed
ITI2,IT,2016,884092,304728,0.3446790606,,,,21744.99,2.174499e+10,24595.84523,10.11033281,,24400,10.10233841,2.489755162,99.2,24595.84523,10.11033281,-0.8032171697,9.6,62.7,20.7,,99.3,more_developed
ITI2,IT,2017,880992,975959,1.10779553,0.3446790606,,,22264.3,2.22643e+10,25271.85264,10.13744651,2.711369694,25200,10.13459927,3.226086222,100.8,24992.55241,10.12633316,1.600034135,10.6,62.9,21.2,0.96,100.8,more_developed
ITI2,IT,2018,876477,34518575,39.38332095,1.10779553,0.3446790606,,22939.39,2.293939e+10,26172.26693,10.17245561,3.500910346,26100,10.16969059,3.509131981,102.8,25488.43639,10.14598015,1.964699738,9.2,63,20.7,1.01,102.8,more_developed
ITI2,IT,2019,873744,6908305,7.906555009,39.38332095,1.10779553,0.3446790606,23087.4,2.30874e+10,26423.52909,10.18201015,0.9554530643,26600,10.18866649,1.897590146,102.4,25389.25959,10.14208151,-0.3898640416,8.4,64.6,22.3,1.02,102.4,more_developed
ITI2,IT,2020,870165,38766211,44.550414,7.906555009,39.38332095,1.10779553,21192,2.1192e+10,24354.00183,10.10045146,-8.155868447,24700,10.11455852,-7.410797215,92.3,22885.04551,10.03823894,-10.38425711,8.2,63.6,23,1.05,92.9,more_developed
ITI2,IT,2021,865452,60181953,69.53817543,44.550414,7.906555009,39.38332095,23028.31,2.302831e+10,26608.41965,10.18898297,8.853151166,27200,10.21097225,9.641372967,99.5,24670.22783,10.11335244,7.511350266,6.6,64.4,22.5,0.98,99.9,more_developed
ITI2,IT,2022,858812,61068931,71.10861399,69.53817543,44.550414,7.906555009,24697.93,2.469793e+10,28758.24977,10.26667995,7.769698077,30000,10.30895266,9.798040836,103.3,25612.40738,10.15083218,3.747973196,7.1,64.9,22.5,0.9,104.2,more_developed
ITI2,IT,2023,856407,0,0,71.10861399,69.53817543,44.550414,26087.97,2.608797e+10,30462.11673,10.32423912,5.755916254,31700,10.36407196,5.511929922,103.2,25587.61318,10.14986365,-0.09685230781,6,66.5,23.8,0.91,104.1,more_developed
ITI2,IT,2024,853068,0,0,0,71.10861399,69.53817543,,,,,,,,,,,,,4.8,68,25.6,,,more_developed
ITI2,IT,2025,851473,0,0,0,0,71.10861399,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1986,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1987,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1988,,132392,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1989,,0,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1990,,1101339,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1991,,2009944,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1992,,36478011,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1993,,18453995,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1994,,10009543,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1995,,10788057,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1996,,1635212,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1997,,17976163,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1998,,11464573,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,1999,,27294675,,,,,,,,,,,,,,,,,,,,,,more_developed
ITI3,IT,2000,,29451365,,,,,,,,,,21300,9.966462352,,101.4,26620.26674,10.18942811,,,,,,,more_developed
ITI3,IT,2001,,52271685,,,,,,,,,,22100,10.00333289,3.687053581,103.3,27119.06858,10.2079924,1.856428497,,,,,,more_developed
ITI3,IT,2002,,1650348,,,,,,,,,,22800,10.03451581,3.118292744,105.5,27696.62861,10.22906597,2.107357679,,,,,,more_developed
ITI3,IT,2003,,31661713,,,,,,,,,,23000,10.04324949,0.8733679969,105,27565.36497,10.22431537,-0.4750602759,,,,,,more_developed
ITI3,IT,2004,,10770960,,,,,,,,,,23100,10.0475879,0.4338401599,106.9,28064.16681,10.24224884,1.793346787,,,,,,more_developed
ITI3,IT,2005,,25453752,,,,,,,,,,23600,10.06900199,2.14140945,107.9,28326.69409,10.25155989,0.9311054233,,,,,,more_developed
ITI3,IT,2006,,18566784,,,,,,,,,,25000,10.1266311,5.762911284,111.7,29324.29778,10.28617173,3.461183381,,,,,,more_developed
ITI3,IT,2007,,27392352,,,,,,,,,,26100,10.16969059,4.305948946,113.5,29796.84689,10.30215786,1.598613085,,,,,,more_developed
ITI3,IT,2008,,22421484,,,,,,,,,,26100,10.16969059,0,110,28878.00139,10.27083539,-3.132247113,,,,,,more_developed
ITI3,IT,2009,,9870023,,,,,,,,,,24900,10.12262308,-4.706751086,105.1,27591.61769,10.2252673,-4.556808791,,,,,,more_developed
ITI3,IT,2010,,19855070,,,,,,,,,,24900,10.12262308,0,105.5,27696.62861,10.22906597,0.3798675033,,,,,,more_developed
ITI3,IT,2011,,6068922,,,,,,,,,,25400,10.14250445,1.988137055,105.6,27722.88134,10.23001339,0.0947418356,,,,,,more_developed
ITI3,IT,2012,,25005593,,,,,,,,,,25000,10.1266311,-1.587334916,101.6,26672.7722,10.19139856,-3.861483613,,,,,,more_developed
ITI3,IT,2013,,15899144,,,,,,,,,,24400,10.10233841,-2.429269257,99.2,26042.70671,10.16749304,-2.390552085,11,61.1,18.3,0.83,,more_developed
ITI3,IT,2014,,12183436,,,,,39638.75,3.963875e+10,,,,24800,10.11859893,1.626052087,100.5,26383.99218,10.18051275,1.301971321,10.1,62.4,18.6,0.88,100.5,more_developed
ITI3,IT,2015,,25568292,,,,,39890.41,3.989041e+10,,,,25200,10.13459927,1.600034135,100,26252.72854,10.17552521,-0.4987541511,10,62.1,18.5,0.86,100,more_developed
ITI3,IT,2016,1538442,0,0,,,,40630.63,4.063063e+10,26410.24491,10.18150728,,26200,10.17351469,3.891541625,100.6,26410.24491,10.18150728,0.5982071678,10.6,62.2,19.2,1.03,100.7,more_developed
ITI3,IT,2017,1532460,136716,0.08921342156,0,,,41526.18,4.152618e+10,27097.72523,10.20720506,2.569778471,27000,10.20359214,3.007745524,102.4,26882.79402,10.19924173,1.773445494,10.6,62.2,20.7,1.1,102.4,more_developed
ITI3,IT,2018,1526331,34562966,22.6444762,0.08921342156,0,,42233.76,4.223376e+10,27670.11874,10.22810836,2.090330056,27600,10.22557105,2.197890672,102.9,27014.05767,10.20411266,0.4870930235,8.1,64.6,20.5,1.08,103,more_developed
ITI3,IT,2019,1520321,28914096,19.01841519,22.6444762,0.08921342156,0,42924.5,4.29245e+10,28233.84009,10.24827654,2.016817679,28400,10.25414442,2.857337244,103.5,27171.57404,10.20992663,0.5813969865,8.6,65,21.5,1.07,103.5,more_developed
